"","Date","Output_Var","state","Data","Training","Prediction.2.5.","Prediction.25.","Prediction.50.","Prediction.75.","Prediction.97.5.","in.IQR","in.CI"
"1",2020-03-19,"deathIncrease","AL",0,"Training",1e-15,1e-15,1e-15,1e-15,0.6502207,FALSE,FALSE
"2",2020-03-19,"positiveIncrease","AL",18,"Training",7.557574,20.05505,23.11655,26.399125,33.3682625,FALSE,TRUE
"3",2020-03-20,"deathIncrease","AL",0,"Training",1e-15,1e-15,1e-15,1e-15,0.811916899999999,FALSE,FALSE
"4",2020-03-20,"positiveIncrease","AL",19.8571428571429,"Training",17.834965,25.951625,28.6865,32.132875,38.8945575,FALSE,TRUE
"5",2020-03-21,"deathIncrease","AL",0,"Training",1e-15,1e-15,1e-15,1e-15,0.978056349999999,FALSE,FALSE
"6",2020-03-21,"positiveIncrease","AL",25.5714285714286,"Training",22.4692825,31.590475,34.86465,38.58215,46.1770825,FALSE,TRUE
"7",2020-03-22,"deathIncrease","AL",0,"Training",1e-15,1e-15,1e-15,0.5604815,1.23495575,FALSE,FALSE
"8",2020-03-22,"positiveIncrease","AL",33.8571428571429,"Training",31.5557325,38.105825,42.33505,45.961275,54.005475,FALSE,TRUE
"9",2020-03-23,"deathIncrease","AL",0.142857142857143,"Training",1e-15,1e-15,1e-15,0.69932075,1.448304,TRUE,TRUE
"10",2020-03-23,"positiveIncrease","AL",62.5714285714286,"Training",38.368845,45.607,50.33275,53.9855,62.9789425,FALSE,TRUE
"11",2020-03-24,"deathIncrease","AL",0.428571428571429,"Training",1e-15,1e-15,0.665674,1.016205,1.6909905,TRUE,TRUE
"12",2020-03-24,"positiveIncrease","AL",72.2857142857143,"Training",46.26046,54.131,59.01845,63.15905,72.50772,FALSE,TRUE
"13",2020-03-25,"deathIncrease","AL",0.428571428571429,"Training",1e-15,1e-15,0.819855,1.218745,1.9819365,TRUE,TRUE
"14",2020-03-25,"positiveIncrease","AL",81.7142857142857,"Training",55.1755225,63.674875,68.822,73.485325,83.6860075,FALSE,TRUE
"15",2020-03-26,"deathIncrease","AL",0.571428571428571,"Training",1e-15,0.77202625,1.211305,1.524105,2.27083,FALSE,TRUE
"16",2020-03-26,"positiveIncrease","AL",95.4285714285714,"Training",64.84845,73.68755,79.29465,84.024025,94.722865,FALSE,FALSE
"17",2020-03-27,"deathIncrease","AL",0.857142857142857,"Training",1e-15,1.0105425,1.45756,1.8157475,2.593267,FALSE,TRUE
"18",2020-03-27,"positiveIncrease","AL",98.8571428571429,"Training",74.10953,84.709125,90.02025,95.505425,106.657675,FALSE,TRUE
"19",2020-03-28,"deathIncrease","AL",1.85714285714286,"Training",1.1636145,1.5902575,1.858985,2.1997725,3.00279925,TRUE,TRUE
"20",2020-03-28,"positiveIncrease","AL",109.428571428571,"Training",83.2465175,94.83415,101.009,106.8465,118.89165,FALSE,TRUE
"21",2020-03-29,"deathIncrease","AL",3.71428571428571,"Training",1.4081315,1.88431,2.218085,2.5715825,3.476338,FALSE,FALSE
"22",2020-03-29,"positiveIncrease","AL",113.428571428571,"Training",93.48742,105.66,111.6845,118.04275,130.397225,TRUE,TRUE
"23",2020-03-30,"deathIncrease","AL",4.42857142857143,"Training",1.70295375,2.232515,2.605615,3.0247175,3.99418675,FALSE,FALSE
"24",2020-03-30,"positiveIncrease","AL",103.857142857143,"Training",102.219025,115.491,122.279,128.89475,142.43975,FALSE,TRUE
"25",2020-03-31,"deathIncrease","AL",4.57142857142857,"Training",2.03814725,2.6409675,3.04715,3.51062,4.54025325,FALSE,FALSE
"26",2020-03-31,"positiveIncrease","AL",120.714285714286,"Training",111.808975,124.789,132.1755,138.994,152.190175,FALSE,TRUE
"27",2020-04-01,"deathIncrease","AL",5.71428571428571,"Training",2.3920145,3.069025,3.55056,4.07948,5.17569975,FALSE,FALSE
"28",2020-04-01,"positiveIncrease","AL",126.285714285714,"Training",120.3023,133.58375,140.988,148.657,162.990225,FALSE,TRUE
"29",2020-04-02,"deathIncrease","AL",5.85714285714286,"Training",2.78298875,3.51832,4.077595,4.65326,5.80725125,FALSE,FALSE
"30",2020-04-02,"positiveIncrease","AL",141.428571428571,"Training",127.80105,141.15525,148.9475,156.9395,171.85745,TRUE,TRUE
"31",2020-04-03,"deathIncrease","AL",6.28571428571429,"Training",3.20373225,4.0256,4.6453,5.2401925,6.42971625,FALSE,TRUE
"32",2020-04-03,"positiveIncrease","AL",158.428571428571,"Training",134.20245,148.037,156.2175,164.59975,179.828825,TRUE,TRUE
"33",2020-04-04,"deathIncrease","AL",6.14285714285714,"Training",3.61023875,4.5470075,5.22436,5.8926725,7.19153175,FALSE,TRUE
"34",2020-04-04,"positiveIncrease","AL",162.571428571429,"Training",140.57075,154.719,162.928,171.88775,187.610525,TRUE,TRUE
"35",2020-04-05,"deathIncrease","AL",5.71428571428571,"Training",4.059057,5.07915,5.7647,6.46875,7.880862,TRUE,TRUE
"36",2020-04-05,"positiveIncrease","AL",184.571428571429,"Training",145.864225,160.82675,169.079,178.13625,194.171875,FALSE,TRUE
"37",2020-04-06,"deathIncrease","AL",6,"Training",4.50170975,5.617905,6.341605,7.0158275,8.552654,TRUE,TRUE
"38",2020-04-06,"positiveIncrease","AL",219.428571428571,"Training",150.84225,166.1565,174.5095,183.6035,199.61865,FALSE,FALSE
