"","Date","Output_Var","state","Data","Training","Prediction.2.5.","Prediction.25.","Prediction.50.","Prediction.75.","Prediction.97.5.","in.IQR","in.CI"
"46",2020-04-14,"death","AL",110,"Training",58.9032484910625,71.440508666625,79.110928701,93.69912987225,197.583020788913,FALSE,TRUE
"47",2020-04-14,"positive","AL",3876,"Training",2749.1466945915,3117.18025101,3319.0419258675,3542.389357395,4014.08139305775,FALSE,TRUE
"48",2020-04-15,"death","AL",121,"Training",64.0214871851625,77.143648299375,85.139884977,100.50916351875,209.32191986685,FALSE,TRUE
"49",2020-04-15,"positive","AL",4113,"Training",2956.42528565737,3335.4774019875,3541.5729770925,3770.90106852375,4261.94830439437,FALSE,TRUE
"50",2020-04-16,"death","AL",133,"Training",69.17222173785,82.88515535475,91.20880221075,106.955993736375,219.973464123262,FALSE,TRUE
"51",2020-04-16,"positive","AL",4345,"Training",3166.70352272663,3553.6887472275,3771.0395835,4008.250770615,4511.19583004738,FALSE,TRUE
"52",2020-04-17,"death","AL",144,"Training",74.373005551425,88.825241402625,97.5454333455,113.844110604,230.635979256113,FALSE,TRUE
"53",2020-04-17,"positive","AL",4530,"Training",3378.95480143988,3784.5895352475,4001.229409695,4254.35633532,4761.722228928,FALSE,TRUE
"54",2020-04-18,"death","AL",146,"Training",80.0191334005875,94.8928102605,104.14144296675,121.558659303375,241.713426419587,FALSE,TRUE
"55",2020-04-18,"positive","AL",4655,"Training",3597.0495734565,4017.311856495,4236.9426737925,4503.27755401125,5013.47111440875,FALSE,TRUE
"56",2020-04-19,"death","AL",154,"Training",86.04015877485,101.193893304,110.6977367895,128.525840029125,252.1097108649,FALSE,TRUE
"57",2020-04-19,"positive","AL",4837,"Training",3814.94343746775,4251.40829533875,4475.0805628725,4743.8535518325,5266.37739670875,FALSE,TRUE
"58",2020-04-20,"death","AL",167,"Training",91.947295419525,107.401448093625,117.312623673,135.970590973875,262.322861350462,FALSE,TRUE
"59",2020-04-20,"positive","AL",5025,"Training",4032.77772778125,4480.72780619625,4713.1841296575,4993.403604,5520.38689563375,FALSE,TRUE
"60",2020-04-21,"death","AL",177,"Training",97.7111487405375,113.807704455375,124.432048293,143.823286910625,272.51809069485,FALSE,TRUE
"61",2020-04-21,"positive","AL",5231,"Training",4249.24660365188,4710.95440627875,4957.75744905,5244.9737683875,5770.80481154625,TRUE,TRUE
"62",2020-04-22,"death","AL",194,"Training",103.75683713535,120.47199092775,131.28057194175,151.6805182935,282.644626417387,FALSE,TRUE
"63",2020-04-22,"positive","AL",5465,"Training",4463.32198976475,4947.7059198,5202.597992025,5495.8207129875,6026.92513161375,TRUE,TRUE
"64",2020-04-23,"death","AL",197,"Training",109.83963038265,127.18445119275,138.48678293625,159.518259516,292.695800186475,FALSE,TRUE
"65",2020-04-23,"positive","AL",5778,"Training",4688.61243092812,5192.889685725,5443.27082775,5743.0883325375,6319.19173150125,FALSE,TRUE
"66",2020-04-24,"death","AL",197,"Training",116.034963983662,133.79247361725,145.88716005675,167.663798176875,303.978531447937,FALSE,TRUE
"67",2020-04-24,"positive","AL",5832,"Training",4915.21619019375,5435.4134737875,5694.0687405,5989.6940221125,6601.75737986625,TRUE,TRUE
"68",2020-04-25,"death","AL",212,"Training",122.188828897537,140.65497134325,153.14608029,175.871362128,315.247227342338,FALSE,TRUE
"69",2020-04-25,"positive","AL",6137,"Training",5141.190503085,5673.009560925,5939.86540455,6236.5448709375,6875.1479433,TRUE,TRUE
"70",2020-04-26,"death","AL",216,"Training",128.52066716895,147.58807493325,160.75950079875,184.147080350625,326.373951515063,FALSE,TRUE
"71",2020-04-26,"positive","AL",6270,"Training",5360.82499777125,5921.3681391375,6187.57431075,6493.2020897625,7137.6816293475,TRUE,TRUE
"72",2020-04-27,"death","AL",222,"Training",135.111589735762,154.8568015365,168.56341004475,192.5799456525,337.32270233025,FALSE,TRUE
"73",2020-04-27,"positive","AL",6499,"Training",5594.6787289575,6171.0628352625,6436.827720225,6755.7921624375,7397.89978627875,TRUE,TRUE
"74",2020-04-28,"death","AL",242,"Training",141.593771917238,162.05050940925,176.2905844455,200.67142669875,348.086394685575,FALSE,TRUE
"75",2020-04-28,"positive","AL",6687,"Training",5828.85116716875,6417.0801426375,6694.441060125,7018.5538465875,7654.3792646475,TRUE,TRUE
"76",2020-04-29,"death","AL",245,"Training",147.945357766237,169.54257608925,184.1778478365,208.7888946255,358.657232516887,FALSE,TRUE
"77",2020-04-29,"positive","AL",6842,"Training",6069.52890607875,6666.787096725,6954.211801425,7282.381973475,7910.97151627125,TRUE,TRUE
"78",2020-04-30,"death","AL",269,"Training",154.370197199137,177.26362150875,192.048930717,217.35108143175,369.0331197126,FALSE,TRUE
"79",2020-04-30,"positive","AL",7019,"Training",6308.962461795,6926.2023571125,7220.994097275,7540.3507942875,8181.3196534125,TRUE,TRUE
"80",2020-05-01,"death","AL",279,"Training",160.867897961137,184.765739718,200.0514189555,225.574948473,379.2150736836,FALSE,TRUE
"81",2020-05-01,"positive","AL",7158,"Training",6570.12693343125,7181.670553575,7480.862902275,7807.1453481,8457.36038833875,FALSE,TRUE
"82",2020-05-02,"death","AL",288,"Training",167.795448694125,192.3681280605,208.146087072,234.27834700725,389.206759560674,FALSE,TRUE
"83",2020-05-02,"positive","AL",7434,"Training",6828.3151717725,7430.6420299125,7743.55103865,8064.4032070875,8734.62201633,TRUE,TRUE
"84",2020-05-03,"death","AL",290,"Training",174.898999252688,199.864239868125,215.911751475,242.795056772625,399.01418374545,FALSE,TRUE
"85",2020-05-03,"positive","AL",7725,"Training",7070.34006076125,7682.0038089375,8005.307569875,8336.4809427375,9030.42013521375,TRUE,TRUE
"86",2020-05-04,"death","AL",296,"Training",181.582873949137,207.46478951625,224.0064195915,251.682079585125,408.776204437125,FALSE,TRUE
