"date","numDate","state","fips","variable","value"
2020-04-28,119,"IL",17,"positiveIncrease",2219
2020-04-28,119,"IN",18,"positiveIncrease",627
2020-04-28,119,"KS",20,"positiveIncrease",163
2020-04-28,119,"KY",21,"positiveIncrease",72
2020-04-28,119,"LA",22,"positiveIncrease",218
2020-04-28,119,"MA",25,"positiveIncrease",1840
2020-04-28,119,"MD",24,"positiveIncrease",626
2020-04-28,119,"ME",23,"positiveIncrease",17
2020-04-28,119,"MI",26,"positiveIncrease",829
2020-04-28,119,"MN",27,"positiveIncrease",601
2020-04-28,119,"MO",29,"positiveIncrease",132
2020-04-28,119,"MP",69,"positiveIncrease",0
2020-04-28,119,"MS",28,"positiveIncrease",248
2020-04-28,119,"MT",30,"positiveIncrease",2
2020-04-28,119,"NC",37,"positiveIncrease",426
2020-04-28,119,"ND",38,"positiveIncrease",49
2020-04-28,119,"NE",31,"positiveIncrease",330
2020-04-28,119,"NH",33,"positiveIncrease",74
2020-04-28,119,"NJ",34,"positiveIncrease",2668
2020-04-28,119,"NM",35,"positiveIncrease",97
2020-04-28,119,"NV",32,"positiveIncrease",115
2020-04-28,119,"NY",36,"positiveIncrease",3110
2020-04-28,119,"OH",39,"positiveIncrease",444
2020-04-28,119,"OK",40,"positiveIncrease",130
2020-04-28,119,"OR",41,"positiveIncrease",0
2020-04-28,119,"PA",42,"positiveIncrease",1214
2020-04-28,119,"PR",72,"positiveIncrease",11
2020-04-28,119,"RI",44,"positiveIncrease",324
2020-04-28,119,"SC",45,"positiveIncrease",123
2020-04-28,119,"SD",46,"positiveIncrease",68
2020-04-28,119,"TN",47,"positiveIncrease",134
2020-04-28,119,"TX",48,"positiveIncrease",874
2020-04-28,119,"UT",49,"positiveIncrease",110
2020-04-28,119,"VA",51,"positiveIncrease",804
2020-04-28,119,"VI",78,"positiveIncrease",0
2020-04-28,119,"VT",50,"positiveIncrease",0
2020-04-28,119,"WA",53,"positiveIncrease",232
2020-04-28,119,"WI",55,"positiveIncrease",230
2020-04-28,119,"WV",54,"positiveIncrease",16
2020-04-28,119,"WY",56,"positiveIncrease",19
2020-04-29,120,"AK",2,"positiveIncrease",4
2020-04-29,120,"AL",1,"positiveIncrease",155
2020-04-29,120,"AR",5,"positiveIncrease",81
2020-04-29,120,"AZ",4,"positiveIncrease",254
2020-04-29,120,"CA",6,"positiveIncrease",1469
2020-04-29,120,"CO",8,"positiveIncrease",856
2020-04-29,120,"CT",9,"positiveIncrease",455
2020-04-29,120,"DC",11,"positiveIncrease",112
2020-04-29,120,"DE",10,"positiveIncrease",80
2020-04-29,120,"FL",12,"positiveIncrease",347
2020-04-29,120,"GA",13,"positiveIncrease",1008
2020-04-29,120,"GU",66,"positiveIncrease",0
2020-04-29,120,"HI",15,"positiveIncrease",2
2020-04-29,120,"IA",19,"positiveIncrease",467
2020-04-29,120,"ID",16,"positiveIncrease",35
2020-04-29,120,"IL",17,"positiveIncrease",2253
2020-04-29,120,"IN",18,"positiveIncrease",594
2020-04-29,120,"KS",20,"positiveIncrease",247
2020-04-29,120,"KY",21,"positiveIncrease",229
2020-04-29,120,"LA",22,"positiveIncrease",374
2020-04-29,120,"MA",25,"positiveIncrease",1963
2020-04-29,120,"MD",24,"positiveIncrease",736
2020-04-29,120,"ME",23,"positiveIncrease",16
2020-04-29,120,"MI",26,"positiveIncrease",950
2020-04-29,120,"MN",27,"positiveIncrease",680
2020-04-29,120,"MO",29,"positiveIncrease",122
2020-04-29,120,"MP",69,"positiveIncrease",0
2020-04-29,120,"MS",28,"positiveIncrease",227
2020-04-29,120,"MT",30,"positiveIncrease",0
2020-04-29,120,"NC",37,"positiveIncrease",380
2020-04-29,120,"ND",38,"positiveIncrease",42
2020-04-29,120,"NE",31,"positiveIncrease",16
2020-04-29,120,"NH",33,"positiveIncrease",72
2020-04-29,120,"NJ",34,"positiveIncrease",2408
2020-04-29,120,"NM",35,"positiveIncrease",151
2020-04-29,120,"NV",32,"positiveIncrease",93
2020-04-29,120,"NY",36,"positiveIncrease",4585
2020-04-29,120,"OH",39,"positiveIncrease",534
2020-04-29,120,"OK",40,"positiveIncrease",63
2020-04-29,120,"OR",41,"positiveIncrease",92
2020-04-29,120,"PA",42,"positiveIncrease",1102
2020-04-29,120,"PR",72,"positiveIncrease",33
2020-04-29,120,"RI",44,"positiveIncrease",372
2020-04-29,120,"SC",45,"positiveIncrease",268
2020-04-29,120,"SD",46,"positiveIncrease",60
2020-04-29,120,"TN",47,"positiveIncrease",314
2020-04-29,120,"TX",48,"positiveIncrease",883
2020-04-29,120,"UT",49,"positiveIncrease",152
2020-04-29,120,"VA",51,"positiveIncrease",622
2020-04-29,120,"VI",78,"positiveIncrease",3
2020-04-29,120,"VT",50,"positiveIncrease",4
2020-04-29,120,"WA",53,"positiveIncrease",244
2020-04-29,120,"WI",55,"positiveIncrease",269
2020-04-29,120,"WV",54,"positiveIncrease",16
2020-04-29,120,"WY",56,"positiveIncrease",147
2020-04-30,121,"AK",2,"positiveIncrease",0
2020-04-30,121,"AL",1,"positiveIncrease",177
2020-04-30,121,"AR",5,"positiveIncrease",63
2020-04-30,121,"AZ",4,"positiveIncrease",446
2020-04-30,121,"CA",6,"positiveIncrease",2417
2020-04-30,121,"CO",8,"positiveIncrease",23
2020-04-30,121,"CT",9,"positiveIncrease",933
2020-04-30,121,"DC",11,"positiveIncrease",217
2020-04-30,121,"DE",10,"positiveIncrease",79
2020-04-30,121,"FL",12,"positiveIncrease",497
2020-04-30,121,"GA",13,"positiveIncrease",532
2020-04-30,121,"GU",66,"positiveIncrease",1
2020-04-30,121,"HI",15,"positiveIncrease",4
2020-04-30,121,"IA",19,"positiveIncrease",302
2020-04-30,121,"ID",16,"positiveIncrease",32
2020-04-30,121,"IL",17,"positiveIncrease",2563
2020-04-30,121,"IN",18,"positiveIncrease",653
2020-04-30,121,"KS",20,"positiveIncrease",500
2020-04-30,121,"KY",21,"positiveIncrease",164
2020-04-30,121,"LA",22,"positiveIncrease",341
2020-04-30,121,"MA",25,"positiveIncrease",1940
2020-04-30,121,"MD",24,"positiveIncrease",893
2020-04-30,121,"ME",23,"positiveIncrease",39
2020-04-30,121,"MI",26,"positiveIncrease",1017
2020-04-30,121,"MN",27,"positiveIncrease",648
2020-04-30,121,"MO",29,"positiveIncrease",137
2020-04-30,121,"MP",69,"positiveIncrease",0
2020-04-30,121,"MS",28,"positiveIncrease",246
2020-04-30,121,"MT",30,"positiveIncrease",2
2020-04-30,121,"NC",37,"positiveIncrease",561
2020-04-30,121,"ND",38,"positiveIncrease",34
2020-04-30,121,"NE",31,"positiveIncrease",410
2020-04-30,121,"NH",33,"positiveIncrease",44
2020-04-30,121,"NJ",34,"positiveIncrease",2388
2020-04-30,121,"NM",35,"positiveIncrease",239
2020-04-30,121,"NV",32,"positiveIncrease",100
2020-04-30,121,"NY",36,"positiveIncrease",4681
2020-04-30,121,"OH",39,"positiveIncrease",724
2020-04-30,121,"OK",40,"positiveIncrease",145
2020-04-30,121,"OR",41,"positiveIncrease",64
2020-04-30,121,"PA",42,"positiveIncrease",1397
2020-04-30,121,"PR",72,"positiveIncrease",106
2020-04-30,121,"RI",44,"positiveIncrease",348
2020-04-30,121,"SC",45,"positiveIncrease",214
2020-04-30,121,"SD",46,"positiveIncrease",76
2020-04-30,121,"TN",47,"positiveIncrease",369
2020-04-30,121,"TX",48,"positiveIncrease",1033
2020-04-30,121,"UT",49,"positiveIncrease",177
2020-04-30,121,"VA",51,"positiveIncrease",885
2020-04-30,121,"VI",78,"positiveIncrease",4
2020-04-30,121,"VT",50,"positiveIncrease",13
2020-04-30,121,"WA",53,"positiveIncrease",267
2020-04-30,121,"WI",55,"positiveIncrease",392
2020-04-30,121,"WV",54,"positiveIncrease",23
2020-04-30,121,"WY",56,"positiveIncrease",8
2020-05-01,122,"AK",2,"positiveIncrease",9
2020-05-01,122,"AL",1,"positiveIncrease",139
2020-05-01,122,"AR",5,"positiveIncrease",66
2020-05-01,122,"AZ",4,"positiveIncrease",314
2020-05-01,122,"CA",6,"positiveIncrease",1525
2020-05-01,122,"CO",8,"positiveIncrease",526
2020-05-01,122,"CT",9,"positiveIncrease",1064
2020-05-01,122,"DC",11,"positiveIncrease",335
2020-05-01,122,"DE",10,"positiveIncrease",184
2020-05-01,122,"FL",12,"positiveIncrease",1038
2020-05-01,122,"GA",13,"positiveIncrease",1115
2020-05-01,122,"GU",66,"positiveIncrease",0
2020-05-01,122,"HI",15,"positiveIncrease",5
2020-05-01,122,"IA",19,"positiveIncrease",739
2020-05-01,122,"ID",16,"positiveIncrease",31
2020-05-01,122,"IL",17,"positiveIncrease",3137
2020-05-01,122,"IN",18,"positiveIncrease",795
2020-05-01,122,"KS",20,"positiveIncrease",211
2020-05-01,122,"KY",21,"positiveIncrease",169
2020-05-01,122,"LA",22,"positiveIncrease",710
2020-05-01,122,"MA",25,"positiveIncrease",2106
2020-05-01,122,"MD",24,"positiveIncrease",1730
2020-05-01,122,"ME",23,"positiveIncrease",28
2020-05-01,122,"MI",26,"positiveIncrease",735
2020-05-01,122,"MN",27,"positiveIncrease",620
2020-05-01,122,"MO",29,"positiveIncrease",273
2020-05-01,122,"MP",69,"positiveIncrease",0
2020-05-01,122,"MS",28,"positiveIncrease",397
2020-05-01,122,"MT",30,"positiveIncrease",0
2020-05-01,122,"NC",37,"positiveIncrease",414
2020-05-01,122,"ND",38,"positiveIncrease",40
2020-05-01,122,"NE",31,"positiveIncrease",497
2020-05-01,122,"NH",33,"positiveIncrease",92
2020-05-01,122,"NJ",34,"positiveIncrease",2538
2020-05-01,122,"NM",35,"positiveIncrease",198
2020-05-01,122,"NV",32,"positiveIncrease",229
2020-05-01,122,"NY",36,"positiveIncrease",3942
2020-05-01,122,"OH",39,"positiveIncrease",716
2020-05-01,122,"OK",40,"positiveIncrease",130
2020-05-01,122,"OR",41,"positiveIncrease",69
2020-05-01,122,"PA",42,"positiveIncrease",1208
2020-05-01,122,"PR",72,"positiveIncrease",36
2020-05-01,122,"RI",44,"positiveIncrease",317
2020-05-01,122,"SC",45,"positiveIncrease",163
2020-05-01,122,"SD",46,"positiveIncrease",76
2020-05-01,122,"TN",47,"positiveIncrease",1156
2020-05-01,122,"TX",48,"positiveIncrease",1142
2020-05-01,122,"UT",49,"positiveIncrease",156
2020-05-01,122,"VA",51,"positiveIncrease",1055
2020-05-01,122,"VI",78,"positiveIncrease",0
2020-05-01,122,"VT",50,"positiveIncrease",6
2020-05-01,122,"WA",53,"positiveIncrease",344
2020-05-01,122,"WI",55,"positiveIncrease",498
2020-05-01,122,"WV",54,"positiveIncrease",18
2020-05-01,122,"WY",56,"positiveIncrease",15
2020-05-02,123,"AK",2,"positiveIncrease",1
2020-05-02,123,"AL",1,"positiveIncrease",276
2020-05-02,123,"AR",5,"positiveIncrease",51
2020-05-02,123,"AZ",4,"positiveIncrease",402
2020-05-02,123,"CA",6,"positiveIncrease",1755
2020-05-02,123,"CO",8,"positiveIncrease",484
2020-05-02,123,"CT",9,"positiveIncrease",0
2020-05-02,123,"DC",11,"positiveIncrease",139
2020-05-02,123,"DE",10,"positiveIncrease",120
2020-05-02,123,"FL",12,"positiveIncrease",735
2020-05-02,123,"GA",13,"positiveIncrease",1036
2020-05-02,123,"GU",66,"positiveIncrease",2
2020-05-02,123,"HI",15,"positiveIncrease",1
2020-05-02,123,"IA",19,"positiveIncrease",757
2020-05-02,123,"ID",16,"positiveIncrease",20
2020-05-02,123,"IL",17,"positiveIncrease",2450
2020-05-02,123,"IN",18,"positiveIncrease",665
2020-05-02,123,"KS",20,"positiveIncrease",297
2020-05-02,123,"KY",21,"positiveIncrease",171
2020-05-02,123,"LA",22,"positiveIncrease",429
2020-05-02,123,"MA",25,"positiveIncrease",1952
2020-05-02,123,"MD",24,"positiveIncrease",1001
2020-05-02,123,"ME",23,"positiveIncrease",29
2020-05-02,123,"MI",26,"positiveIncrease",432
2020-05-02,123,"MN",27,"positiveIncrease",335
2020-05-02,123,"MO",29,"positiveIncrease",319
2020-05-02,123,"MP",69,"positiveIncrease",0
2020-05-02,123,"MS",28,"positiveIncrease",229
2020-05-02,123,"MT",30,"positiveIncrease",2
2020-05-02,123,"NC",37,"positiveIncrease",586
2020-05-02,123,"ND",38,"positiveIncrease",46
2020-05-02,123,"NE",31,"positiveIncrease",557
2020-05-02,123,"NH",33,"positiveIncrease",164
2020-05-02,123,"NJ",34,"positiveIncrease",2527
2020-05-02,123,"NM",35,"positiveIncrease",102
2020-05-02,123,"NV",32,"positiveIncrease",84
2020-05-02,123,"NY",36,"positiveIncrease",4663
2020-05-02,123,"OH",39,"positiveIncrease",592
2020-05-02,123,"OK",40,"positiveIncrease",103
2020-05-02,123,"OR",41,"positiveIncrease",56
2020-05-02,123,"PA",42,"positiveIncrease",1334
2020-05-02,123,"PR",72,"positiveIncrease",182
2020-05-02,123,"RI",44,"positiveIncrease",189
2020-05-02,123,"SC",45,"positiveIncrease",231
2020-05-02,123,"SD",46,"positiveIncrease",63
2020-05-02,123,"TN",47,"positiveIncrease",770
2020-05-02,123,"TX",48,"positiveIncrease",1293
2020-05-02,123,"UT",49,"positiveIncrease",153
2020-05-02,123,"VA",51,"positiveIncrease",830
2020-05-02,123,"VI",78,"positiveIncrease",0
2020-05-02,123,"VT",50,"positiveIncrease",11
2020-05-02,123,"WA",53,"positiveIncrease",149
2020-05-02,123,"WI",55,"positiveIncrease",370
2020-05-02,123,"WV",54,"positiveIncrease",33
2020-05-02,123,"WY",56,"positiveIncrease",7
2020-05-03,124,"AK",2,"positiveIncrease",3
2020-05-03,124,"AL",1,"positiveIncrease",291
2020-05-03,124,"AR",5,"positiveIncrease",59
2020-05-03,124,"AZ",4,"positiveIncrease",276
2020-05-03,124,"CA",6,"positiveIncrease",1419
2020-05-03,124,"CO",8,"positiveIncrease",457
2020-05-03,124,"CT",9,"positiveIncrease",523
2020-05-03,124,"DC",11,"positiveIncrease",219
2020-05-03,124,"DE",10,"positiveIncrease",170
2020-05-03,124,"FL",12,"positiveIncrease",615
2020-05-03,124,"GA",13,"positiveIncrease",296
2020-05-03,124,"GU",66,"positiveIncrease",2
2020-05-03,124,"HI",15,"positiveIncrease",1
2020-05-03,124,"IA",19,"positiveIncrease",528
2020-05-03,124,"ID",16,"positiveIncrease",26
2020-05-03,124,"IL",17,"positiveIncrease",2994
2020-05-03,124,"IN",18,"positiveIncrease",638
2020-05-03,124,"KS",20,"positiveIncrease",284
2020-05-03,124,"KY",21,"positiveIncrease",0
2020-05-03,124,"LA",22,"positiveIncrease",200
2020-05-03,124,"MA",25,"positiveIncrease",1824
2020-05-03,124,"MD",24,"positiveIncrease",989
2020-05-03,124,"ME",23,"positiveIncrease",33
2020-05-03,124,"MI",26,"positiveIncrease",357
2020-05-03,124,"MN",27,"positiveIncrease",340
2020-05-03,124,"MO",29,"positiveIncrease",232
2020-05-03,124,"MP",69,"positiveIncrease",0
2020-05-03,124,"MS",28,"positiveIncrease",109
2020-05-03,124,"MT",30,"positiveIncrease",0
2020-05-03,124,"NC",37,"positiveIncrease",155
2020-05-03,124,"ND",38,"positiveIncrease",38
2020-05-03,124,"NE",31,"positiveIncrease",488
2020-05-03,124,"NH",33,"positiveIncrease",119
2020-05-03,124,"NJ",34,"positiveIncrease",3027
2020-05-03,124,"NM",35,"positiveIncrease",219
2020-05-03,124,"NV",32,"positiveIncrease",115
2020-05-03,124,"NY",36,"positiveIncrease",3438
2020-05-03,124,"OH",39,"positiveIncrease",579
2020-05-03,124,"OK",40,"positiveIncrease",121
2020-05-03,124,"OR",41,"positiveIncrease",45
2020-05-03,124,"PA",42,"positiveIncrease",962
2020-05-03,124,"PR",72,"positiveIncrease",51
2020-05-03,124,"RI",44,"positiveIncrease",181
2020-05-03,124,"SC",45,"positiveIncrease",137
2020-05-03,124,"SD",46,"positiveIncrease",43
2020-05-03,124,"TN",47,"positiveIncrease",516
2020-05-03,124,"TX",48,"positiveIncrease",1026
2020-05-03,124,"UT",49,"positiveIncrease",194
2020-05-03,124,"VA",51,"positiveIncrease",940
2020-05-03,124,"VI",78,"positiveIncrease",0
2020-05-03,124,"VT",50,"positiveIncrease",5
2020-05-03,124,"WA",53,"positiveIncrease",141
2020-05-03,124,"WI",55,"positiveIncrease",307
2020-05-03,124,"WV",54,"positiveIncrease",22
2020-05-03,124,"WY",56,"positiveIncrease",13
2020-05-04,125,"AK",2,"positiveIncrease",2
2020-05-04,125,"AL",1,"positiveIncrease",300
2020-05-04,125,"AR",5,"positiveIncrease",27
2020-05-04,125,"AZ",4,"positiveIncrease",279
2020-05-04,125,"CA",6,"positiveIncrease",1321
2020-05-04,125,"CO",8,"positiveIncrease",410
2020-05-04,125,"CT",9,"positiveIncrease",0
2020-05-04,125,"DC",11,"positiveIncrease",154
2020-05-04,125,"DE",10,"positiveIncrease",80
2020-05-04,125,"FL",12,"positiveIncrease",819
2020-05-04,125,"GA",13,"positiveIncrease",766
2020-05-04,125,"HI",15,"positiveIncrease",0
2020-05-04,125,"IA",19,"positiveIncrease",534
2020-05-04,125,"ID",16,"positiveIncrease",0
2020-05-04,125,"IL",17,"positiveIncrease",2341
2020-05-04,125,"IN",18,"positiveIncrease",574
2020-05-04,125,"KS",20,"positiveIncrease",215
2020-05-04,125,"KY",21,"positiveIncrease",251
2020-05-04,125,"LA",22,"positiveIncrease",333
2020-05-04,125,"MA",25,"positiveIncrease",1000
2020-05-04,125,"MD",24,"positiveIncrease",946
2020-05-04,125,"ME",23,"positiveIncrease",20
2020-05-04,125,"MI",26,"positiveIncrease",780
2020-05-04,125,"MN",27,"positiveIncrease",824
2020-05-04,125,"MO",29,"positiveIncrease",368
2020-05-04,125,"MP",69,"positiveIncrease",0
2020-05-04,125,"MS",28,"positiveIncrease",327
2020-05-04,125,"MT",30,"positiveIncrease",2
2020-05-04,125,"NC",37,"positiveIncrease",184
2020-05-04,125,"ND",38,"positiveIncrease",34
2020-05-04,125,"NE",31,"positiveIncrease",584
2020-05-04,125,"NH",33,"positiveIncrease",159
2020-05-04,125,"NJ",34,"positiveIncrease",1525
2020-05-04,125,"NM",35,"positiveIncrease",118
2020-05-04,125,"NV",32,"positiveIncrease",65
2020-05-04,125,"NY",36,"positiveIncrease",2538
2020-05-04,125,"OH",39,"positiveIncrease",560
2020-05-04,125,"OK",40,"positiveIncrease",72
2020-05-04,125,"OR",41,"positiveIncrease",79
2020-05-04,125,"PA",42,"positiveIncrease",825
2020-05-04,125,"PR",72,"positiveIncrease",35
2020-05-04,125,"RI",44,"positiveIncrease",291
2020-05-04,125,"SC",45,"positiveIncrease",0
2020-05-04,125,"SD",46,"positiveIncrease",37
2020-05-04,125,"TN",47,"positiveIncrease",394
2020-05-04,125,"TX",48,"positiveIncrease",784
2020-05-04,125,"UT",49,"positiveIncrease",142
2020-05-04,125,"VA",51,"positiveIncrease",821
2020-05-04,125,"VI",78,"positiveIncrease",0
2020-05-04,125,"VT",50,"positiveIncrease",5
2020-05-04,125,"WA",53,"positiveIncrease",266
2020-05-04,125,"WI",55,"positiveIncrease",311
2020-05-04,125,"WV",54,"positiveIncrease",15
2020-05-04,125,"WY",56,"positiveIncrease",7
2020-05-05,126,"AK",2,"positiveIncrease",1
2020-05-05,126,"AL",1,"positiveIncrease",260
2020-05-05,126,"AR",5,"positiveIncrease",38
2020-05-05,126,"AZ",4,"positiveIncrease",386
2020-05-05,126,"CA",6,"positiveIncrease",1275
2020-05-05,126,"CO",8,"positiveIncrease",272
2020-05-05,126,"CT",9,"positiveIncrease",1334
2020-05-05,126,"DC",11,"positiveIncrease",152
2020-05-05,126,"DE",10,"positiveIncrease",83
2020-05-05,126,"FL",12,"positiveIncrease",542
2020-05-05,126,"GA",13,"positiveIncrease",343
2020-05-05,126,"GU",66,"positiveIncrease",0
2020-05-05,126,"HI",15,"positiveIncrease",1
2020-05-05,126,"IA",19,"positiveIncrease",408
2020-05-05,126,"ID",16,"positiveIncrease",45
2020-05-05,126,"IL",17,"positiveIncrease",2122
2020-05-05,126,"IN",18,"positiveIncrease",526
2020-05-05,126,"KS",20,"positiveIncrease",213
2020-05-05,126,"KY",21,"positiveIncrease",115
2020-05-05,126,"LA",22,"positiveIncrease",323
2020-05-05,126,"MA",25,"positiveIncrease",1184
2020-05-05,126,"MD",24,"positiveIncrease",709
2020-05-05,126,"ME",23,"positiveIncrease",21
2020-05-05,126,"MI",26,"positiveIncrease",688
2020-05-05,126,"MN",27,"positiveIncrease",641
2020-05-05,126,"MO",29,"positiveIncrease",162
2020-05-05,126,"MP",69,"positiveIncrease",0
2020-05-05,126,"MS",28,"positiveIncrease",330
2020-05-05,126,"NC",37,"positiveIncrease",408
2020-05-05,126,"ND",38,"positiveIncrease",41
2020-05-05,126,"NE",31,"positiveIncrease",173
2020-05-05,126,"NH",33,"positiveIncrease",0
2020-05-05,126,"NJ",34,"positiveIncrease",2324
2020-05-05,126,"NM",35,"positiveIncrease",181
2020-05-05,126,"NV",32,"positiveIncrease",103
2020-05-05,126,"NY",36,"positiveIncrease",2239
2020-05-05,126,"OH",39,"positiveIncrease",495
2020-05-05,126,"OK",40,"positiveIncrease",83
2020-05-05,126,"OR",41,"positiveIncrease",80
2020-05-05,126,"PA",42,"positiveIncrease",865
2020-05-05,126,"PR",72,"positiveIncrease",81
2020-05-05,126,"RI",44,"positiveIncrease",303
2020-05-05,126,"SC",45,"positiveIncrease",131
2020-05-05,126,"SD",46,"positiveIncrease",53
2020-05-05,126,"TN",47,"positiveIncrease",119
2020-05-05,126,"TX",48,"positiveIncrease",1037
2020-05-05,126,"UT",49,"positiveIncrease",132
2020-05-05,126,"VA",51,"positiveIncrease",764
2020-05-05,126,"VI",78,"positiveIncrease",0
2020-05-05,126,"VT",50,"positiveIncrease",3
2020-05-05,126,"WA",53,"positiveIncrease",261
2020-05-05,126,"WI",55,"positiveIncrease",358
2020-05-05,126,"WV",54,"positiveIncrease",32
2020-05-05,126,"WY",56,"positiveIncrease",10
2020-05-06,127,"AK",2,"positiveIncrease",1
2020-05-06,127,"AL",1,"positiveIncrease",296
2020-05-06,127,"AR",5,"positiveIncrease",72
2020-05-06,127,"AZ",4,"positiveIncrease",402
2020-05-06,127,"CA",6,"positiveIncrease",2603
2020-05-06,127,"CO",8,"positiveIncrease",457
2020-05-06,127,"CT",9,"positiveIncrease",374
2020-05-06,127,"DC",11,"positiveIncrease",139
2020-05-06,127,"DE",10,"positiveIncrease",407
2020-05-06,127,"FL",12,"positiveIncrease",563
2020-05-06,127,"GA",13,"positiveIncrease",985
2020-05-06,127,"GU",66,"positiveIncrease",2
2020-05-06,127,"HI",15,"positiveIncrease",4
2020-05-06,127,"IA",19,"positiveIncrease",293
2020-05-06,127,"ID",16,"positiveIncrease",21
2020-05-06,127,"IL",17,"positiveIncrease",2270
2020-05-06,127,"IN",18,"positiveIncrease",837
2020-05-06,127,"KS",20,"positiveIncrease",276
2020-05-06,127,"KY",21,"positiveIncrease",577
2020-05-06,127,"LA",22,"positiveIncrease",403
2020-05-06,127,"MA",25,"positiveIncrease",1754
2020-05-06,127,"MD",24,"positiveIncrease",1046
2020-05-06,127,"ME",23,"positiveIncrease",28
2020-05-06,127,"MI",26,"positiveIncrease",634
2020-05-06,127,"MN",27,"positiveIncrease",634
2020-05-06,127,"MO",29,"positiveIncrease",186
2020-05-06,127,"MP",69,"positiveIncrease",1
2020-05-06,127,"MS",28,"positiveIncrease",217
2020-05-06,127,"MT",30,"positiveIncrease",0
2020-05-06,127,"NC",37,"positiveIncrease",502
2020-05-06,127,"ND",38,"positiveIncrease",57
2020-05-06,127,"NE",31,"positiveIncrease",355
2020-05-06,127,"NH",33,"positiveIncrease",48
2020-05-06,127,"NJ",34,"positiveIncrease",1297
2020-05-06,127,"NM",35,"positiveIncrease",107
2020-05-06,127,"NV",32,"positiveIncrease",69
2020-05-06,127,"NY",36,"positiveIncrease",2786
2020-05-06,127,"OH",39,"positiveIncrease",607
2020-05-06,127,"OK",40,"positiveIncrease",74
2020-05-06,127,"OR",41,"positiveIncrease",77
2020-05-06,127,"PA",42,"positiveIncrease",888
2020-05-06,127,"RI",44,"positiveIncrease",342
2020-05-06,127,"SC",45,"positiveIncrease",179
2020-05-06,127,"SD",46,"positiveIncrease",58
2020-05-06,127,"TN",47,"positiveIncrease",248
2020-05-06,127,"TX",48,"positiveIncrease",1053
2020-05-06,127,"UT",49,"positiveIncrease",146
2020-05-06,127,"VA",51,"positiveIncrease",0
2020-05-06,127,"VI",78,"positiveIncrease",0
2020-05-06,127,"VT",50,"positiveIncrease",5
2020-05-06,127,"WA",53,"positiveIncrease",248
2020-05-06,127,"WI",55,"positiveIncrease",366
2020-05-06,127,"WV",54,"positiveIncrease",10
2020-05-06,127,"WY",56,"positiveIncrease",8
2020-05-07,128,"AK",2,"positiveIncrease",2
2020-05-07,128,"AL",1,"positiveIncrease",317
2020-05-07,128,"AR",5,"positiveIncrease",43
2020-05-07,128,"AZ",4,"positiveIncrease",238
2020-05-07,128,"CA",6,"positiveIncrease",1799
2020-05-07,128,"CO",8,"positiveIncrease",466
2020-05-07,128,"CT",9,"positiveIncrease",789
2020-05-07,128,"DC",11,"positiveIncrease",193
2020-05-07,128,"DE",10,"positiveIncrease",161
2020-05-07,128,"FL",12,"positiveIncrease",826
2020-05-07,128,"GA",13,"positiveIncrease",743
2020-05-07,128,"GU",66,"positiveIncrease",0
2020-05-07,128,"HI",15,"positiveIncrease",1
2020-05-07,128,"IA",19,"positiveIncrease",655
2020-05-07,128,"ID",16,"positiveIncrease",31
2020-05-07,128,"IL",17,"positiveIncrease",2641
2020-05-07,128,"IN",18,"positiveIncrease",633
2020-05-07,128,"KS",20,"positiveIncrease",410
2020-05-07,128,"KY",21,"positiveIncrease",112
2020-05-07,128,"LA",22,"positiveIncrease",253
2020-05-07,128,"MA",25,"positiveIncrease",1696
2020-05-07,128,"MD",24,"positiveIncrease",1211
2020-05-07,128,"ME",23,"positiveIncrease",76
2020-05-07,128,"MI",26,"positiveIncrease",600
2020-05-07,128,"MN",27,"positiveIncrease",818
2020-05-07,128,"MO",29,"positiveIncrease",239
2020-05-07,128,"MP",69,"positiveIncrease",0
2020-05-07,128,"MS",28,"positiveIncrease",262
2020-05-07,128,"MT",30,"positiveIncrease",0
2020-05-07,128,"NC",37,"positiveIncrease",639
2020-05-07,128,"ND",38,"positiveIncrease",48
2020-05-07,128,"NE",31,"positiveIncrease",333
2020-05-07,128,"NH",33,"positiveIncrease",104
2020-05-07,128,"NJ",34,"positiveIncrease",1745
2020-05-07,128,"NM",35,"positiveIncrease",153
2020-05-07,128,"NV",32,"positiveIncrease",103
2020-05-07,128,"NY",36,"positiveIncrease",3671
2020-05-07,128,"OH",39,"positiveIncrease",555
2020-05-07,128,"OK",40,"positiveIncrease",129
2020-05-07,128,"OR",41,"positiveIncrease",73
2020-05-07,128,"PA",42,"positiveIncrease",1070
2020-05-07,128,"RI",44,"positiveIncrease",271
2020-05-07,128,"SC",45,"positiveIncrease",0
2020-05-07,128,"SD",46,"positiveIncrease",126
2020-05-07,128,"TN",47,"positiveIncrease",158
2020-05-07,128,"TX",48,"positiveIncrease",968
2020-05-07,128,"UT",49,"positiveIncrease",129
2020-05-07,128,"VA",51,"positiveIncrease",1314
2020-05-07,128,"VI",78,"positiveIncrease",0
2020-05-07,128,"VT",50,"positiveIncrease",2
2020-05-07,128,"WA",53,"positiveIncrease",196
2020-05-07,128,"WI",55,"positiveIncrease",359
2020-05-07,128,"WV",54,"positiveIncrease",39
2020-05-07,128,"WY",56,"positiveIncrease",27
2020-05-08,129,"AK",2,"positiveIncrease",3
2020-05-08,129,"AL",1,"positiveIncrease",323
2020-05-08,129,"AR",5,"positiveIncrease",83
