Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1314.72	14.573	3.94465	15.3303	3.92806	5.04981	0.0103345	152.202	19.7034	5.38232	2.06564	0.248366	0.833479	0.680204	0.284784	23.3905	3.99	0.141411	0.23108	5.18968	12.4704	76.2864	0.703437	24.994	0.0686201	0.254579	0.198027	0.105333	0.329295	0.154817	0.0509545	23.3905	76.2864	0.703437	24.994	0.79843	0.0310368	0.00184647	0.000498221	0.00109302	0.000198107	0.000707656	0.154175	0.0105907	0.000992013	0.284784	0.837264	0.215528	0.0982438	0.307132	0.144397	0.00516274	12.0786	0.0426624	1.53255	1.22364	367.849	1e-15	0.00294551	0
1	2214.87	11.2903	4.07759	12.2946	2.0609	5.92614	0.00802485	145.054	19.8193	4.83822	1.79228	0.262638	0.342119	0.641747	0.272983	18.1214	2.69858	0.0780396	0.138477	9.11129	13.8839	80.5237	0.830907	52.6485	0.0885716	0.485225	0.168744	0.0453791	0.358062	0.199887	0.0559651	18.1214	80.5237	0.830907	52.6485	0.735241	0.0231829	0.00233325	0.000352104	0.00293971	0.00020717	0.000815255	0.223328	0.0094793	0.00106397	0.272983	0.903642	0.131746	0.0431733	0.340658	0.190171	0.00534369	9.7543	0.0505724	2.15692	1.58586	860.509	12.7186	0.0105007	0.00102199
2	891.916	9.64754	4.45657	16.7492	2.35561	5.38531	0.00731221	156.033	23.338	7.13663	1.93429	0.503409	0.558822	0.794988	0.275404	19.9606	3.20633	0.0908845	0.120912	7.38783	13.395	83.733	0.474164	25.3389	0.103653	0.424518	0.18569	0.0622502	0.410997	0.105988	0.0494079	19.9606	83.733	0.474164	25.3389	0.652296	0.0223685	0.00273668	0.000324377	0.00209132	0.000138222	0.000707461	0.30588	0.00975695	0.000914432	0.275404	0.88941	0.107187	0.0551838	0.364342	0.0939569	0.00480739	10.3674	0.0439438	1.94128	1.26629	832.996	11.0211	0.0106459	0.000879557
3	778.926	11.5666	4.342	12.8558	2.35679	6.02958	0.00986102	148.887	20.8773	5.16718	1.04018	0.419305	0.467051	0.703176	0.340654	21.9979	3.94397	0.333592	0.271361	7.15452	12.6541	81.9574	0.799021	24.6298	0.0864558	0.424306	0.165849	0.0635587	0.676014	0.285358	0.0560149	21.9979	81.9574	0.799021	24.6298	0.74431	0.0385326	0.00125423	0.000421059	0.00121067	0.000111795	0.000685716	0.200703	0.0104732	0.000927076	0.340654	0.698206	0.253284	0.0593246	0.63098	0.266349	0.00448099	11.1522	0.0391099	1.66333	1.23804	770.621	11.1067	0.0116318	0.000896052
4	747.386	17.7497	4.38831	8.6461	2.02919	5.88388	0.0104976	148.658	21.2337	5.31761	1.45571	0.332636	0.334195	0.775485	0.341714	20.1904	3.98621	0.364208	0.272864	9.80933	13.0436	81.4997	0.922715	30.0981	0.056339	0.492807	0.169956	0.0487368	0.532719	0.154231	0.0862608	20.1904	81.4997	0.922715	30.0981	0.752201	0.041312	0.00149783	0.000505866	0.00187347	0.000241967	0.000890319	0.18934	0.00974713	0.00102215	0.341714	0.676326	0.254109	0.045387	0.496104	0.14363	0.00518991	8.20622	0.0583404	1.80558	1.35816	1034.47	13.2097	0.0110125	0.000979061
5	1861.36	10.2992	4.08009	12.6735	2.70915	6.49189	0.00479037	161.581	28.2367	10.3543	2.63741	0.402415	0.381824	0.749107	0.365233	25.137	3.52296	0.289382	0.18219	6.55107	10.481	76.6332	0.691226	28.8581	0.0970949	0.369119	0.154038	0.027624	0.284031	0.0951286	0.0495909	25.137	76.6332	0.691226	28.8581	0.59373	0.0334174	0.00235276	0.000403458	0.00268814	0.000270963	0.000669373	0.352947	0.0107011	0.000757855	0.365233	0.747163	0.149015	0.022594	0.232313	0.0778068	0.00342108	10.1895	0.0370525	1.92632	1.14371	706.048	10.2223	0.0117609	0.00073648
6	975.873	13.0293	4.21663	9.83865	3.12543	6.01532	0.0120081	158.825	21.2999	6.30003	2.78668	0.156369	0.780815	0.787241	0.269117	22.7166	4.74814	0.16653	0.345221	6.72271	12.6137	75.3022	0.882176	37.0646	0.0767501	0.319956	0.166242	0.0975693	0.282501	0.0763486	0.0712478	22.7166	75.3022	0.882176	37.0646	0.840968	0.0206417	0.000964807	0.000420353	0.00090264	0.000314413	0.000730757	0.12425	0.00966911	0.000964474	0.269117	0.803652	0.308254	0.0871214	0.252251	0.068173	0.00426071	8.99139	0.0572584	1.52081	1.27895	848.223	10.9673	0.0109044	0.000933893
7	673.631	20.205	4.38889	13.1719	2.91885	5.57231	0.00727458	145.216	18.8043	7.68506	1.53841	0.3037	0.726398	0.678572	0.248202	23.1653	3.10819	0.07796	0.11296	3.76463	10.6246	74.9779	0.837428	59.5094	0.0494927	0.342601	0.179459	0.0641392	0.441087	0.208935	0.0597958	23.1653	74.9779	0.837428	59.5094	0.747501	0.0256587	0.00314833	0.000379385	0.00244456	0.00013043	0.000834316	0.206548	0.011093	0.000875209	0.248202	0.897055	0.108211	0.0614425	0.422542	0.200151	0.00444637	9.6595	0.0536402	2.11753	1.58285	1050.27	13.0324	0.0123028	0.00084513
8	2367.08	18.7409	4.05618	9.84727	3.33682	5.39156	0.00826119	151.055	22.0252	4.58418	2.70784	0.482687	0.401733	0.674447	0.264049	21.1746	3.56581	0.0141055	0.239963	7.68486	12.3726	77.0975	0.689102	41.7838	0.0533592	0.299687	0.185475	0.0591049	0.249072	0.120226	0.0763989	21.1746	77.0975	0.689102	41.7838	0.66899	0.0365432	0.00304298	0.000845435	0.00164437	0.000336715	0.000686996	0.27464	0.0103641	0.000898518	0.264049	0.981392	0.220075	0.0542063	0.228429	0.110262	0.00484037	7.59416	0.0749772	2.11417	1.41436	843.352	11.8127	0.011384	0.00086669
9	866.515	11.1599	4.49525	13.1826	2.78729	5.59604	0.0130588	157.232	21.1209	3.85043	1.5614	0.400677	0.861188	0.663765	0.269964	19.7576	3.61564	0.168817	0.198506	8.10511	13.7013	79.989	0.666539	34.6906	0.0896065	0.358771	0.178698	0.148458	0.425109	0.215342	0.0609357	19.7576	79.989	0.666539	34.6906	0.815841	0.0202665	0.0016907	0.000362874	0.00101658	0.000124732	0.000775864	0.147913	0.00984414	0.00101097	0.269964	0.801668	0.178958	0.133839	0.383247	0.194136	0.00510267	9.97345	0.0488502	1.66399	1.35755	845.863	12.071	0.010732	0.000971668
