Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	240.18	11.9887	3.93699	12.0801	5.1574	7.84026	0.00725984	91.3569	13.2081	4.13682	1.82125	0.222271	0.346339	0.722894	0.408951	17.5123	3.32083	0.189563	0.163001	2.86832	4.94289	37.8294	0.432527	21.6178	0.0834119	0.193896	0.127547	0.0605215	0.396922	0.152152	0.0415684	17.5123	37.8294	0.432527	21.6178	0.902639	0.0493406	0.00451398	0.000878753	0.00324638	0.000232518	0.00188896	0.026639	0.0089687	0.000177835	0.408951	0.844087	0.162969	0.0605095	0.396843	0.152121	0.00243756	8.02838	0.0350873	1.38602	1.25108	278.463	1e-15	0.00343378	0
1	1374.6	8.36734	3.33812	9.12528	4.0452	13.1395	0.00946148	68.3395	9.2173	4.91265	1.8459	0.400445	0.299608	0.667072	0.520201	16.3013	1.88431	0.0130773	0.382277	2.25281	9.19951	36.2987	0.84637	16.7055	0.119512	0.247207	0.0761064	0.0406827	0.36138	0.180361	0.0278405	16.3013	36.2987	0.84637	16.7055	0.851027	0.100743	0.00239492	0.00148209	0.00263561	0.00039349	0.00256813	0.026485	0.0084966	0.000176077	0.520201	0.99149	0.382277	0.0406827	0.36138	0.180361	0.00156293	8.45264	0.0276036	1.49826	1.27506	739.705	10.0348	0.0110025	0.000142389
2	218.795	11.5962	3.12418	15.1281	4.55583	7.47935	0.00604861	81.8883	11.3745	9.22198	2.01212	0.0616019	0.68051	0.724599	0.651085	18.712	5.14792	0.279958	0.252284	8.23794	3.53221	34.8901	0.493618	22.6044	0.0862351	0.219499	0.133701	0.0534697	0.360117	0.136871	0.0276114	18.712	34.8901	0.493618	22.6044	0.905476	0.0602162	0.00191901	0.000647455	0.00197577	0.000261801	0.0013376	0.0186739	0.00918335	0.000145312	0.651085	0.886801	0.252279	0.0534686	0.360109	0.136868	0.00207174	12.4552	0.0244858	1.24835	1.13035	569.702	7.95929	0.00984294	0.000135656
3	255.02	17.908	3.57181	12.201	5.36119	11.6802	0.00857435	78.0177	5.81704	4.11758	2.4236	0.0717277	0.434337	0.853321	0.723281	19.2451	5.84317	0.231306	0.115295	4.44154	2.65407	39.3992	0.468571	14.579	0.055841	0.186526	0.085615	0.0900113	0.352088	0.0605211	0.0250636	19.2451	39.3992	0.468571	14.579	0.930067	0.0401076	0.00266309	0.000347055	0.0023825	0.000139696	0.00248968	0.0117157	0.00963203	0.000152781	0.723281	0.927805	0.115295	0.0900113	0.352088	0.0605211	0.00135134	10.4068	0.0232541	1.31099	1.21931	745.221	9.63646	0.0113557	0.000143712
4	371.136	19.6443	3.25451	7.2741	5.14854	9.51213	0.00853113	69.7972	10.2212	9.47525	1.71829	0.204451	0.903369	0.612524	0.650457	18.0137	6.04078	0.209948	0.15377	4.53976	10.8955	32.2987	0.325795	67.4384	0.0509054	0.19423	0.105129	0.058398	0.356473	0.225501	0.0470358	18.0137	32.2987	0.325795	67.4384	0.917419	0.0424148	0.00351975	0.000639578	0.00295232	0.000164158	0.00178862	0.0215865	0.00814911	0.000180534	0.650457	0.913662	0.15377	0.0583978	0.356472	0.2255	0.00231236	5.55986	0.0429748	1.37688	1.26317	649.464	9.78001	0.00937276	0.000140497
5	1061.13	9.58993	2.94384	13.3381	3.65045	10.3832	0.00583238	67.137	5.27621	11.0479	1.57965	0.502911	0.323363	0.650837	0.727806	21.2387	4.35666	0.282898	0.368086	3.97035	7.64219	39.4053	0.928259	21.1938	0.104276	0.273939	0.0963094	0.0190495	0.412013	0.221038	0.0212564	21.2387	39.4053	0.928259	21.1938	0.724513	0.20157	0.00274243	0.00159745	0.00301337	0.00034013	0.00182824	0.0498073	0.00910613	0.000157581	0.727806	0.914039	0.368086	0.0190495	0.412013	0.221038	0.00166148	13.0776	0.0194291	1.53029	1.10872	589.912	8.40574	0.0108682	0.00013531
6	630.424	18.063	2.43773	10.0824	5.4784	9.04613	0.00989154	74.0553	6.77587	7.03018	2.39851	0.425942	0.674182	0.791918	0.875772	16.1299	3.99544	0.453809	0.20892	13.5117	6.89501	30.5795	0.800501	42.629	0.0553618	0.182535	0.110545	0.0759436	0.330171	0.0867547	0.0267275	16.1299	30.5795	0.800501	42.629	0.869797	0.0888422	0.00309928	0.000818502	0.00162244	0.000199419	0.00147952	0.0238024	0.00794113	0.000165592	0.875772	0.941579	0.20892	0.0759436	0.330171	0.0867547	0.00228896	9.83252	0.0251661	1.35682	1.18015	502.448	9.17995	0.00807559	0.000143471
7	102.211	12.1225	4.11413	18.3851	3.73304	8.08019	0.00933893	73.444	11.2407	4.35125	2.07145	0.257488	0.363573	0.808466	0.638396	16.6673	2.60425	0.327245	0.428023	5.38281	2.62071	28.0779	0.531352	24.7902	0.0824912	0.267878	0.123759	0.0675522	0.39029	0.0924637	0.0276943	16.6673	28.0779	0.531352	24.7902	0.89683	0.0782413	0.000867679	0.000649288	0.000850401	0.00026147	0.00115261	0.012721	0.00755656	0.000132407	0.638396	0.863409	0.428019	0.0675516	0.390286	0.0924629	0.00214564	15.2695	0.0239115	1.24504	1.11659	470.421	7.21891	0.00854262	0.000125921
8	321.987	14.6038	3.75224	11.7574	4.10034	11.0357	0.0117332	88.4933	11.2093	3.0996	1.57506	0.463804	0.641218	0.746368	0.616961	13.5932	5.41306	0.417812	0.181301	11.2755	5.81391	22.7403	0.59993	80.4246	0.0684753	0.243882	0.090615	0.154402	0.473866	0.16103	0.0289187	13.5932	22.7403	0.59993	80.4246	0.898727	0.0652689	0.0024019	0.000531868	0.00118845	0.0001064	0.00206842	0.0184349	0.0082314	0.000153958	0.616961	0.817273	0.181295	0.154397	0.473851	0.161025	0.00166257	9.95567	0.0236345	1.40759	1.26503	591.954	9.16853	0.00860206	0.000135164
9	521.059	19.4381	3.05325	11.6291	4.44919	11.6122	0.00764214	88.8029	9.33752	4.55623	2.82458	0.463233	0.538973	0.672847	0.670277	18.3616	4.15733	0.255033	0.158141	1.35954	3.75967	48.669	0.659081	53.1465	0.0514454	0.22476	0.0861163	0.0795935	0.238211	0.115824	0.0226101	18.3616	48.669	0.659081	53.1465	0.834372	0.115148	0.00375917	0.000706143	0.00245571	0.000228955	0.00229801	0.0281541	0.00853966	0.000132163	0.670277	0.903003	0.15814	0.0795932	0.23821	0.115823	0.00130806	10.3219	0.020417	1.52902	1.27577	739.222	8.35535	0.0107051	0.000121321
10	590.446	13.0836	2.82292	18.7498	3.28599	12.0385	0.0104833	73.1624	3.71095	8.83594	2.57292	0.528586	0.564725	0.797836	0.75641	19.4192	4.06963	0.183135	0.239516	3.79994	3.12578	41.1037	0.531699	31.63	0.0764316	0.304322	0.0830668	0.0509915	0.31009	0.0785738	0.0125063	19.4192	41.1037	0.531699	31.63	0.759092	0.191448	0.00201328	0.000634088	0.00201985	0.000229518	0.0018091	0.0305834	0.00761884	0.000170481	0.75641	0.950159	0.239516	0.0509915	0.31009	0.0785738	0.00185329	16.6109	0.011883	1.48307	1.12579	514.585	9.75147	0.00921436	0.000160199
11	515.514	10.655	2.92952	15.6352	5.89724	10.0128	0.0117619	71.9643	9.44493	4.05365	1.41256	0.369289	0.454607	0.755847	0.791592	20.1292	3.73243	0.383078	0.235495	5.91445	8.0697	23.1712	0.66549	18.1875	0.0938527	0.169571	0.0998722	0.0847664	0.53509	0.172844	0.0187127	20.1292	23.1712	0.66549	18.1875	0.87902	0.0842678	0.0027991	0.000862221	0.00151105	0.00012793	0.0016838	0.0194006	0.00829514	0.000190019	0.791592	0.914362	0.235495	0.0847663	0.53509	0.172844	0.00227117	14.5452	0.0171102	1.35345	1.18971	562.514	10.2105	0.00944281	0.000160983
12	514.425	14.9013	3.17838	15.647	3.2923	8.85049	0.00939191	65.6065	10.9051	8.60824	1.7198	0.376494	0.529409	0.823947	0.585716	18.7077	3.33251	0.292801	0.253284	9.57792	6.18678	33.6261	0.666769	19.3489	0.0671082	0.303739	0.112988	0.050673	0.479095	0.102368	0.0229513	18.7077	33.6261	0.666769	19.3489	0.80079	0.150297	0.00227517	0.000771728	0.0024489	0.000246779	0.00186606	0.0290828	0.00942099	0.000207292	0.585716	0.855024	0.253283	0.0506728	0.479093	0.102368	0.00246499	13.4869	0.0196239	1.41146	1.13028	683.931	12.6077	0.01038	0.000180157
13	170.024	19.9188	3.23581	9.59417	4.64854	8.90568	0.0106815	74.7525	2.05846	6.55683	2.5118	0.183278	0.743123	0.739145	0.702061	19.1659	4.72714	0.184554	0.257661	1.04673	7.55889	27.7484	0.783841	23.9723	0.0502038	0.215121	0.112288	0.0837715	0.294269	0.103852	0.0378712	19.1659	27.7484	0.783841	23.9723	0.89727	0.0721657	0.00233916	0.000811907	0.00189643	0.000341083	0.00189456	0.0140677	0.00816432	0.000175766	0.702061	0.936802	0.257661	0.0837715	0.294269	0.103852	0.00241352	8.97628	0.0354778	1.37065	1.22984	771.696	11.6009	0.0100596	0.000144032
14	286.695	12.2497	3.57183	14.8666	4.22105	7.17205	0.00714331	61.5311	8.47429	4.54854	2.79799	0.0796869	0.202047	0.651417	0.603321	17.8051	4.54806	0.357383	0.320966	3.17564	11.2238	31.6643	0.421987	33.2402	0.0816347	0.236908	0.13943	0.0289361	0.232816	0.124583	0.0334993	17.8051	31.6643	0.421987	33.2402	0.884988	0.0793782	0.00187311	0.000885382	0.0022182	0.000518177	0.00116048	0.0208412	0.00772368	0.000173888	0.603321	0.834779	0.320966	0.0289361	0.232816	0.124583	0.00312575	11.4579	0.0279645	1.31363	1.16255	548.097	8.95664	0.00885796	0.000136949
15	515.959	15.9105	2.81728	18.2458	3.4418	9.45945	0.00673114	81.0965	7.14733	7.70546	2.17537	0.152767	0.333443	0.62032	0.661483	16.0052	3.02566	0.343793	0.248617	2.92787	5.70931	47.3016	1.02028	21.4386	0.0628516	0.290546	0.105714	0.0268435	0.285156	0.174536	0.016323	16.0052	47.3016	1.02028	21.4386	0.736276	0.216157	0.0023829	0.000788451	0.00405864	0.000413593	0.0018469	0.0287643	0.00810988	0.000184476	0.661483	0.867552	0.248617	0.0268435	0.285156	0.174536	0.00237471	18.3711	0.0141611	1.53185	1.12786	672.756	12.0667	0.00982719	0.000160548
16	624.129	16.7316	2.38471	14.8633	5.30196	6.29059	0.0048017	73.307	2.39094	4.72137	2.50042	0.245977	0.240232	0.6448	0.755048	12.115	4.43452	0.441161	0.100245	2.13203	6.88472	62.0625	0.438297	21.59	0.0597671	0.188609	0.158968	0.0328086	0.257877	0.142056	0.0255052	12.115	62.0625	0.438297	21.59	0.830438	0.0945066	0.0074493	0.000829954	0.0050732	0.000283694	0.001321	0.0495688	0.00836923	0.00018855	0.755048	0.88342	0.100245	0.0328086	0.257877	0.142056	0.00357083	12.8183	0.0225318	1.42384	1.18241	704.725	12.3956	0.00952848	0.000158209
17	676.228	7.6334	2.59502	17.6088	2.457	6.41582	0.00683646	89.6021	10.4608	5.9288	1.0988	0.495277	0.432453	0.724549	0.510402	15.1416	3.65406	0.21061	0.165357	1.48914	8.23369	26.537	0.619286	47.5107	0.131003	0.407	0.155865	0.0528494	0.6594	0.250683	0.0229699	15.1416	26.537	0.619286	47.5107	0.84486	0.0839776	0.0030031	0.000594948	0.00275095	0.000132248	0.00131753	0.0508669	0.00831964	0.000183945	0.510402	0.867927	0.165354	0.0528484	0.659389	0.250679	0.00328561	14.3266	0.0199362	1.334	1.12704	691.743	11.1638	0.00960409	0.000150911
18	560.306	9.29502	2.98938	15.9325	3.76229	6.48112	0.00495503	66.4821	10.6383	9.67914	2.02452	0.543795	0.440345	0.734947	0.633781	14.7828	3.21397	0.430935	0.219501	4.69157	2.53755	35.437	0.537023	61.5688	0.107584	0.265796	0.154294	0.0334358	0.363023	0.130921	0.0289499	14.7828	35.437	0.537023	61.5688	0.773304	0.138541	0.0052501	0.00147649	0.00315783	0.000353666	0.00135308	0.0621246	0.00871297	0.0001474	0.633781	0.821578	0.2195	0.0334358	0.363022	0.130921	0.00258833	13.2311	0.0237846	1.46255	1.131	684.235	10.1297	0.00973529	0.000138712
19	541.394	8.87032	3.1109	17.971	3.38242	8.21196	0.00483451	74.2682	7.99488	6.90159	2.53581	0.422076	0.466007	0.642882	0.565866	14.1499	3.08417	0.305964	0.119482	7.94047	5.52295	34.8955	0.254196	27.8628	0.112736	0.295646	0.121774	0.0434085	0.253521	0.14083	0.0210798	14.1499	34.8955	0.254196	27.8628	0.868249	0.0661227	0.00360137	0.000488688	0.00343785	0.000204964	0.00144705	0.0445359	0.00820661	0.000132052	0.565866	0.840116	0.119482	0.0434085	0.253521	0.14083	0.00194058	12.1524	0.0177095	1.31981	1.14593	557.246	7.75889	0.00866698	0.000117212
20	642.072	20.0942	3.01566	14.3228	3.97471	6.09125	0.00579471	76.0377	4.98148	6.50235	2.50387	0.427397	0.0968665	0.648199	0.451654	19.7114	3.34574	0.182276	0.354829	12.1686	7.32233	23.6922	0.837214	25.0836	0.0497656	0.251591	0.16417	0.00965632	0.258879	0.140503	0.0345659	19.7114	23.6922	0.837214	25.0836	0.683414	0.238694	0.00295233	0.00162371	0.00241444	0.000584271	0.00101784	0.0573814	0.00897601	0.000201708	0.451654	0.865126	0.354829	0.00965632	0.258879	0.140503	0.00365827	13.0443	0.0299039	1.48419	1.01432	522.614	10.8037	0.00991882	0.000174917
21	857.817	10.8959	3.12281	8.52664	3.37887	15.3127	0.0078487	73.044	10.6209	8.64123	1.77712	0.330869	0.346126	0.681303	0.70661	18.616	5.33976	0.343271	0.27732	3.06698	6.54904	37.6052	0.874383	55.6873	0.0917776	0.295957	0.0653053	0.0272897	0.383375	0.179333	0.0239175	18.616	37.6052	0.874383	55.6873	0.845175	0.109934	0.00218345	0.000837865	0.00388113	0.00028624	0.00247807	0.0247203	0.00715037	0.000143974	0.70661	0.887621	0.277319	0.0272896	0.383373	0.179333	0.00130066	8.21239	0.0212297	1.54887	1.30907	632.519	8.47069	0.00945753	0.000124248
22	358.009	12.1083	3.37791	15.8513	3.01157	10.0669	0.00838232	84.2461	9.3136	8.69623	2.7159	0.489309	0.814525	0.670404	0.540114	16.8808	4.84217	0.265049	0.18532	8.20739	5.97	32.3561	0.55223	39.0892	0.082588	0.332053	0.0993354	0.0627928	0.246844	0.121358	0.0211684	16.8808	32.3561	0.55223	39.0892	0.782833	0.150379	0.00342536	0.000779183	0.00329753	0.000346936	0.00246904	0.0408339	0.00960648	0.00018935	0.540114	0.849367	0.18532	0.0627927	0.246843	0.121358	0.00193021	12.5872	0.0179797	1.48895	1.1656	806.912	12.8727	0.0106676	0.000162411
23	1970.95	17.5209	4.1026	11.9347	5.99876	18.1282	0.00548492	65.5625	11.3409	9.46019	1.61261	0.277377	0.140431	0.765583	0.478245	12.9551	3.82292	0.0552771	0.139746	8.4107	5.88417	48.6131	0.119355	15.7479	0.0570747	0.166701	0.0551627	0.0113646	0.474748	0.145365	0.0189624	12.9551	48.6131	0.119355	15.7479	0.788772	0.136324	0.00603731	0.000980733	0.00924511	0.000187456	0.00277174	0.0436696	0.00769592	0.000171251	0.478245	0.960046	0.139745	0.0113646	0.474745	0.145364	0.00121777	6.45093	0.0182048	1.60535	1.26625	553.04	9.3739	0.00980097	0.000152205
24	395.503	16.198	2.89698	9.55323	4.15467	7.87084	0.00649168	75.8943	7.13069	10.2475	2.22312	0.444667	0.522692	0.676565	0.714882	18.3182	4.74831	0.56798	0.270366	12.5142	4.98846	25.3927	0.605326	30.7465	0.061736	0.240693	0.127051	0.0345094	0.304331	0.145487	0.0385278	18.3182	25.3927	0.605326	30.7465	0.815947	0.122636	0.00319174	0.0011827	0.00247932	0.000344204	0.00134508	0.041147	0.00830077	0.000163343	0.714882	0.826434	0.270366	0.0345094	0.304331	0.145487	0.00248218	8.47822	0.0318407	1.3664	1.11491	537.392	9.45863	0.00881386	0.000147199
25	1250.64	15.0854	2.88338	7.96586	4.14552	12.5199	0.00664106	77.733	9.56708	6.65558	2.35092	0.504924	0.423581	0.747594	0.686868	19.2846	3.78821	0.477017	0.162449	2.0595	2.69911	45.1372	0.80733	42.1011	0.0662893	0.241224	0.0798728	0.0475791	0.318001	0.107365	0.0289113	19.2846	45.1372	0.80733	42.1011	0.825872	0.107777	0.00451951	0.000876589	0.00371013	0.000236869	0.0024824	0.0394277	0.00872009	0.00013755	0.686868	0.835961	0.162449	0.047579	0.318	0.107365	0.00124088	7.48527	0.0241687	1.54643	1.27715	740.266	8.79098	0.0109824	0.00012948
26	1277.13	14.3672	3.06986	7.69508	3.38338	17.2223	0.00634173	75.2241	6.43782	7.53259	1.12747	0.352894	0.152661	0.781068	0.601769	17.6238	3.64153	0.12209	0.208685	3.80175	5.47958	23.0349	0.50746	53.6229	0.069603	0.295562	0.0580643	0.0158297	0.692762	0.19418	0.023164	17.6238	23.0349	0.50746	53.6229	0.814924	0.12649	0.00292223	0.00077065	0.00625532	0.000163769	0.00278766	0.033495	0.00726563	0.000142188	0.601769	0.939876	0.208685	0.0158297	0.692762	0.19418	0.00112894	6.18573	0.0217713	1.58092	1.28833	623.673	8.62426	0.00983087	0.000125768
27	254.503	14.9704	2.9895	16.3638	4.57784	7.25467	0.00718446	74.632	8.32066	3.28202	2.03587	0.276001	0.523105	0.73587	0.76172	17.0702	4.56839	0.283134	0.227193	7.57614	6.66752	36.7298	0.622356	23.3517	0.0667985	0.218444	0.137842	0.117287	0.361452	0.129738	0.0251824	17.0702	36.7298	0.622356	23.3517	0.878247	0.0844071	0.00241742	0.000710682	0.00142034	0.000222647	0.00159216	0.0194231	0.0102638	0.000144151	0.76172	0.925832	0.227193	0.117287	0.361452	0.129738	0.00192194	14.8913	0.0233147	1.29863	1.14052	691.714	8.291	0.0108059	0.000124826
28	496.763	17.7446	3.9525	10.64	4.95346	9.12707	0.00550402	69.9814	3.55497	8.53189	1.72104	0.532192	0.534686	0.658511	0.508049	20.3304	4.29386	0.380693	0.170615	7.18125	7.97603	31.0321	0.493187	42.0049	0.0563552	0.201879	0.109564	0.0412683	0.382624	0.19842	0.0407004	20.3304	31.0321	0.493187	42.0049	0.688176	0.190406	0.00992309	0.00204131	0.00577593	0.000326874	0.00287331	0.0774612	0.0124499	0.000205601	0.508049	0.772752	0.170615	0.0412683	0.382624	0.19842	0.00180676	7.98716	0.0314513	1.65821	1.14114	1029.83	13.631	0.0138938	0.000166847
