Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	2702.53	9.26549	3.82744	16.7068	2.86454	5.74504	0.00513934	175.211	29.8731	10.5117	2.71843	0.340798	0.458608	0.760369	0.297238	23.3146	5.55546	0.276973	0.371408	8.3049	13.1821	54.6044	0.731093	55.9839	0.107927	0.349096	0.174063	0.0218681	0.184385	0.0881505	0.039877	23.3146	54.6044	0.731093	55.9839	0.746241	0.0399968	0.00120974	0.00042903	0.00206762	0.000688692	0.000594437	0.201613	0.00694791	0.000613398	0.297238	0.714602	0.268849	0.0158295	0.133469	0.063809	0.00376343	13.5496	0.0284961	1.48666	1.10941	618.821	1e-15	0.00528663	0
1	1211.16	7.52741	4.29483	11.0426	2.45929	6.07475	0.00450573	175.133	29.5858	6.42976	2.68215	0.0921696	0.365159	0.62704	0.374618	22.61	4.52864	0.602072	0.265664	6.63459	11.1996	60.2222	0.741907	55.1914	0.132848	0.406621	0.164616	0.0323286	0.212235	0.139053	0.0640245	22.61	60.2222	0.741907	55.1914	0.781375	0.0184399	0.00107987	0.000250949	0.00218046	0.000373921	0.000558578	0.18807	0.00724124	0.000610159	0.374618	0.553694	0.19294	0.0234788	0.154137	0.100988	0.00348546	9.26025	0.03545	1.40854	1.1006	700.655	9.84658	0.00809614	0.00059039
2	650.758	8.40799	3.8606	10.3565	4.0578	5.50772	0.00759581	173.037	33.6491	6.41651	1.25687	0.368449	0.972443	0.74301	0.307043	26.6088	5.38983	0.240927	0.255495	3.68898	10.7357	59.1222	0.547729	53.1494	0.118934	0.246439	0.181563	0.0711162	0.373347	0.204468	0.0676815	26.6088	59.1222	0.547729	53.1494	0.899261	0.00981774	0.00132483	0.000284247	0.00130987	0.000161154	0.000511692	0.0795056	0.00737555	0.000544522	0.307043	0.752406	0.182699	0.0508536	0.266972	0.146211	0.00476742	7.11073	0.050924	1.27336	1.14508	710.031	12.4186	0.00819747	0.000520971
3	183.477	9.4861	4.45982	19.9001	2.16707	5.57528	0.00910301	148.226	23.4852	5.6894	1.32499	0.138836	0.536035	0.764099	0.231452	21.4802	5.10227	0.0876252	0.190212	5.88363	9.61056	55.9034	0.35418	53.8506	0.105417	0.461453	0.179363	0.0619958	0.496619	0.17804	0.0401972	21.4802	55.9034	0.35418	53.8506	0.901389	0.0148381	0.000702936	0.000146646	0.00127569	0.000106296	0.000576329	0.0732238	0.00717908	0.00058925	0.231452	0.879652	0.174023	0.0567193	0.454351	0.162887	0.0051435	10.0228	0.0353595	1.23994	1.11767	759.659	15.4199	0.00794641	0.000563714
4	2629.34	8.81635	4.4552	7.69741	2.20275	7.0481	0.00438983	164.799	26.9634	7.10927	2.84172	0.313524	0.273861	0.702494	0.395285	21.208	4.82788	0.742725	0.171294	7.73632	13.1669	58.3292	0.736094	51.5356	0.113426	0.453978	0.141882	0.0185769	0.169702	0.104692	0.0821203	21.208	58.3292	0.736094	51.5356	0.732551	0.0162631	0.00124572	0.000197151	0.00341436	0.000383248	0.000628316	0.238288	0.0067068	0.000712766	0.395285	0.501898	0.13885	0.0150583	0.137559	0.0848627	0.00379526	6.469	0.041216	1.46301	1.07173	674.792	12.0866	0.00767556	0.000684135
5	3363.88	11.1204	3.65559	16.9217	2.00155	5.74158	0.00214702	169.717	31.7709	5.028	2.94296	0.511516	0.124581	0.686839	0.438542	24.2024	4.40517	0.538414	0.164281	7.74789	12.1002	40.2731	1.03098	61.2806	0.0899248	0.499613	0.174168	0.00831308	0.114004	0.10641	0.0376255	24.2024	40.2731	1.03098	61.2806	0.49757	0.0550383	0.00203244	0.000278701	0.0055756	0.000824492	0.000538887	0.430981	0.0070788	0.000581411	0.438542	0.641584	0.122606	0.0062042	0.0850834	0.0794158	0.00408915	17.216	0.0241399	2.02159	1.00588	696.982	11.5582	0.00794327	0.000556413
6	1075.84	13.4059	4.39203	15.7393	2.21318	7.8969	0.00964521	158.936	25.5279	6.75619	2.42528	0.287537	0.725292	0.731795	0.270179	22.4038	4.12111	0.289616	0.13962	7.09911	13.0308	59.5386	0.797498	71.0848	0.074594	0.451839	0.126632	0.055971	0.214976	0.110587	0.0353365	22.4038	59.5386	0.797498	71.0848	0.883409	0.0222824	0.000983714	0.000131297	0.00210923	0.000185591	0.000799064	0.0829863	0.00660136	0.000671352	0.270179	0.684537	0.119217	0.0477919	0.183562	0.0944271	0.00393477	12.2498	0.0241891	1.49628	1.32183	768.34	13.9074	0.0074495	0.00063737
7	892.532	8.30354	4.2996	12.5348	2.04313	5.41903	0.00706081	147.056	18.5074	4.28079	1.95987	0.458156	0.447003	0.73412	0.299636	20.379	4.47283	0.343896	0.0959943	6.46158	13.7075	54.6101	0.656001	63.9342	0.120431	0.489445	0.184535	0.0415363	0.202962	0.135662	0.0632979	20.379	54.6101	0.656001	63.9342	0.794664	0.0109456	0.00146841	0.000147555	0.00270787	0.000197163	0.000622647	0.182062	0.00629751	0.00102065	0.299636	0.660698	0.0917635	0.0397057	0.194016	0.129683	0.00624149	9.51486	0.0418208	1.61168	1.28074	811.686	15.6704	0.00733658	0.000979017
8	1171.74	12.4767	4.23875	12.3602	2.97308	5.06246	0.00452551	154.842	24.3119	7.30446	2.6997	0.534419	0.37037	0.708192	0.255833	23.4439	4.30973	0.151603	0.238374	3.33071	11.5746	51.5441	0.490173	55.3287	0.0801494	0.336352	0.197532	0.0167184	0.122132	0.108089	0.0677409	23.4439	51.5441	0.490173	55.3287	0.702613	0.026665	0.00171875	0.000449617	0.00255497	0.000686372	0.000492832	0.257168	0.00710123	0.000723854	0.255833	0.813288	0.210504	0.0147637	0.107853	0.0954518	0.00551638	7.67078	0.0550928	1.5716	1.10423	740.105	13.5148	0.00819631	0.00069585
9	1591.59	8.16671	4.49887	13.2896	4.68947	5.09939	0.00908461	137.075	18.9946	7.76935	2.55344	0.413839	0.787289	0.787868	0.340737	21.8494	4.29137	0.647137	0.146426	6.76311	12.7816	51.7559	0.841074	53.3054	0.122448	0.213244	0.196102	0.0467972	0.180861	0.0830769	0.0663855	21.8494	51.7559	0.841074	53.3054	0.871236	0.0152463	0.00197695	0.000324765	0.00158954	0.000246165	0.000501908	0.101681	0.00670081	0.000732816	0.340737	0.498209	0.14223	0.0454562	0.175678	0.0806964	0.00713197	11.8972	0.0330738	1.39726	1.21735	703.822	16.8334	0.0074872	0.000693959
