Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1876.72	8.36572	2.65566	13.7048	2.15434	6.03222	0.00836861	120.116	12.9231	8.79889	2.94335	0.409171	0.722832	0.365639	21.0355	3.02366	0.336857	0.140801	8.49144	9.35581	29.6575	0.50974	23.134	0.119535	0.464179	0.165776	0.0336135	0.245581	0.0941675	0.0321235	21.0355	29.6575	0.50974	23.134	0.958874	0.0060171	0.000214116	3.42211e-05	0.000539076	4.96348e-05	0.000184918	0.0321336	0.00217918	0.000194513	0.365639	0.712543	0.138305	0.0330177	0.241228	0.0924983	0.00591048	9.44258	0.0228894	0.936859	0.89833	53.4928	1e-15	0.000849006	0
1	3875.64	10.6467	3.60788	8.28197	4.35399	10.2003	0.010616	127.527	13.9976	7.18021	1.51394	0.28026	0.813543	0.314995	19.9163	5.82945	0.479363	0.143618	3.85776	9.90548	44.9925	0.55365	30.5893	0.0939258	0.229674	0.0980363	0.0317544	0.537368	0.12316	0.0427076	19.9163	44.9925	0.55365	30.5893	0.962709	0.00576634	0.00038821	6.08156e-05	0.000736244	2.22171e-05	0.000335197	0.0285433	0.0021015	0.00020513	0.314995	0.574785	0.137869	0.0304832	0.515855	0.11823	0.00340079	5.74974	0.0245477	0.946811	0.911503	154.302	5.02399	0.00255454	0.000193728
2	1564.94	13.5888	3.47786	12.7705	3.87656	5.61775	0.00878615	118.106	11.7387	11.1236	1.72842	0.331791	0.711862	0.318789	18.0214	4.49664	0.311082	0.309142	2.78542	7.70747	33.3573	0.468144	43.4068	0.07359	0.257961	0.178007	0.0212332	0.411857	0.166706	0.0484777	18.0214	33.3573	0.468144	43.4068	0.945082	0.0157619	0.000350362	0.000153374	0.000478255	7.01896e-05	0.000218705	0.035261	0.00278945	0.000185517	0.318789	0.700727	0.306038	0.02102	0.407722	0.165032	0.00553897	8.14367	0.0339696	0.96457	0.911597	174.031	5.64053	0.0031653	0.00017593
3	464.056	13.6548	3.72299	11.4575	3.29875	5.08647	0.0089003	111.226	10.5954	7.94844	2.22191	0.39482	0.766725	0.33175	19.1698	3.70405	0.380921	0.0937253	2.64355	8.37688	37.3894	0.377581	32.404	0.0732343	0.303145	0.1966	0.0380853	0.345075	0.104989	0.063883	19.1698	37.3894	0.377581	32.404	0.9641	0.00447903	0.000497379	5.11761e-05	0.000626487	3.41014e-05	0.000167598	0.0276194	0.00233186	0.000196817	0.33175	0.656851	0.0934237	0.0379627	0.343964	0.104651	0.00835408	6.69196	0.0419616	1.0853	1.04634	156.943	5.88065	0.00263396	0.000185422
4	241.978	16.0749	3.63567	9.06674	2.5546	5.41339	0.00923342	115.429	13.8421	9.8774	1.22402	0.240375	0.668274	0.449367	19.9793	3.90222	0.751818	0.343919	2.23217	7.56735	28.1262	0.691632	47.9522	0.0622088	0.391451	0.184727	0.016263	0.545967	0.271014	0.0740737	19.9793	28.1262	0.691632	47.9522	0.95545	0.0182911	0.000249457	0.000126782	0.000498476	6.20878e-05	0.000217584	0.0224045	0.00259466	0.000159904	0.449367	0.548049	0.338239	0.0159944	0.53695	0.266538	0.00632816	7.52723	0.040596	1.00745	0.962572	184.937	6.13584	0.00295428	0.000149424
5	355.905	11.5387	4.41385	12.6768	3.29501	5.72183	0.00659984	122.295	13.8759	7.38757	1.78895	0.29844	0.803082	0.357711	20.9403	3.28377	0.667817	0.0719775	3.22006	10.5839	40.8208	0.412422	35.5797	0.0866649	0.303489	0.174769	0.0324426	0.448912	0.110075	0.0608517	20.9403	40.8208	0.412422	35.5797	0.949455	0.00516102	0.000674113	5.03225e-05	0.000971521	2.78167e-05	0.000227072	0.0407382	0.00256035	0.000214091	0.357711	0.503317	0.0700295	0.0315645	0.436763	0.107096	0.00601053	7.89264	0.0306277	1.08952	1.03445	189.356	5.56226	0.00290381	0.000200115
6	557.955	14.6717	4.10786	14.6284	4.52559	5.32263	0.00750064	119.008	11.7595	6.30849	1.55838	0.426653	0.679776	0.350581	20.3815	3.78073	0.559673	0.115207	2.43639	8.62224	41.3424	0.684171	48.0131	0.0681584	0.220966	0.187877	0.0459743	0.436207	0.205485	0.0527585	20.3815	41.3424	0.684171	48.0131	0.955202	0.00965313	0.000847241	0.000108255	0.000725493	3.61093e-05	0.000225009	0.0305286	0.00261653	0.000182362	0.350581	0.556199	0.113949	0.0454723	0.431444	0.203242	0.0058082	11.6281	0.0293442	1.29563	1.23759	208.655	5.04411	0.00294595	0.000171919
7	833.61	10.0827	3.8029	10.2993	3.02603	7.96474	0.0120098	121.245	13.2661	8.79879	1.13449	0.542363	0.769796	0.2893	18.9243	3.8494	0.22688	0.0746193	8.25843	8.45565	47.4625	0.767983	50.8723	0.0991798	0.330466	0.125553	0.0474507	0.678539	0.202914	0.0463592	18.9243	47.4625	0.767983	50.8723	0.971415	0.00393144	0.000701268	5.49352e-05	0.00106703	1.98293e-05	0.000371833	0.0201656	0.00225764	0.000201984	0.2893	0.754728	0.0730274	0.0464384	0.664064	0.198585	0.00512024	8.01987	0.0349886	1.51235	1.46912	221.382	6.56619	0.0024861	0.000187869
8	135.838	15.08	4.21709	18.3596	2.10102	5.27445	0.00860148	118.769	13.0111	6.96554	2.99497	0.407294	0.753351	0.404482	19.3391	2.61601	0.787465	0.168554	3.91605	7.47727	30.04	0.483438	42.3519	0.066313	0.475959	0.189593	0.0440505	0.251539	0.0823544	0.0435484	19.3391	30.04	0.483438	42.3519	0.959343	0.0126051	0.000185882	3.67972e-05	0.000398063	5.4978e-05	0.000163934	0.0245917	0.00248421	0.000166511	0.404482	0.490283	0.165782	0.0433261	0.247402	0.0810002	0.00600731	12.7118	0.0213511	0.972075	0.932554	141.046	4.60731	0.00274587	0.000158926
9	3771.94	12.7524	4.02898	15.2469	4.26381	9.46923	0.00883423	125.175	13.349	9.97187	2.59819	0.251722	0.830396	0.332435	19.1706	2.63633	0.61038	0.268718	2.07704	8.39904	41.597	0.485042	44.7213	0.0784166	0.234532	0.105605	0.0209619	0.319606	0.0652778	0.0279061	19.1706	41.597	0.485042	44.7213	0.942987	0.0194439	0.000257	8.8976e-05	0.000560328	5.80615e-05	0.000302633	0.034493	0.00248783	0.000165194	0.332435	0.510575	0.2609	0.020352	0.310307	0.0633787	0.00285094	10.0055	0.0142481	0.836522	0.788829	133.429	4.21623	0.00293156	0.000157534
