"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",110.532,7.00235,2.03161,7.01229,2.00246,5.00137,0.00294465,89.7679,8.19648,2.10785,1.00012,0.200172,0.600004,0.138903,15.0673,2.01007,0.00798005,0.0500186,1.01969,1.66763,24.1239,0.306044,20.5046,4.00001,8.00002,-55.41142,-916.3746,-964.1338
"1st Qu.",645.32525,9.6980975,3.2349325,10.61155,3.1936275,5.453375,0.0081271425,117.069,12.045725,6.5742675,1.4074025,0.322274,0.66284625,0.30354375,19.0996,3.3756975,0.29693625,0.12729275,3.584585,7.98251,30.6002,0.5107485,35.049225,4.0089375,8.1283225,-48.75173,-898.8876,-946.7606
"Median",1094.285,12.5603,3.609255,13.21155,3.819345,5.97811,0.00972956,120.683,12.82795,8.13291,1.81102,0.4285735,0.7118465,0.3498695,19.96625,4.0861,0.4584525,0.1812685,4.90716,8.860965,34.53535,0.598509,41.812,4.021805,8.306255,-47.560255,-896.6747,-944.41505
"Mean",1391.51329353933,13.0060478979401,3.57711221754057,13.3000871036205,3.85500376092385,6.23215485799001,0.00992242605337079,120.288920037453,12.651833656367,8.05869379213483,1.86481337390762,0.438996256398252,0.722011367821473,0.349839390449438,19.7445363451935,4.08180582709114,0.465884220154494,0.196707207553059,5.18000414013733,8.78047411672909,34.9741551186018,0.593752438046192,41.1332447565543,4.03173515917603,8.46168935549313,-47.6468525967541,-897.104447487516,-944.751299781523
"3rd Qu.",1791.7275,16.104375,3.9637925,15.9565,4.4750125,6.7802275,0.01149315,123.949,13.45335,9.713245,2.27695,0.5402325,0.7721295,0.39622525,20.63395,4.783575,0.62346475,0.250157,6.499565,9.7056,38.88515,0.6827705,47.78625,4.04397,8.617945,-46.473355,-894.887425,-942.362975
"Max.",9591.7,20.9923,4.49968,19.996,6.97768,11.6247,0.0216364,136.703,13.9998,11.9993,2.99889,0.798948,0.949651,0.573097,21.1986,6.1283,0.983246,0.717452,13.6718,13.1361,58.0887,0.80798,56.2888,4.32326,12.3485,-42.27444,-890.038,-936.6905
"rhat.vec",1.01304052173213,0.999945409718883,1.01655015605263,1.00031669967083,1.00101460187918,1.00134207653106,1.00287124001396,1.00067792217106,1.00057412856827,1.00027809707614,0.999996897773321,1.0002348602373,1.00041862862189,1.01194543180961,1.00033217872431,1.0009005773175,1.01013670750328,1.00148684261218,1.00057824228983,1.00025906219921,1.00039660968379,1.00077348550541,1.00048721844956,1.00254304048624,1.00107175035956,1.00099535892374,1.00122968807144,1.00243473469915
