"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 1150.61 11.1965 2.57138 13.1133 5.04137 8.04914 0.0226136 100.704 10.5054 11.1779 2.71613 0.566588 0.786463 0.620945 15.9517 5.08183 0.32708 0.409325 6.52365 6.48171 37.3915 0.17027 23.9538 4.70577 9.07555 -46.9075 -701.0113 -747.9188
66300 176.041 11.8381 3.58312 19.3961 3.13532 6.99964 0.0171978 100.649 13.0813 8.07238 1.90984 0.455722 0.715446 0.55359 17.7384 4.46821 0.531983 0.317443 5.92884 7.3944 68.3612 0.108542 40.3755 4.82991 15.423 -45.25394 -698.3185 -743.5724
200000 231.669 11.1866 3.37971 14.9016 2.30384 9.00567 0.0259591 90.2479 8.91591 3.48046 2.9267 0.395693 0.644389 0.634621 14.4876 4.22178 0.664264 0.147512 13.4388 9.1669 67.2296 0.230075 35.7124 5.61078 9.68267 -47.70362 -702.839 -750.5426
161800 333.665 13.0319 3.06135 10.8486 3.45805 8.58594 0.0259299 90.245 9.21064 5.20894 1.56133 0.667129 0.642861 0.663949 14.0998 3.96167 0.354047 0.227809 12.6263 10.4193 34.7324 0.222934 50.3794 5.28567 11.365 -47.0682 -703.0343 -750.1025
170600 1210.97 10.5801 3.28872 15.8389 5.6381 5.07639 0.0131804 113.779 13.6475 11.7095 1.84857 0.791355 0.653634 0.458606 17.8926 4.40768 0.583464 0.134363 9.52146 11.1611 49.695 0.1036 36.1765 5.57771 8.51628 -48.87532 -695.85 -744.7254
168200 620.367 15.6228 3.88664 11.4576 5.89356 7.92783 0.0231175 98.2917 11.1125 6.64004 1.89332 0.559325 0.60172 0.358649 16.5241 4.30134 0.165074 0.21953 12.8677 8.9908 69.0248 0.27224 18.2345 5.79554 27.9524 -50.57132 -703.3214 -753.8927
67100 114.335 14.366 2.90992 7.56367 3.8816 5.12409 0.0219448 92.8729 9.58241 6.27525 2.33045 0.788189 0.687585 0.622651 17.3967 4.99124 0.169674 0.282761 6.59693 6.50005 69.6307 0.0976043 11.4794 4.47269 14.5518 -47.42387 -696.1361 -743.5599
106100 560.665 19.3133 2.94175 12.2094 4.42331 5.72009 0.0173272 103.472 11.4944 5.6782 1.1718 0.264676 0.681028 0.478021 17.2052 4.63714 0.146246 0.361321 8.86942 8.37159 56.9051 0.137071 34.0327 4.39613 25.122 -46.16449 -700.7907 -746.9551
168900 362.926 15.073 4.3454 9.13682 3.95588 8.38512 0.0244138 97.6219 12.531 7.95988 2.14135 0.480425 0.755859 0.506969 14.412 4.87889 0.782451 0.309154 13.3649 8.64606 40.5872 0.229327 22.3525 5.29349 12.1552 -48.82997 -702.2974 -751.1273
47000 656.245 10.2552 3.89969 11.3043 3.53918 5.0537 0.0133134 119.742 12.8547 9.39234 1.36176 0.246354 0.806404 0.423853 16.9265 4.45074 0.581313 0.380899 3.2233 10.3567 42.3298 0.166474 13.2374 4.14789 14.3705 -47.70742 -698.0216 -745.729
64700 466.545 11.3644 3.26707 7.30598 3.57099 6.06925 0.0134272 100.443 11.8815 8.52031 2.79013 0.226381 0.715367 0.522434 16.903 4.40661 0.523139 0.276789 7.24168 7.09519 66.8608 0.121647 47.6546 4.59474 11.0959 -44.68128 -698.0388 -742.7201
108800 1688.03 7.89146 2.98952 19.3086 3.51599 5.66029 0.0146693 112.741 13.7475 7.19384 2.95945 0.443414 0.699285 0.410991 14.0279 4.34491 0.187075 0.169012 13.4747 13.4102 68.5244 0.126051 48.5807 4.35074 8.74318 -49.45649 -704.9149 -754.3713
85300 327.641 14.6072 3.47427 16.1574 3.68601 5.65287 0.012306 103.992 11.6495 8.168 1.58853 0.433642 0.726668 0.551826 17.5188 4.47658 0.769659 0.200118 4.75784 9.66261 33.1982 0.106723 43.445 6.62656 12.2788 -43.62369 -702.3636 -745.9873
78100 225.717 14.3354 3.65446 19.0497 4.89934 6.25683 0.0190639 94.8352 10.9129 8.00777 2.40888 0.646214 0.608116 0.430865 17.9286 4.26407 0.108525 0.265687 8.43439 6.07108 61.5968 0.13065 37.9845 4.57905 19.8659 -45.48318 -700.5178 -746.001
177000 1415.65 12.4279 2.85184 16.2935 4.04517 5.39444 0.013752 111.523 12.7097 5.08059 2.11073 0.290101 0.606695 0.535578 15.7097 4.60685 0.547652 0.213059 6.6891 10.2935 44.6519 0.284208 39.3177 5.19125 9.17411 -46.44886 -698.7881 -745.2369
50600 508.275 14.9392 2.9242 19.2508 5.11082 5.81813 0.0174929 97.5394 11.1257 6.42046 1.566 0.500315 0.682003 0.57763 16.5294 4.52343 0.271027 0.30665 7.66272 8.08536 50.4784 0.110609 40.7997 4.14355 23.3621 -44.88454 -701.3815 -746.2661
121500 304.94 14.4367 4.20494 16.9806 3.16521 6.57958 0.0172805 106.072 12.9967 8.37478 2.02532 0.287406 0.725586 0.39297 17.1749 4.84411 0.459782 0.238116 13.6579 10.5097 57.3844 0.16776 31.8168 5.25182 14.6138 -47.05426 -701.2462 -748.3005
122100 1997.47 9.57552 2.23604 8.23595 3.10077 8.39997 0.0132705 98.1171 8.40121 11.1345 1.00654 0.293896 0.615464 0.625997 16.7696 4.51806 0.230233 0.294149 6.00654 5.85533 51.5584 0.143644 38.0518 4.4708 15.1677 -45.56763 -700.4442 -746.0118
128700 113.453 16.7205 4.04942 10.5588 4.41919 7.97544 0.0301719 92.9259 11.7067 3.92212 2.52655 0.694994 0.785813 0.666468 16.9145 4.94748 0.763517 0.209503 11.9514 8.60201 66.8365 0.153935 45.6725 6.02511 9.05128 -48.61933 -698.02 -746.6394
46800 120.159 15.5175 3.65085 13.2838 4.51655 6.44841 0.0277783 92.2619 13.2048 11.3853 2.5844 0.426727 0.828015 0.602791 16.3676 4.20389 0.357298 0.528355 4.62338 5.80166 45.3023 0.0744037 33.0773 6.18956 9.21269 -47.51508 -697.1499 -744.665
196700 196.093 20.6538 3.42077 13.9801 4.29485 7.09084 0.0243066 94.2071 12.6993 11.5246 2.83455 0.578664 0.703617 0.677013 14.3799 4.82083 0.504506 0.53585 3.32534 4.39195 34.3601 0.248247 29.2846 4.19081 11.1001 -48.52825 -698.0711 -746.5994
198800 168.917 20.8802 3.41262 17.7113 3.00281 5.79067 0.015886 96.3871 11.0136 9.18062 2.18547 0.654681 0.624919 0.616857 16.1761 4.57375 0.792275 0.245227 8.12155 9.21803 58.6625 0.133547 38.2479 6.22584 30.845 -46.05957 -699.9947 -746.0543
133600 4432.67 16.0157 2.44427 13.9499 5.95352 9.28801 0.0131015 96.1001 6.85907 10.9077 1.22748 0.31123 0.646714 0.667311 14.3207 4.45254 0.774014 0.222805 4.44965 5.71407 51.0642 0.136653 44.5888 5.71241 11.0583 -47.73693 -702.6456 -750.3825
88200 887.405 9.53003 2.87671 17.7612 5.18009 5.32094 0.0121514 98.4229 8.07478 7.55791 2.29191 0.459143 0.762811 0.571106 16.8578 4.12828 0.642115 0.121169 5.33774 7.84253 48.5019 0.133079 26.8249 4.13475 9.71061 -42.10804 -702.0958 -744.2039
108100 897.12 9.72364 2.92174 13.8508 3.17575 6.03963 0.013057 111.417 12.1877 9.28939 2.7938 0.568367 0.743761 0.501426 17.2931 3.92831 0.439171 0.13811 4.64573 7.75707 65.544 0.254335 49.8208 4.33444 10.303 -45.088 -704.6037 -749.6917
139400 54.9144 17.3123 4.08329 15.8693 3.76054 6.69275 0.0238714 94.903 12.0296 8.59949 1.23862 0.740691 0.605297 0.534097 17.4231 4.50421 0.217004 0.45202 6.67412 4.41461 59.7217 0.0995657 19.0379 4.65064 9.18947 -46.47453 -697.7437 -744.2183
113900 2038.19 13.428 2.67435 7.85796 4.99275 7.87464 0.0157808 95.8828 7.96586 11.9238 1.64262 0.283899 0.651929 0.559956 15.8023 4.48158 0.376821 0.293337 7.55512 6.4657 69.4758 0.182846 28.3221 4.52735 10.8313 -46.22669 -699.8908 -746.1175
133400 217.035 10.0694 3.11889 11.4648 2.25289 6.38375 0.018545 99.9086 12.0631 10.9717 2.74777 0.570275 0.788351 0.513318 16.9786 4.57757 0.349974 0.262869 8.83208 9.34022 39.9465 0.105959 13.3908 6.46175 8.65192 -46.61027 -697.8366 -744.4468
54200 887.527 8.29534 2.49577 12.4465 4.64459 6.98212 0.0200283 93.8633 9.54275 10.121 2.26899 0.359282 0.773761 0.707495 16.3045 4.03014 0.657435 0.345402 8.22034 5.67264 36.1813 0.18203 46.3767 5.57775 8.68226 -45.20415 -699.7751 -744.9792
178100 367.185 7.42324 2.85495 12.6086 6.17232 5.2183 0.0221414 93.3423 8.49741 9.68096 2.49866 0.510642 0.69105 0.663741 17.9563 4.57417 0.50516 0.458538 2.44054 5.17536 32.3923 0.171266 33.2198 4.30014 16.092 -47.05227 -697.297 -744.3493
108200 177.427 18.6614 3.29626 11.8235 4.78491 6.1449 0.0225231 99.5947 13.1006 5.67501 1.84416 0.621634 0.794177 0.598037 15.4496 4.71442 0.244547 0.399543 8.55249 5.73032 49.3695 0.177823 38.7968 4.55994 8.02412 -45.35318 -700.1573 -745.5105
156400 311.555 14.6013 3.41614 16.8086 4.32252 7.5362 0.0207059 92.735 7.33633 8.1714 2.2591 0.503893 0.628087 0.592342 14.8984 4.17294 0.310838 0.403273 2.91566 5.31163 45.1232 0.166483 29.5104 4.09057 8.88743 -42.25941 -700.808 -743.0674
46600 101.814 14.0527 3.96775 8.91113 5.47007 5.24959 0.0232461 89.747 9.14049 7.83885 2.70901 0.266473 0.689726 0.523523 16.0446 4.83764 0.187698 0.575121 3.89215 6.08566 36.7753 0.157984 48.3906 4.89476 11.4539 -46.57093 -695.7431 -742.3141
