Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1150.61	11.1965	2.57138	13.1133	5.04137	8.04914	0.0226136	100.704	10.5054	11.1779	2.71613	0.566588	0.786463	0.620945	15.9517	5.08183	0.32708	0.409325	6.52365	6.48171	37.3915	0.17027	23.9538	0.0893136	0.198359	0.124237	0.0398644	0.289553	0.0786181	0.0243615	15.9517	37.3915	0.17027	23.9538	0.921337	0.0250574	0.000260441	0.000179657	0.00041022	0.000107853	0.000506426	0.040216	0.0126984	0.000856882	0.620945	0.855681	0.408863	0.0398195	0.289226	0.0785295	0.00635014	8.98899	0.0208457	0.675184	0.622072	22.0152	1e-15	0.0078187	0
1	176.041	11.8381	3.58312	19.3961	3.13532	6.99964	0.0171978	100.649	13.0813	8.07238	1.90984	0.455722	0.715446	0.55359	17.7384	4.46821	0.531983	0.317443	5.92884	7.3944	68.3612	0.108542	40.3755	0.084473	0.318947	0.142864	0.0403901	0.37461	0.148994	0.0263919	17.7384	68.3612	0.108542	40.3755	0.908036	0.0327439	0.000263408	0.000121469	0.00055916	7.90158e-05	0.000444735	0.0443295	0.0128625	0.000809965	0.55359	0.730097	0.316091	0.0402181	0.373015	0.148359	0.00684038	11.3404	0.0192687	0.816263	0.741196	40.1803	2.74832	0.0139699	0.000784417
2	231.669	11.1866	3.37971	14.9016	2.30384	9.00567	0.0259591	90.2479	8.91591	3.48046	2.9267	0.395693	0.644389	0.634621	14.4876	4.22178	0.664264	0.147512	13.4388	9.1669	67.2296	0.230075	35.7124	0.0893927	0.434058	0.111041	0.0732605	0.220176	0.121506	0.0251843	14.4876	67.2296	0.230075	35.7124	0.955352	0.0101274	0.000184536	3.19262e-05	0.000483497	4.27341e-05	0.000467795	0.0223025	0.0105709	0.000764453	0.634621	0.739294	0.147497	0.0732529	0.220153	0.121493	0.0070661	10.5191	0.0186186	0.905966	0.865517	39.9807	2.90527	0.0112551	0.000730643
3	333.665	13.0319	3.06135	10.8486	3.45805	8.58594	0.0259299	90.245	9.21064	5.20894	1.56133	0.667129	0.642861	0.663949	14.0998	3.96167	0.354047	0.227809	12.6263	10.4193	34.7324	0.222934	50.3794	0.0767348	0.28918	0.116469	0.0823337	0.411739	0.22874	0.0328663	14.0998	34.7324	0.222934	50.3794	0.946987	0.0159352	0.00033579	9.90337e-05	0.000542834	4.6146e-05	0.000619091	0.0226379	0.0124472	0.000822309	0.663949	0.865022	0.227777	0.0823222	0.411682	0.228708	0.00685926	8.01566	0.0284301	0.885243	0.838314	54.0713	3.72595	0.0132467	0.000772916
4	1210.97	10.5801	3.28872	15.8389	5.6381	5.07639	0.0131804	113.779	13.6475	11.7095	1.84857	0.791355	0.653634	0.458606	17.8926	4.40768	0.583464	0.134363	9.52146	11.1611	49.695	0.1036	36.1765	0.0945171	0.177365	0.19699	0.0441741	0.353589	0.18737	0.0409022	17.8926	49.695	0.1036	36.1765	0.865546	0.00954458	0.000735068	0.000110492	0.000644612	3.94444e-05	0.000242986	0.113713	0.00988764	0.00125248	0.458606	0.634545	0.132503	0.0435626	0.348694	0.184776	0.011263	8.15219	0.0259543	0.763029	0.660436	38.3055	2.87401	0.0110624	0.00121466
5	620.367	15.6228	3.88664	11.4576	5.89356	7.92783	0.0231175	98.2917	11.1125	6.64004	1.89332	0.559325	0.60172	0.358649	16.5241	4.30134	0.165074	0.21953	12.8677	8.9908	69.0248	0.27224	18.2345	0.064009	0.169677	0.126138	0.050686	0.317812	0.210361	0.0427884	16.5241	69.0248	0.27224	18.2345	0.932949	0.0149966	0.000658852	0.000184598	0.000663798	6.01787e-05	0.000431638	0.0399239	0.0100668	0.000943265	0.358649	0.844282	0.219241	0.0506194	0.317394	0.210084	0.00877264	6.10977	0.0361255	0.974941	0.90957	41.2068	3.10821	0.0109803	0.000906749
6	114.335	14.366	2.90992	7.56367	3.8816	5.12409	0.0219448	92.8729	9.58241	6.27525	2.33045	0.788189	0.687585	0.622651	17.3967	4.99124	0.169674	0.282761	6.59693	6.50005	69.6307	0.0976043	11.4794	0.0696088	0.257626	0.195157	0.0863626	0.295044	0.134058	0.0750813	17.3967	69.6307	0.0976043	11.4794	0.94571	0.0105105	0.000397976	0.000156794	0.000397474	9.96053e-05	0.000349433	0.0287623	0.0129475	0.000830173	0.622651	0.92276	0.282688	0.0863402	0.294967	0.134023	0.0109129	4.9881	0.069282	0.880624	0.832815	49.0349	3.14681	0.0138822	0.000803348
7	560.665	19.3133	2.94175	12.2094	4.42331	5.72009	0.0173272	103.472	11.4944	5.6782	1.1718	0.264676	0.681028	0.478021	17.2052	4.63714	0.146246	0.361321	8.86942	8.37159	56.9051	0.137071	34.0327	0.0517778	0.226075	0.174822	0.0317445	0.581181	0.272207	0.042122	17.2052	56.9051	0.137071	34.0327	0.891039	0.0348554	0.000305933	0.000171806	0.000404928	4.7539e-05	0.000271745	0.0609538	0.0118039	0.000940021	0.478021	0.897678	0.360393	0.031663	0.579688	0.271508	0.00928658	6.70991	0.0378119	0.785904	0.700272	32.0232	2.41743	0.0128814	0.00091532
8	362.926	15.073	4.3454	9.13682	3.95588	8.38512	0.0244138	97.6219	12.531	7.95988	2.14135	0.480425	0.755859	0.506969	14.412	4.87889	0.782451	0.309154	13.3649	8.64606	40.5872	0.229327	22.3525	0.0663438	0.252788	0.119259	0.0456205	0.352982	0.114013	0.0567186	14.412	40.5872	0.229327	22.3525	0.931289	0.0211476	0.00031064	0.000138194	0.00057448	7.97246e-05	0.000543611	0.0343788	0.0111571	0.000894908	0.506969	0.587709	0.308339	0.0455002	0.352052	0.113712	0.00728515	5.66514	0.033334	0.792762	0.738291	46.6983	3.51182	0.0121721	0.000856371
9	656.245	10.2552	3.89969	11.3043	3.53918	5.0537	0.0133134	119.742	12.8547	9.39234	1.36176	0.246354	0.806404	0.423853	16.9265	4.45074	0.581313	0.380899	3.2233	10.3567	42.3298	0.166474	13.2374	0.0975115	0.282551	0.197875	0.0211514	0.592178	0.142166	0.0682617	16.9265	42.3298	0.166474	13.2374	0.792082	0.0132692	0.000203604	0.000120178	0.000370118	5.13994e-05	0.00025466	0.179399	0.0137643	0.00141536	0.423853	0.607149	0.374474	0.0207946	0.582189	0.139768	0.00756684	5.8756	0.041445	0.696597	0.551762	27.7806	2.40911	0.0154068	0.00138803
