"","Date","Output_Var","state","Data","Training","Prediction.2.5.","Prediction.25.","Prediction.50.","Prediction.75.","Prediction.97.5.","in.IQR","in.CI"
"1",2020-03-19,"deathIncrease","AL",0,"Training",1e-15,1e-15,0.1617175,0.35351,0.70970485,FALSE,FALSE
"2",2020-03-19,"positiveIncrease","AL",18,"Training",1.41569675,13.653575,18.5413,22.68,31.3313275,TRUE,TRUE
"3",2020-03-20,"deathIncrease","AL",0,"Training",1e-15,0.022998575,0.2870935,0.4621895,0.83100745,FALSE,FALSE
"4",2020-03-20,"positiveIncrease","AL",19.8571428571429,"Training",3.12949375,19.306825,24.16445,28.99265,37.656475,TRUE,TRUE
"5",2020-03-21,"deathIncrease","AL",0,"Training",1e-15,0.047515925,0.3522675,0.55414475,0.958777975,FALSE,FALSE
"6",2020-03-21,"positiveIncrease","AL",25.5714285714286,"Training",6.589117,25.056275,30.2696,35.328675,44.47191,TRUE,TRUE
"7",2020-03-22,"deathIncrease","AL",0,"Training",1e-15,0.2238325,0.4893825,0.69659475,1.15109025,FALSE,FALSE
"8",2020-03-22,"positiveIncrease","AL",33.8571428571429,"Training",10.17359,33.6408,38.2882,43.455675,54.7181725,TRUE,TRUE
"9",2020-03-23,"deathIncrease","AL",0.142857142857143,"Training",1e-15,0.3265375,0.6095075,0.833641,1.3193385,FALSE,TRUE
"10",2020-03-23,"positiveIncrease","AL",62.5714285714286,"Training",13.634255,41.491,46.7229,52.4156,65.1754575,FALSE,TRUE
"11",2020-03-24,"deathIncrease","AL",0.428571428571429,"Training",1e-15,0.54359625,0.786775,1.0133325,1.5316545,FALSE,TRUE
"12",2020-03-24,"positiveIncrease","AL",72.2857142857143,"Training",21.1093975,50.97595,57.1611,63.305675,79.20979,FALSE,TRUE
"13",2020-03-25,"deathIncrease","AL",0.428571428571429,"Training",1e-15,0.69948125,0.9693035,1.22051,1.780991,FALSE,TRUE
"14",2020-03-25,"positiveIncrease","AL",81.7142857142857,"Training",26.7890675,60.5444,67.9288,74.723075,93.8012875,FALSE,TRUE
"15",2020-03-26,"deathIncrease","AL",0.571428571428571,"Training",1e-15,0.92691875,1.20859,1.467035,2.064054,FALSE,TRUE
"16",2020-03-26,"positiveIncrease","AL",95.4285714285714,"Training",36.4700925,71.8037,79.7734,87.661325,107.4515,FALSE,TRUE
"17",2020-03-27,"deathIncrease","AL",0.857142857142857,"Training",1e-15,1.1578575,1.462155,1.75874,2.40508875,FALSE,TRUE
"18",2020-03-27,"positiveIncrease","AL",98.8571428571429,"Training",49.4442225,83.2251,91.67945,100.23675,122.470375,TRUE,TRUE
"19",2020-03-28,"deathIncrease","AL",1.85714285714286,"Training",1.01886325,1.485665,1.75032,2.093865,2.79995075,TRUE,TRUE
"20",2020-03-28,"positiveIncrease","AL",109.428571428571,"Training",82.18762,95.839975,104.656,114.88225,137.392275,TRUE,TRUE
"21",2020-03-29,"deathIncrease","AL",3.71428571428571,"Training",1.32819475,1.785735,2.09768,2.4698775,3.25913875,FALSE,FALSE
"22",2020-03-29,"positiveIncrease","AL",113.428571428571,"Training",92.2925675,108.186,117.155,128.124,149.375125,TRUE,TRUE
"23",2020-03-30,"deathIncrease","AL",4.42857142857143,"Training",1.63028175,2.14243,2.478395,2.859305,3.731151,FALSE,FALSE
"24",2020-03-30,"positiveIncrease","AL",103.857142857143,"Training",102.379275,120.04075,129.1395,140.691,164.5598,FALSE,TRUE
"25",2020-03-31,"deathIncrease","AL",4.57142857142857,"Training",1.97694075,2.533055,2.908155,3.3390425,4.2484955,FALSE,FALSE
"26",2020-03-31,"positiveIncrease","AL",120.714285714286,"Training",112.57465,131.61125,140.6375,153.54675,177.1138,FALSE,TRUE
"27",2020-04-01,"deathIncrease","AL",5.71428571428571,"Training",2.3029805,2.9572125,3.378485,3.87751,4.82048575,FALSE,FALSE
"28",2020-04-01,"positiveIncrease","AL",126.285714285714,"Training",121.3794,142.45175,152.4115,165.14075,189.658875,FALSE,TRUE
"29",2020-04-02,"deathIncrease","AL",5.85714285714286,"Training",2.68248125,3.3886475,3.857215,4.3864075,5.42911075,FALSE,FALSE
"30",2020-04-02,"positiveIncrease","AL",141.428571428571,"Training",130.59155,152.387,163.703,175.81825,200.430625,FALSE,TRUE
"31",2020-04-03,"deathIncrease","AL",6.28571428571429,"Training",3.077367,3.8653425,4.38017,4.9461475,6.1242095,FALSE,FALSE
"32",2020-04-03,"positiveIncrease","AL",158.428571428571,"Training",138.222825,161.409,173.2685,185.96875,210.320975,FALSE,TRUE
"33",2020-04-04,"deathIncrease","AL",6.14285714285714,"Training",3.51376925,4.33303,4.900865,5.544845,6.84718475,FALSE,TRUE
"34",2020-04-04,"positiveIncrease","AL",162.571428571429,"Training",145.770325,169.93,182.19,195.79125,219.8211,FALSE,TRUE
"35",2020-04-05,"deathIncrease","AL",5.71428571428571,"Training",3.9160075,4.8554425,5.420845,6.1014675,7.53057,TRUE,TRUE
"36",2020-04-05,"positiveIncrease","AL",184.571428571429,"Training",152.66485,177.15525,188.5705,203.54625,228.884625,TRUE,TRUE
"37",2020-04-06,"deathIncrease","AL",6,"Training",4.348416,5.348935,5.95334,6.68876,8.10228725,TRUE,TRUE
"38",2020-04-06,"positiveIncrease","AL",219.428571428571,"Training",157.250825,183.92475,194.8995,210.17325,236.97095,FALSE,TRUE
"39",2020-04-07,"deathIncrease","AL",6.42857142857143,"Training",4.7419105,5.8149325,6.489065,7.163415,8.646987,TRUE,TRUE
"40",2020-04-07,"positiveIncrease","AL",219.428571428571,"Training",162.14875,189.5225,201.1255,216.3445,244.88855,FALSE,TRUE
"41",2020-04-08,"deathIncrease","AL",6.85714285714286,"Training",5.1832655,6.26493,6.96404,7.6310325,9.2408515,TRUE,TRUE
"42",2020-04-08,"positiveIncrease","AL",230.142857142857,"Training",165.1434,193.345,206.4895,221.1645,250.75895,FALSE,TRUE
"43",2020-04-09,"deathIncrease","AL",6.85714285714286,"Training",5.5996595,6.677195,7.40158,8.1344775,9.87242825,TRUE,TRUE
"44",2020-04-09,"positiveIncrease","AL",247,"Training",168.985425,197.43675,209.881,224.69825,254.993725,FALSE,TRUE
"45",2020-04-10,"deathIncrease","AL",7,"Training",5.88732375,7.1174575,7.852465,8.62164,10.3886225,FALSE,TRUE
"46",2020-04-10,"positiveIncrease","AL",252.285714285714,"Training",171.18575,199.704,212.534,226.84475,258.966925,FALSE,TRUE
"47",2020-04-11,"deathIncrease","AL",7.71428571428571,"Training",6.25044025,7.5305475,8.256625,9.0720725,10.865415,TRUE,TRUE
"48",2020-04-11,"positiveIncrease","AL",251,"Training",172.77315,201.6625,215.121,228.20775,261.1322,FALSE,TRUE
"49",2020-04-12,"deathIncrease","AL",7.85714285714286,"Training",6.513367,7.8228375,8.633735,9.4672,11.348235,TRUE,TRUE
"50",2020-04-12,"positiveIncrease","AL",249.142857142857,"Training",174.492925,202.65325,217.337,229.57925,264.90635,FALSE,TRUE
"51",2020-04-13,"deathIncrease","AL",8.42857142857143,"Training",6.802136,8.10976,8.96798,9.805215,11.7181325,TRUE,TRUE
"52",2020-04-13,"positiveIncrease","AL",225.142857142857,"Training",175.91735,204.19525,217.518,230.568,263.997775,TRUE,TRUE
"53",2020-04-14,"deathIncrease","AL",9.14285714285714,"Training",6.9959145,8.32709,9.24751,10.197675,11.9954575,TRUE,TRUE
"54",2020-04-14,"positiveIncrease","AL",223.142857142857,"Training",175.7171,204.11725,218.015,230.6075,263.01385,TRUE,TRUE
"55",2020-04-15,"deathIncrease","AL",7.85714285714286,"Training",7.1642755,8.542755,9.48078,10.49965,12.3900025,FALSE,TRUE
"56",2020-04-15,"positiveIncrease","AL",209.142857142857,"Training",176.773075,204.31875,218.4655,230.35125,260.253375,TRUE,TRUE
"57",2020-04-16,"deathIncrease","AL",8.71428571428571,"Training",7.31505675,8.726,9.688025,10.773475,12.633745,FALSE,TRUE
"58",2020-04-16,"positiveIncrease","AL",187.428571428571,"Training",177.483475,203.322,216.995,229.597,257.334175,FALSE,TRUE
"59",2020-04-17,"deathIncrease","AL",9.71428571428571,"Training",7.4307175,8.8751575,9.86485,10.957375,12.9374225,TRUE,TRUE
"60",2020-04-17,"positiveIncrease","AL",184.428571428571,"Training",177.037175,203.0825,215.2145,227.941,256.6701,FALSE,TRUE
"61",2020-04-18,"deathIncrease","AL",9.57142857142857,"Training",7.540505,9.017265,10.00115,11.112425,13.2969675,TRUE,TRUE
"62",2020-04-18,"positiveIncrease","AL",193.571428571429,"Training",176.44865,201.54075,213.87,226.31375,252.657325,FALSE,TRUE
"63",2020-04-19,"deathIncrease","AL",10.4285714285714,"Training",7.643707,9.1363225,10.1225,11.267325,13.62452,TRUE,TRUE
"64",2020-04-19,"positiveIncrease","AL",193.142857142857,"Training",175.5982,199.392,212.8915,224.43375,251.033975,FALSE,TRUE
"65",2020-04-20,"deathIncrease","AL",9.14285714285714,"Training",7.695339,9.25153,10.2292,11.367325,13.930655,FALSE,TRUE
"66",2020-04-20,"positiveIncrease","AL",204.714285714286,"Training",174.821575,197.21525,210.6295,222.4425,248.013225,TRUE,TRUE
"67",2020-04-21,"deathIncrease","AL",7.57142857142857,"Training",7.6883085,9.3005425,10.2866,11.45905,14.1101725,FALSE,FALSE
"68",2020-04-21,"positiveIncrease","AL",186,"Training",172.900425,194.87175,207.889,221.22025,248.568175,FALSE,TRUE
"69",2020-04-22,"deathIncrease","AL",9.42857142857143,"Training",7.6495675,9.378565,10.2924,11.488725,14.3549775,TRUE,TRUE
"70",2020-04-22,"positiveIncrease","AL",211.714285714286,"Training",171.730725,192.158,205.044,219.02625,249.08965,TRUE,TRUE
"71",2020-04-23,"deathIncrease","AL",8.85714285714286,"Training",7.59711475,9.4046975,10.32015,11.535875,14.5922875,FALSE,TRUE
"72",2020-04-23,"positiveIncrease","AL",204.714285714286,"Training",167.1871,189.0555,202.6015,216.01425,249.46775,TRUE,TRUE
"73",2020-04-24,"deathIncrease","AL",7.85714285714286,"Training",7.471885,9.3542725,10.36755,11.5549,14.759135,FALSE,TRUE
"74",2020-04-24,"positiveIncrease","AL",210.571428571429,"Training",162.14025,185.7825,199.7425,213.881,249.308775,TRUE,TRUE
"75",2020-04-25,"deathIncrease","AL",9.28571428571429,"Training",7.3711505,9.311375,10.3205,11.58765,15.0055275,FALSE,TRUE
"76",2020-04-25,"positiveIncrease","AL",208,"Training",158.636,182.5355,197.5385,211.698,251.3985,TRUE,TRUE
"77",2020-04-26,"deathIncrease","AL",7.28571428571429,"Training",7.226366,9.2287375,10.28935,11.546725,15.1639225,FALSE,TRUE
"78",2020-04-26,"positiveIncrease","AL",196.714285714286,"Training",153.497275,179.66075,195.1485,209.87425,252.5587,TRUE,TRUE
"79",2020-04-27,"deathIncrease","AL",10.2857142857143,"Training",7.07650475,9.1369625,10.20545,11.5605,15.2665475,TRUE,TRUE
"80",2020-04-27,"positiveIncrease","AL",177.285714285714,"Training",147.35695,176.5825,191.7425,208.0455,252.4379,TRUE,TRUE
"81",2020-04-28,"deathIncrease","AL",11.7142857142857,"Training",6.961778,9.093025,10.16985,11.511225,15.4049375,FALSE,TRUE
"82",2020-04-28,"positiveIncrease","AL",189.428571428571,"Training",139.715475,173.63325,189.267,206.433,253.787625,TRUE,TRUE
"83",2020-04-29,"deathIncrease","AL",10.8571428571429,"Training",6.83234525,9.0388025,10.07375,11.508875,15.515775,TRUE,TRUE
"84",2020-04-29,"positiveIncrease","AL",185.285714285714,"Training",133.673275,170.566,186.5365,205.0385,254.33075,TRUE,TRUE
"85",2020-04-30,"deathIncrease","AL",10.5714285714286,"Training",6.70059575,8.8948175,10.0269,11.469525,15.4874475,TRUE,TRUE
"86",2020-04-30,"positiveIncrease","AL",207.857142857143,"Training",128.106125,166.5475,184.2065,204.256,256.510075,FALSE,TRUE
"87",2020-05-01,"deathIncrease","AL",10.5714285714286,"Validation",6.509821,8.8189025,9.91534,11.471325,15.486605,TRUE,TRUE
"88",2020-05-01,"positiveIncrease","AL",218,"Validation",121.66735,161.96925,180.6715,203.41825,260.89025,FALSE,TRUE
"89",2020-05-02,"deathIncrease","AL",10.1428571428571,"Validation",6.36391125,8.76355,9.82456,11.3787,15.54788,TRUE,TRUE
"90",2020-05-02,"positiveIncrease","AL",228.285714285714,"Validation",116.57905,157.5045,178.07,201.55875,263.440875,FALSE,TRUE
"91",2020-05-03,"deathIncrease","AL",13.5714285714286,"Validation",6.19251675,8.6328525,9.764425,11.321575,15.596475,FALSE,TRUE
"92",2020-05-03,"positiveIncrease","AL",248.428571428571,"Validation",109.31325,153.2105,175.382,200.815,271.38275,FALSE,TRUE
"93",2020-05-04,"deathIncrease","AL",11.4285714285714,"Validation",5.97462475,8.45808,9.6708,11.251875,15.70186,FALSE,TRUE
"94",2020-05-04,"positiveIncrease","AL",268.428571428571,"Validation",103.11805,149.11025,172.215,199.0725,274.970725,FALSE,TRUE
"95",2020-05-05,"deathIncrease","AL",13.7142857142857,"Validation",5.77443275,8.3233275,9.60862,11.1669,15.8767025,FALSE,TRUE
"96",2020-05-05,"positiveIncrease","AL",294.714285714286,"Validation",98.9623425,145.44025,170.0745,198.37075,281.613525,FALSE,FALSE
"97",2020-05-06,"deathIncrease","AL",14.2857142857143,"Validation",5.5560775,8.1683725,9.494375,11.08095,15.8634475,FALSE,TRUE
"98",2020-05-06,"positiveIncrease","AL",304.714285714286,"Validation",93.3055625,141.07725,167.9165,197.60875,292.2262,FALSE,FALSE
"99",2020-05-07,"deathIncrease","AL",14.7142857142857,"Validation",5.29726625,8.000445,9.37609,11.0089,15.81246,FALSE,TRUE
"100",2020-05-07,"positiveIncrease","AL",293.142857142857,"Validation",89.1965975,136.64375,164.706,197.177,307.1436,FALSE,TRUE
