".id","date","travelDistanceMetric","visitationMetric","encountersMetric"
"01","2020-05-11",-0.0470882322642152,-0.0255818618385409,0.518718089310199
"01","2020-05-10",-0.0580576755025787,-0.189799415758654,0.225550803760314
"01","2020-05-09",-0.0868189268557396,-0.199203962327424,1.38749417251991
"01","2020-05-08",-0.16973426412635,-0.359934432469502,0.853003803678129
"01","2020-05-07",-0.0784068565062211,-0.297400806935029,0.562171369839428
"01","2020-05-06",-0.068436190783891,-0.192694323022208,0.469784289897745
"01","2020-05-05",-0.0942341207681583,-0.241861854464238,0.341860577673618
"01","2020-05-04",-0.170236008184911,-0.315668342787738,-0.0316387343100357
"01","2020-05-03",-0.297051444498605,-0.44412059925801,-0.303740332964297
"01","2020-05-02",-0.210560060456254,-0.462059765411332,-0.511438898518324
"01","2020-05-01",-0.228589616303421,-0.458922301630566,-0.467872810902837
"01","2020-04-30",-0.201608652114644,-0.421452055389338,-0.578834574800971
"01","2020-04-29",-0.224269002924843,-0.432309817597017,-0.372246567914282
"01","2020-04-28",-0.170773841506062,-0.398827440871083,-0.321063712891319
"01","2020-04-27",-0.176032721415042,-0.380830320933982,-0.310052724679294
"01","2020-04-26",-0.344705198820583,-0.448246547292736,-0.403315646576821
"01","2020-04-25",-0.342911002502872,-0.496131977598187,-0.153588087928081
"01","2020-04-24",-0.318679702588924,-0.521281398004283,-0.0472718260322997
"01","2020-04-23",-0.362854768235759,-0.573220748747664,-0.395031728830242
"01","2020-04-22",-0.246935744010882,-0.533986429792907,-0.278953095173026
"01","2020-04-21",-0.190541086970076,-0.535143536821562,-0.342183788477093
"01","2020-04-20",-0.214017453663433,-0.520679786121927,-0.448465527928521
"01","2020-04-19",-0.492327298815786,-0.651605006214885,-0.678533092808961
"01","2020-04-18",-0.298982141687394,-0.565341155638108,-0.279418542492186
"01","2020-04-17",-0.288098153708145,-0.583757763420022,-0.272869919875722
"01","2020-04-16",-0.239291367921605,-0.562375211619555,-0.404144717207363
"01","2020-04-15",-0.21886663848878,-0.487985752130749,-0.409632177751691
"01","2020-04-14",-0.234813887591269,-0.511046086502552,-0.518251035930679
"01","2020-04-13",-0.258555026468911,-0.463207926549383,-0.541731371449801
"01","2020-04-12",-0.589676253976236,-0.772987130699667,-0.841839750022249
"01","2020-04-11",-0.408313413707167,-0.574003263986509,-0.375734757837903
"01","2020-04-10",-0.369286494183634,-0.593734938970703,-0.331310196610703
"01","2020-04-09",-0.288040694521522,-0.598848477217047,-0.516921431217706
"01","2020-04-08",-0.330137851264827,-0.574389008276225,-0.570958270216567
"01","2020-04-07",-0.285760468415022,-0.590257138307107,-0.6323592544152
"01","2020-04-06",-0.278122631620691,-0.56860891075149,-0.612554421922492
"01","2020-04-05",-0.475929457915235,-0.671137841360025,-0.741773460820874
"01","2020-04-04",-0.394696334340222,-0.607626147414946,-0.423268371701711
"01","2020-04-03",-0.317579533577321,-0.529711804543637,-0.228644700915956
"01","2020-04-02",-0.238181033227072,-0.537631531887579,-0.462629917592374
"01","2020-04-01",-0.214341886536457,-0.457338409510222,-0.485781733904658
"01","2020-03-31",-0.262356135248669,-0.505868806521614,-0.565472268309207
"01","2020-03-30",-0.238724835605287,-0.477203256688261,-0.555306793995957
"01","2020-03-29",-0.378716556226845,-0.554161154744969,-0.628414566794031
"01","2020-03-28",-0.339428019128616,-0.533972172558029,-0.383336390287007
"01","2020-03-27",-0.282099020588155,-0.529831157749512,-0.285929485534109
"01","2020-03-26",-0.190613308785613,-0.521122574499774,-0.447987308583414
"01","2020-03-25",-0.157815061442928,-0.452746272370028,-0.470260245341407
"01","2020-03-24",-0.215825153346769,-0.481421098767467,-0.489303349762158
"01","2020-03-23",-0.221285567868849,-0.478002374454711,-0.498471191860363
"01","2020-03-22",-0.364168908075621,-0.552608196836769,-0.610393441590506
"01","2020-03-21",-0.329140455227533,-0.637531688925806,-0.74250659855578
"01","2020-03-20",-0.255647497377576,-0.634355455253142,-0.501996952657864
"01","2020-03-19",-0.0988905048101073,-0.449424209142575,-0.250075430507352
"01","2020-03-18",-0.0534242174215482,-0.305450424294952,-0.17931207746337
"01","2020-03-17",-0.0428038551204769,-0.224535218419083,-0.0415846499924709
"01","2020-03-16",-0.0270428980318879,-0.125744706038696,0.159113167730445
"01","2020-03-15",-0.0704832318364804,-0.157985243442521,-0.051520394044121
"01","2020-03-14",-0.111936546306603,-0.167694830451838,0.501171636794008
"01","2020-03-13",-0.0563394619713982,0.0384052711635868,0.891545827149228
"01","2020-03-12",0.0389566887484671,0.114278270407975,0.784298491069563
"01","2020-03-11",0.0440093367938027,-0.117645365171531,0.933661631192285
"01","2020-03-10",0.0234961181533139,-0.0293072169682369,0.716554364341836
"01","2020-03-09",0.0268160445328187,-0.021502768403306,0.84252943582621
"01","2020-03-08",0.021131195310466,-0.00876425129026194,0.52043776759083
"01","2020-03-07",0.0493378918176249,0.0220341748014265,1.48236672804849
"01","2020-03-06",0.018751505074599,-0.0952396695838549,1.59933002189637
"01","2020-03-05",-0.0123685625785266,-0.147602620065991,1.05208404675479
"01","2020-03-04",-0.0402591575351045,-0.0767380069169657,0.905744723079555
"01","2020-03-03",-0.0132161646022263,-0.0301191488461244,1.09833987915657
"01","2020-03-02",-0.0254471449853046,-0.0488935943229149,0.926762393950919
"01","2020-03-01",0.0304441324844882,0.0212643973037052,0.571478676792518
"01","2020-02-29",0.0492526716459887,0.0671191626088072,1.77440356705041
"01","2020-02-28",0.0359713237014952,-0.0359858381656811,1.91140521377206
"01","2020-02-27",0.0508910331148146,-0.0494837567628877,1.39557193668388
"01","2020-02-26",0.0671078650888642,0.0305931922905016,1.2320544519045
"01","2020-02-25",0.0392733873727194,0.0451409544988249,1.32328655012669
"01","2020-02-24",-0.00518247590714155,-0.0452365239910447,0.96324097683222
"02","2020-06-15",-0.0465608375273262,0.415570753471851,-0.99757581898395
"02","2020-06-14",0.030528709802718,0.738366863060585,-0.997723613593359
"02","2020-06-13",0.0420020365879296,0.806778990449102,-0.99721992404428
"02","2020-06-12",-0.0792539881360223,0.511357007387806,-0.996885676968345
"02","2020-06-11",-0.152126627128383,0.334822514035183,-0.997282555989752
"02","2020-06-10",-0.173508344461516,0.260053759691602,-0.997650207253305
"02","2020-06-09",-0.217668240090703,0.33255976388078,-0.997666804507221
"02","2020-06-08",-0.149268509384828,0.299712252165267,-0.997679313641429
"02","2020-06-07",-0.120212239469099,0.420570880301318,-0.998047379488621
"02","2020-06-06",-0.117210293707734,0.380044493005145,-0.99765753991163
"02","2020-06-05",-0.149461895362786,0.322771501351848,-0.997065567187875
"02","2020-06-04",-0.2089750219601,0.189810105308416,-0.997596224265821
"02","2020-06-03",-0.196990499398023,0.454543128526591,-0.997307508687239
"02","2020-06-02",-0.228744622525393,0.295365856872409,-0.997675065700832
"02","2020-06-01",-0.206186570389684,0.374022699417709,-0.997551006927591
"02","2020-05-31",-0.22972397754264,0.40431901910575,-0.997776700713838
"02","2020-05-30",-0.0706624713204848,0.412555131478596,-0.997630862844687
"02","2020-05-29",-0.108658976706352,0.310628246180117,-0.996586107303457
"02","2020-05-28",-0.127723130428461,0.401610603400943,-0.997080372774476
"02","2020-05-27",-0.130795217188047,0.352378219369171,-0.996324687106978
"02","2020-05-26",-0.148981261961006,0.313369557117442,-0.997500179290046
"02","2020-05-25",-0.0129200691157176,0.406115368898016,-0.997940342587538
"02","2020-05-24",-0.0820091480697812,0.623354577616717,-0.997999752417303
"02","2020-05-23",0.0410827303495067,-0.050590205610442,-0.9973763435315
"02","2020-05-22",-0.0169446776659594,-0.0307764609911394,-0.996843225792794
"02","2020-05-21",-0.146595541868002,-0.0440408872249321,-0.997603462673586
"02","2020-05-20",-0.143292307228344,0.000222249084834541,-0.997675489279858
"02","2020-05-19",-0.190084148032146,-0.0107686272570476,-0.997717288528067
"02","2020-05-18",-0.134744121527401,-0.0341367016870608,-0.997800468332985
"02","2020-05-17",-0.0578607735223563,-0.022168474084273,-0.998045326836984
"02","2020-05-16",-0.0451258538113608,-0.0578607424178314,-0.997086350576332
"02","2020-05-15",-0.111954813601037,0.00977806427926315,-0.99683420896718
"02","2020-05-14",-0.252871285286847,-0.030655265165127,-0.997425615691748
"02","2020-05-13",-0.283819825506255,-0.0300061557699835,-0.997936013058678
"02","2020-05-12",-0.270487930210385,-0.0333118040604044,-0.998067780054702
"02","2020-05-11",-0.260503944003154,-0.0287051845711197,-0.997897333451354
"02","2020-05-10",-0.105522970950173,-0.0257409738971941,-0.997575232276594
"02","2020-05-09",-0.069839846493846,-0.0628670458360735,-0.996917790350715
"02","2020-05-08",-0.205793124374753,-0.0964804587718414,-0.997173782082342
"02","2020-05-07",-0.346090341513343,-0.150854575613616,-0.997647116371327
"02","2020-05-06",-0.282784150197695,-0.0619112198680076,-0.997606342663163
"02","2020-05-05",-0.262940322301847,-0.0949664095331461,-0.997673756779866
"02","2020-05-04",-0.268722038788285,-0.153603439772886,-0.997939007762468
"02","2020-05-03",-0.336889510247366,-0.310371892668629,-0.998548067954642
"02","2020-05-02",-0.161542528144573,-0.396078472577815,-0.999063275423502
"02","2020-05-01",-0.364559871660656,-0.326290679674509,-0.998926946751608
"02","2020-04-30",-0.398080144360767,-0.26676276941495,-0.999076065628045
"02","2020-04-29",-0.363298535879928,-0.288782825223887,-0.998659079570683
"02","2020-04-28",-0.365278919339923,-0.263706160493754,-0.998744252440869
"02","2020-04-27",-0.328892443981846,-0.332605099415604,-0.998746459348152
"02","2020-04-26",-0.377557911777124,-0.304769140819798,-0.998785093642626
"02","2020-04-25",-0.345887917837865,-0.38105547726131,-0.998400238867589
"02","2020-04-24",-0.456856598954201,-0.389297190173321,-0.998370046477719
"02","2020-04-23",-0.515613831155343,-0.405373655980167,-0.998747747202664
"02","2020-04-22",-0.482694391311633,-0.58041362626497,-0.998726585023423
"02","2020-04-21",-0.445823752868883,-0.583879828464328,-0.998825488691445
"02","2020-04-20",-0.434602113555827,-0.601581362038612,-0.999462173669058
"02","2020-04-19",-0.487361537070326,-0.582996872976264,-0.999456242791185
"02","2020-04-18",-0.339806547490219,-0.554577779658009,-0.999187558602691
"02","2020-04-17",-0.433153759480494,-0.55525098397971,-0.99922863635708
"02","2020-04-16",-0.477797655533726,-0.548598432259013,-0.999351257954537
"02","2020-04-15",-0.475762138808933,-0.506624340559816,-0.999296686937713
"02","2020-04-14",-0.489710848932588,-0.526816676590929,-0.999418403531918
"02","2020-04-13",-0.453189192015781,-0.420456778370019,-0.999474478132842
"02","2020-04-12",-0.597122366602533,-0.64455636574627,-0.999669418913436
"02","2020-04-11",-0.42667078074054,-0.460499569541507,-0.999231808790073
"02","2020-04-10",-0.494883963674977,-0.486485202179993,-0.999058422622589
"02","2020-04-09",-0.502851346538407,-0.485019158300662,-0.999433308075293
"02","2020-04-08",-0.509658475626271,-0.461061486546262,-0.999381939090303
"02","2020-04-07",-0.501597831560556,-0.477458589289772,-0.999585621061511
"02","2020-04-06",-0.503014079468443,-0.484388374959495,-0.999467591368464
"02","2020-04-05",-0.561103626247345,-0.59078846080341,-0.999561995558826
"02","2020-04-04",-0.502403032895073,-0.565503527386411,-0.999419135381081
"02","2020-04-03",-0.492916954099274,-0.457980639468704,-0.999363267635676
"02","2020-04-02",-0.548936098836383,-0.481250100503878,-0.999421933493538
"02","2020-04-01",-0.495306860054584,-0.421656106202162,-0.999441232150929
"02","2020-03-31",-0.456526431450765,-0.381474814982968,-0.999391235463024
"02","2020-03-30",-0.469403706283749,-0.469845247853973,-0.999479162790983
"02","2020-03-29",-0.558196008415565,-0.591284347224474,-0.999196649800716
"02","2020-03-28",-0.491048203816206,-0.503345900895092,-0.998830360621219
"02","2020-03-27",-0.487247333515639,-0.462574719240618,-0.998605734871611
"02","2020-03-26",-0.470882211994993,-0.434454407857277,-0.99876583969474
"02","2020-03-25",-0.453395104206609,-0.44914066977541,-0.998820469328481
"02","2020-03-24",-0.448698972265596,-0.394766741472983,-0.998722011448469
"02","2020-03-23",-0.443476939547519,-0.415234852259343,-0.998677943790707
"02","2020-03-22",-0.41353352786234,-0.445776477697164,-0.998897013085358
"02","2020-03-21",-0.410250122505058,-0.523526111990558,-0.999193464469156
"02","2020-03-20",-0.392833965904602,-0.509119147503293,-0.998630391129977
"02","2020-03-19",-0.388823573688068,-0.383487700003248,-0.998485961149709
"02","2020-03-18",-0.162511067754817,-0.276127340220115,-0.998321310972204
"02","2020-03-17",-0.146091470938829,-0.192452937408342,-0.998144936478654
"02","2020-03-16",-0.143017774245291,-0.10019091141693,-0.997785452120352
"02","2020-03-15",-0.130169549464855,-0.132940866806572,-0.998310241482267
"02","2020-03-14",-0.111261626016792,-0.151889670736462,-0.997807722817162
"02","2020-03-13",-0.103371281840136,-0.200928917754532,-0.99780325641105
"02","2020-03-12",-0.177199637264726,-0.153339376044037,-0.997956214631782
"02","2020-03-11",0.0671198805339651,-0.0776536047092704,-0.996786178062611
"02","2020-03-10",-0.058800948893868,-0.0300046263399966,-0.99738722524604
"02","2020-03-09",-0.0525251133036099,-0.035263127110743,-0.997741552024496
"02","2020-03-08",-0.028987871802888,-0.0247976849180393,-0.997875527548892
"02","2020-03-07",-0.0624868782129194,0.0558633164665261,-0.995803520169974
"02","2020-03-06",-0.0184335683527683,0.0825450596585372,-0.996272060381605
"02","2020-03-05",-0.0765033154936522,-0.0175916143084706,-0.996810980161717
"02","2020-03-04",-0.107242112947901,0.0500168595878015,-0.99669079975746
"02","2020-03-03",-0.00323194700743115,0.0171910436834554,-0.996803169824995
"02","2020-03-02",0.0149581183361095,-0.0225804713703855,-0.996831521794231
"02","2020-03-01",0.0184538723878965,0.0151543134039785,-0.997199005066714
"02","2020-02-29",0.0153412342210264,0.100138631022249,-0.995758564821494
"02","2020-02-28",0.0639651923914004,0.0649908846267193,-0.995608479011747
"02","2020-02-27",0.0697401076230086,0.0525161739632421,-0.996253583407644
"02","2020-02-26",0.0736447027483981,0.0294101695581236,-0.996641223544464
"02","2020-02-25",0.0237531790970413,0.0200716475971514,-0.996679372699052
"02","2020-02-24",0.0318514541562639,-0.0214004960436846,-0.996683227937607
"04","2020-06-15",-0.183891459562555,-0.300984245449498,-0.780179629456364
"04","2020-06-14",-0.167340860018181,-0.287260313285566,-0.756468108943319
"04","2020-06-13",-0.150676888252658,-0.278706941514856,-0.668411073222063
"04","2020-06-12",-0.176644676133332,-0.35223053661239,-0.716793005493977
"04","2020-06-11",-0.168717904603589,-0.359003979721427,-0.758772216859683
"04","2020-06-10",-0.164996930981667,-0.325426471705744,-0.791577012008118
"04","2020-06-09",-0.148237985801712,-0.248866241683394,-0.756995529225549
"04","2020-06-08",-0.174874596846952,-0.270235452934764,-0.760040023979555
"04","2020-06-07",-0.299682042926312,-0.349976043499348,-0.785828841221628
"04","2020-06-06",-0.244457219183857,-0.341370113878957,-0.707291013246587
"04","2020-06-05",-0.223420608322783,-0.371250562849857,-0.712944318207376
"04","2020-06-04",-0.212320410037585,-0.390103236579831,-0.764589129253376
"04","2020-06-03",-0.187809311857341,-0.271984887290639,-0.73630984331044
"04","2020-06-02",-0.210115238974079,-0.369616707316993,-0.797713915981396
"04","2020-06-01",-0.240499443944744,-0.295862247443123,-0.761042977271327
"04","2020-05-31",-0.3144649893287,-0.405484495103835,-0.795021074878244
"04","2020-05-30",-0.223524428920688,-0.3467876212086,-0.725066677919502
"04","2020-05-29",-0.234765249574487,-0.282548474094035,-0.656770102813434
"04","2020-05-28",-0.174369657635642,-0.304337744727794,-0.707484756984037
"04","2020-05-27",-0.144402892718384,-0.246347440254021,-0.723182185115774
"04","2020-05-26",-0.133089794172436,-0.249433802400147,-0.732227543582108
"04","2020-05-25",-0.135183722947781,-0.235978130035502,-0.732801271789266
"04","2020-05-24",-0.168299846517123,-0.256404957611554,-0.713362317571424
"04","2020-05-23",-0.0976437356316926,-0.279802091630439,-0.62604698929093
"04","2020-05-22",-0.086601258169952,-0.308768438326176,-0.626783069773139
"04","2020-05-21",-0.108714780308296,-0.335223761999457,-0.717251531783875
"04","2020-05-20",-0.144288483218839,-0.28138479130527,-0.731165967206583
"04","2020-05-19",-0.183273222459376,-0.282989663218215,-0.735130013456764
"04","2020-05-18",-0.251478366947609,-0.348664301855096,-0.770398670307948
"04","2020-05-17",-0.218748879222881,-0.370261167834923,-0.767004309742822
"04","2020-05-16",-0.183542435805294,-0.366176740544201,-0.669089205548817
"04","2020-05-15",-0.198410635373501,-0.378681218036781,-0.656478103466112
"04","2020-05-14",-0.217909065835044,-0.408547729303767,-0.734097594253978
"04","2020-05-13",-0.249360514714915,-0.408142476021834,-0.786576131948741
"04","2020-05-12",-0.255890312690762,-0.417358613025427,-0.80128354712719
"04","2020-05-11",-0.263468710247373,-0.393310967898807,-0.773699596690464
"04","2020-05-10",-0.275245140133009,-0.444422721181274,-0.758526007318081
"04","2020-05-09",-0.229769666753159,-0.449781772956337,-0.626553083568588
"04","2020-05-08",-0.247932849417272,-0.494155533356806,-0.695742230541887
"04","2020-05-07",-0.289637993917795,-0.519314793624885,-0.760835659228598
"04","2020-05-06",-0.28235079141872,-0.469442528528373,-0.766592977467636
"04","2020-05-05",-0.265318401534825,-0.475388687732947,-0.779116278029766
"04","2020-05-04",-0.338934455552718,-0.535731461146867,-0.817671896178184
"04","2020-05-03",-0.415338510629954,-0.608206566874059,-0.852016900361353
"04","2020-05-02",-0.353740667639976,-0.614719644981803,-0.895754192893803
"04","2020-05-01",-0.357722565771236,-0.56453447669809,-0.895974796163763
"04","2020-04-30",-0.36881638942782,-0.49910836322911,-0.903010904417398
"04","2020-04-29",-0.319552446506135,-0.53442841269723,-0.852969004025628
"04","2020-04-28",-0.319614766718922,-0.526513898815283,-0.852436260506426
"04","2020-04-27",-0.354383453146615,-0.54000033822179,-0.852415262294237
"04","2020-04-26",-0.450571135437585,-0.571787265169563,-0.844270188094124
"04","2020-04-25",-0.40462268726576,-0.561007708341853,-0.791523224662229
"04","2020-04-24",-0.413035817740016,-0.593671978701241,-0.800955494478156
"04","2020-04-23",-0.40014443229991,-0.601306394166832,-0.837515808410537
"04","2020-04-22",-0.375606198078341,-0.666791514555782,-0.832655191747616
"04","2020-04-21",-0.331783298922109,-0.67487812819768,-0.858834589645415
"04","2020-04-20",-0.369649851407781,-0.683759199776145,-0.911905715210208
"04","2020-04-19",-0.395317061048184,-0.660176130570007,-0.904758560638977
"04","2020-04-18",-0.330933075040742,-0.642634629752265,-0.864748308608043
"04","2020-04-17",-0.340870205351216,-0.664637859002719,-0.873931897560437
"04","2020-04-16",-0.353972831453698,-0.668705865085972,-0.893965068071399
"04","2020-04-15",-0.333262100177915,-0.619150617443524,-0.893019646406049
"04","2020-04-14",-0.332021245066015,-0.633920966267032,-0.908751921639195
"04","2020-04-13",-0.388001499342055,-0.58670798638769,-0.916288822404135
"04","2020-04-12",-0.488677673224919,-0.746148891769782,-0.940475203566317
"04","2020-04-11",-0.438478915607298,-0.615576755292703,-0.869859721717654
"04","2020-04-10",-0.398863450455651,-0.639502624011288,-0.880251122665504
"04","2020-04-09",-0.385658410655905,-0.64576490102978,-0.903164463278996
"04","2020-04-08",-0.407716171337328,-0.6235713942829,-0.9037837073478
"04","2020-04-07",-0.351565230896015,-0.632644545806294,-0.923868739398383
"04","2020-04-06",-0.372555491533568,-0.626561095867228,-0.916587048885694
"04","2020-04-05",-0.499806846965188,-0.682961013152118,-0.920716796161605
"04","2020-04-04",-0.407709512360026,-0.65053308170568,-0.893949419311794
"04","2020-04-03",-0.387416580685141,-0.603083693084985,-0.888277753549305
"04","2020-04-02",-0.375133626171422,-0.624930176472783,-0.910554193729128
"04","2020-04-01",-0.353143289550954,-0.586455015598669,-0.917112569522197
"04","2020-03-31",-0.301068128941765,-0.526455770297716,-0.895552232332526
"04","2020-03-30",-0.339266892407366,-0.517478291889279,-0.887592657738556
"04","2020-03-29",-0.431262513382907,-0.599598446603176,-0.873486669991075
"04","2020-03-28",-0.352255432348929,-0.581073835911361,-0.829659621621958
"04","2020-03-27",-0.360906166429944,-0.586286890946583,-0.824825196542412
"04","2020-03-26",-0.33311842874922,-0.581700119166364,-0.84487679831543
"04","2020-03-25",-0.285169251535695,-0.52975636783408,-0.848176756625449
"04","2020-03-24",-0.258373039127065,-0.506854820257406,-0.838405095025812
"04","2020-03-23",-0.296326339107805,-0.513355143049229,-0.833411396485095
"04","2020-03-22",-0.357960530338596,-0.571894466293567,-0.860034984838096
"04","2020-03-21",-0.289749445390703,-0.597991472482235,-0.89778448056905
"04","2020-03-20",-0.253298888789109,-0.603252779455694,-0.835015327190446
"04","2020-03-19",-0.205887578437242,-0.487495627775234,-0.791659959411555
"04","2020-03-18",-0.156620113311285,-0.376576245750558,-0.770346208759539
"04","2020-03-17",-0.0275061682424618,-0.219772513885098,-0.722298714639652
"04","2020-03-16",-0.0478512388382876,-0.1315655375399,-0.67490697452052
"04","2020-03-15",-0.0613545712249403,-0.13965240400824,-0.711803520536889
"04","2020-03-14",-0.0931427026578586,-0.187739814119762,-0.655127811026135
"04","2020-03-13",-0.0568973593335331,-0.0421544194191536,-0.630108032990381
"04","2020-03-12",-0.086216584177003,-0.0106996230213442,-0.66149838830866
"04","2020-03-11",0.012818084276386,-0.170382273007615,-0.509938072552549
"04","2020-03-10",0.0296019794896582,-0.0699490905413692,-0.575650594678066
"04","2020-03-09",0.0319901838378659,-0.0413420613669982,-0.573894734185869
"04","2020-03-08",0.0265564937595346,-0.0301897799295351,-0.552884722719442
"04","2020-03-07",0.0748590472195664,0.00290378747827934,-0.417925806072934
"04","2020-03-06",0.0528271459907972,-0.0899046430736357,-0.368025298261179
"04","2020-03-05",0.005668927397629,-0.115466395610758,-0.409662487024326
"04","2020-03-04",-0.000943152271783454,-0.0257603704115467,-0.457636183236655
"04","2020-03-03",-0.00749983351275807,-0.0329585570888239,-0.458756394541414
"04","2020-03-02",-0.0224891096497139,-0.0589434099361143,-0.464476153735435
"04","2020-03-01",-0.0167551177802167,0.010639140138975,-0.540021374229155
"04","2020-02-29",0.0510718455063792,0.074275922979145,-0.304237420749221
"04","2020-02-28",0.0370206011183484,0.0195523862590983,-0.283951784502647
"04","2020-02-27",0.0208741003145537,-0.0302285685661611,-0.396855600554666
"04","2020-02-26",0.0449671789710607,0.0204423705629305,-0.406071791443915
"04","2020-02-25",0.0359919441972608,0.0149329946990715,-0.411991274501945
"04","2020-02-24",0.0270540501505352,-0.0447185926066214,-0.459750920665928
"05","2020-06-15",-0.0270067811928254,-0.0354738364916839,-0.437770658298369
"05","2020-06-14",0.034951091812821,-0.0210166098760653,-0.473310376387063
"05","2020-06-13",0.00819686411286376,-0.0872082533700383,-0.254044097302067
"05","2020-06-12",-0.0179410376610078,-0.141932979339547,-0.235907098925535
"05","2020-06-11",-0.0209945930292844,-0.146292885125514,-0.384232440350009
"05","2020-06-10",-0.0149983340554252,-0.0885842293180266,-0.483320376403925
"05","2020-06-09",-0.048700833706833,-0.0356087895237647,-0.417256846664664
"05","2020-06-08",-0.0908114206336706,-0.139170732129961,-0.52916049462549
"05","2020-06-07",-0.0889624213302937,-0.0909910555171212,-0.56492438583541
"05","2020-06-06",-0.0610964003440641,-0.133961565377934,-0.337303518797565
"05","2020-06-05",-0.068804641917011,-0.179477714888911,-0.280037404337373
"05","2020-06-04",-0.0561797049596157,-0.177916814311241,-0.411442011400595
"05","2020-06-03",-0.0196349046740407,0.0123238832908652,-0.352669495614649
"05","2020-06-02",-0.0701684648903978,-0.14455294535423,-0.542124428854054
"05","2020-06-01",-0.0573370033606055,0.00713324695160708,-0.377641540341532
"05","2020-05-31",-0.132143830140061,-0.210504243689806,-0.649524903975243
"05","2020-05-30",-0.0613180307771607,-0.201599114079246,-0.446641133516126
"05","2020-05-29",-0.136883646506253,-0.153271446972894,-0.203645841116638
"05","2020-05-28",-0.0753801124715845,-0.118087603419902,-0.31978779007249
"05","2020-05-27",-0.0502620345678859,-0.0201932933000755,-0.359630748441809
"05","2020-05-26",-0.086793440056575,-0.0620607782589086,-0.434117656540677
"05","2020-05-25",-0.0645800391437403,-0.0915662169066617,-0.476422681013256
"05","2020-05-24",-0.0742464322181318,-0.0412237167889126,-0.46664832577389
"05","2020-05-23",-0.0424916006848111,-0.126756193128394,-0.224036589333981
"05","2020-05-22",-0.0278634536799014,-0.155915844433725,-0.13730584505314
"05","2020-05-21",0.00546620481001204,-0.15799254103007,-0.349720340024813
"05","2020-05-20",-0.0105595059259086,-0.0551415723186059,-0.393442782977482
"05","2020-05-19",-0.0621018271274305,-0.0429376979712168,-0.387508497680282
"05","2020-05-18",-0.113029568806861,-0.087201076994756,-0.45737828582355
"05","2020-05-17",-0.148302363696946,-0.154291516140251,-0.544507994986295
"05","2020-05-16",-0.197191080800255,-0.189243303509355,-0.297885173660607
"05","2020-05-15",-0.159744089481355,-0.209741420538548,-0.221709307811225
"05","2020-05-14",-0.0875505966539942,-0.184779442439275,-0.359493694608891
"05","2020-05-13",-0.119181217287523,-0.148356941670178,-0.505151926525711
"05","2020-05-12",-0.174329517481064,-0.203840751922202,-0.566837244047848
"05","2020-05-11",-0.118382146959832,-0.0809209245481997,-0.422564273910573
