Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	367.027	8.90504	4.4108	7.22728	4.3319	5.35265	0.00861895	101.106	12.3762	11.1907	2.6086	0.50214	0.789307	0.299584	17.1668	4.51802	0.167741	0.0691523	3.77881	8.92707	43.1465	0.471776	40.4347	0.112296	0.230846	0.186823	0.0354171	0.302579	0.0807686	0.114018	17.1668	43.1465	0.471776	40.4347	0.932336	0.0103007	0.00860565	0.000636258	0.00689745	0.000328028	0.00130551	0.03417	0.00519549	0.000275	0.299584	0.816941	0.0689281	0.0353023	0.301598	0.0805067	0.00831034	4.55336	0.093146	1.77779	1.6575	720.103	1e-15	0.0017932	0
1	700.307	7.78603	3.94753	16.2073	5.00094	5.28307	0.00901573	101.534	13.5585	11.5178	2.74329	0.456061	0.640881	0.322769	18.09	5.58437	0.131621	0.122508	3.20224	12.0358	46.2872	0.477891	29.7541	0.128435	0.199962	0.189284	0.0253764	0.233618	0.130908	0.0461029	18.09	46.2872	0.477891	29.7541	0.898351	0.0387974	0.00830496	0.00114922	0.00627363	0.000557205	0.00114313	0.0399755	0.00521506	0.000329328	0.322769	0.861707	0.121834	0.0252368	0.232332	0.130188	0.0099001	10.4766	0.0397272	1.70379	1.5306	1921.06	42.5783	0.00622055	0.000229016
2	537.286	10.7066	3.77564	13.2295	3.87214	6.48488	0.0115126	97.0197	12.8308	7.11026	2.35954	0.298828	0.768649	0.329565	18.4402	4.62185	0.0848501	0.0588624	1.91994	9.77807	44.1698	0.503272	36.0509	0.0934003	0.258255	0.154205	0.0323046	0.325762	0.0980492	0.0440094	18.4402	44.1698	0.503272	36.0509	0.92902	0.0212282	0.00694426	0.000432564	0.00718069	0.000230215	0.00134256	0.0287793	0.00460526	0.000311146	0.329565	0.910117	0.0586923	0.0322112	0.324821	0.0977659	0.00904603	8.82376	0.0400537	1.78461	1.65794	2034	46.8787	0.00584164	0.00022321
3	344.568	13.9996	4.29612	12.3591	4.70754	6.17447	0.0167479	98.1996	13.7386	4.87849	2.87824	0.245142	0.830613	0.314267	17.7133	4.25842	0.122967	0.0837393	1.66956	9.81449	45.7334	0.478622	27.242	0.0714306	0.212425	0.161957	0.0417379	0.288584	0.0588509	0.0562976	17.7133	45.7334	0.478622	27.242	0.934873	0.0241229	0.00658289	0.000597491	0.00533638	0.00031403	0.00133432	0.0219861	0.00453586	0.000363912	0.314267	0.86733	0.083352	0.0415449	0.287249	0.0585787	0.0113198	7.9404	0.0488286	1.74643	1.63269	2119.66	59.875	0.00588304	0.000252487
4	486.513	15.2295	4.48534	11.7656	5.16606	6.2016	0.0122763	106.582	13.2992	8.04426	1.88213	0.591592	0.621891	0.240902	18.2353	6.25072	0.0144925	0.168063	2.00685	11.2553	42.9306	0.503522	33.1298	0.065662	0.193571	0.161249	0.0457352	0.330419	0.200894	0.061472	18.2353	42.9306	0.503522	33.1298	0.919651	0.0376241	0.00596736	0.0011906	0.00438406	0.000394714	0.00144228	0.0240369	0.00509111	0.000284724	0.240902	0.979583	0.166844	0.0454034	0.328022	0.199437	0.00721052	7.33143	0.060217	1.77989	1.63688	2233.94	38.0232	0.00644138	0.00019968
5	565.89	14.2545	4.12668	16.5273	2.4264	7.01827	0.0103963	107.432	12.2859	8.98951	2.80296	0.261106	0.813683	0.257565	17.7887	5.8691	0.0946789	0.0638695	1.84537	10.4495	38.3867	0.414237	38.7917	0.0701533	0.412133	0.142485	0.0236339	0.290294	0.0664715	0.035577	17.7887	38.3867	0.414237	38.7917	0.899936	0.0379107	0.00485735	0.000329178	0.00912142	0.000333023	0.00149788	0.0411153	0.00461471	0.000361919	0.257565	0.879475	0.0635379	0.0235112	0.288787	0.0661264	0.00851622	9.33973	0.031289	1.64861	1.48364	2112.94	50.3791	0.00609881	0.000261685
6	395.107	10.7923	3.50483	7.47313	4.18375	5.77861	0.00901624	93.5642	13.8928	4.80753	2.02916	0.226932	0.767431	0.380846	19.3071	4.79558	0.0754519	0.0542553	3.00906	7.71458	48.5229	0.433972	24.9362	0.0926587	0.23902	0.173052	0.0362254	0.378201	0.114613	0.0811598	19.3071	48.5229	0.433972	24.9362	0.940699	0.00988205	0.00714393	0.000407819	0.0064377	0.000178306	0.00125576	0.0288158	0.00497908	0.000254615	0.380846	0.929751	0.0540643	0.0360979	0.37687	0.11421	0.00797132	4.85411	0.0754584	1.65661	1.55838	1915.99	46.4165	0.00584772	0.00019236
7	124.059	14.6771	4.47595	11.9593	4.47521	5.19832	0.0142231	99.218	13.7289	9.91997	1.58621	0.444388	0.941902	0.293839	19.1341	6.00339	0.0796165	0.175292	2.75533	8.02741	49.0925	0.523854	28.347	0.0681334	0.223453	0.19237	0.0421947	0.593807	0.0366269	0.0719973	19.1341	49.0925	0.523854	28.347	0.93402	0.0316974	0.00497238	0.00104847	0.00363884	0.000335827	0.00127978	0.0178699	0.00488251	0.000271954	0.293839	0.907095	0.174423	0.0419854	0.590861	0.0364453	0.00918244	7.93816	0.0653084	1.8263	1.7058	2356.84	47.0711	0.00605238	0.000200728
8	74.0919	12.4687	3.81079	12.1459	2.54834	5.78979	0.0128178	96.1345	12.9977	4.67548	2.67166	0.433537	0.657495	0.390175	19.6916	6.16216	0.114672	0.0932439	1.37813	7.00612	48.1781	0.479709	29.8952	0.0802008	0.392412	0.172718	0.0609667	0.2461	0.128199	0.0541904	19.6916	48.1781	0.479709	29.8952	0.948611	0.0191137	0.00303338	0.000310727	0.00398515	0.000278305	0.00125648	0.0181837	0.0049872	0.000250565	0.390175	0.897695	0.0929726	0.0607893	0.245384	0.127826	0.00778326	8.29217	0.0486465	1.5669	1.48637	2108.26	44.4489	0.00617533	0.000195888
9	655.4	14.3868	4.47969	11.3077	3.61808	7.28672	0.009509	99.4118	11.9237	10.0182	2.72759	0.252848	0.849073	0.302674	17.7284	4.03171	0.213356	0.0618898	3.09635	10.1645	48.6919	0.498062	24.4605	0.0695082	0.27639	0.137236	0.0214296	0.311291	0.0553335	0.0543678	17.7284	48.6919	0.498062	24.4605	0.900736	0.0329267	0.00848936	0.000558266	0.0107824	0.000364209	0.0016661	0.039322	0.00492088	0.000324469	0.302674	0.774931	0.0617496	0.0213811	0.310585	0.0552081	0.00770379	7.34984	0.0421313	1.83169	1.64987	2217.37	49.1456	0.00626063	0.000227899
10	363.504	11.7091	3.79218	18.1278	2.19058	6.35914	0.0088133	106.406	11.871	10.4044	1.9778	0.361532	0.749515	0.279991	18.9514	5.51606	0.0463191	0.0752655	1.03151	9.28728	44.0897	0.43534	37.276	0.0854037	0.4565	0.157254	0.0260441	0.378964	0.126648	0.0328962	18.9514	44.0897	0.43534	37.276	0.905575	0.0367409	0.0041802	0.000338492	0.00773136	0.000273107	0.00131536	0.0389647	0.00463117	0.000299249	0.279991	0.942741	0.0749669	0.0259408	0.37746	0.126146	0.00777029	10.7578	0.0310126	1.68463	1.52556	2117.05	40.0617	0.00604617	0.000228383
11	614.484	12.5394	4.25987	8.37004	4.39186	6.20299	0.0128422	109.009	13.531	8.72976	2.99265	0.539505	0.726443	0.256963	17.6739	3.52491	0.0673568	0.0797639	1.14349	11.3258	43.2058	0.488287	33.4644	0.0797486	0.227694	0.161213	0.0448947	0.242742	0.0914096	0.0820479	17.6739	43.2058	0.488287	33.4644	0.938065	0.0143668	0.00667695	0.000570827	0.00570844	0.000331682	0.00143347	0.0278006	0.00480027	0.00033037	0.256963	0.912538	0.0790124	0.0444717	0.240455	0.0905484	0.00849588	5.18757	0.0748718	1.73914	1.63143	2304.02	42.8047	0.00628367	0.000231908
12	210.053	14.2609	3.7437	13.6332	2.17229	6.16997	0.00808335	87.4469	11.8353	10.9279	2.48499	0.229185	0.737482	0.404122	18.0684	4.2269	0.229586	0.0980096	3.1974	9.76802	47.9719	0.51627	40.6444	0.0701218	0.460344	0.162075	0.0154668	0.296775	0.105641	0.0445062	18.0684	47.9719	0.51627	40.6444	0.872645	0.0625326	0.00556089	0.000603613	0.0105023	0.000595226	0.00141809	0.0407638	0.00509821	0.000308959	0.404122	0.812196	0.0979323	0.0154546	0.296541	0.105558	0.00918293	9.70351	0.0361477	1.78229	1.5553	2235.3	49.9655	0.00635847	0.000215635
13	602.218	11.1209	4.49154	8.59615	4.92249	6.04441	0.0106212	105.324	13.4939	8.03036	1.78655	0.304782	0.744591	0.262477	18.0004	5.55385	0.126243	0.119004	1.99311	9.76258	40.4709	0.487385	39.098	0.0899208	0.203149	0.165442	0.02826	0.416776	0.142962	0.0864445	18.0004	40.4709	0.487385	39.098	0.924742	0.0220713	0.00738382	0.000986238	0.00599165	0.000327307	0.0013039	0.0321889	0.00477599	0.000311608	0.262477	0.844626	0.11816	0.0280595	0.413819	0.141948	0.0085619	5.34624	0.0730133	1.77892	1.64504	2077.75	45.285	0.00607543	0.000228798
14	750.879	12.6715	4.0164	12.7038	3.33312	7.39223	0.00809836	97.7375	13.5202	10.2801	1.34766	0.238969	0.671906	0.34993	16.8695	5.71416	0.173256	0.0877067	3.49762	9.702	49.3849	0.488858	31.688	0.0789173	0.300019	0.135277	0.015619	0.498572	0.243455	0.0427689	16.8695	49.3849	0.488858	31.688	0.875347	0.0541964	0.00797127	0.000762005	0.011595	0.000288725	0.00161377	0.043155	0.00486184	0.00031209	0.34993	0.833666	0.0873471	0.0155549	0.496528	0.242456	0.00757046	8.48261	0.035655	1.83004	1.60192	2119.84	49.8392	0.00621564	0.000221783
