Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_Pos	alpha_Death	NInit_1.1
10	5830.05	8.05029	3.22308	13.4215	4.85593	9.29138	0.00836018	124.866	10.0953	5.64422	1.00203	0.441283	0.738933	0.446927	16.4126	4.8169	0.600769	0.346179	6.72173	1.53695	51.7112	0.488676	46.7441	5.86141	39.4259	5830.05
11	1353.87	13.7572	2.56665	14.6146	4.65076	17.3857	0.0197249	105.959	10.7714	5.99317	2.56586	0.545488	0.650689	0.320517	20.1091	3.33666	0.453184	0.116351	9.16549	10.3684	37.0946	0.744899	22.3048	9.97724	19.1811	1353.87
12	20.3091	18.1395	3.43735	18.1402	5.15297	12.7569	0.00923542	98.0119	1.71692	10.2931	1.8959	0.343538	0.751277	0.436491	17.7943	3.24878	0.767869	0.209594	8.38679	5.10953	42.6979	0.551574	54.0363	25.4736	13.6565	20.3091
13	19.364	8.25153	3.13661	18.6171	2.79746	7.56466	0.0156537	89.3525	6.30244	9.86959	2.14612	0.297898	0.739219	0.234901	17.9554	4.16819	0.15724	0.187154	2.93193	3.26001	64.7026	0.665882	44.6348	12.2801	14.7249	19.364
14	1395.59	10.1916	3.1684	7.53087	3.95723	8.70687	0.0038366	90.6524	7.55277	7.72325	1.55888	0.399192	0.661005	0.331016	17.6165	3.85554	0.084631	0.297471	11.0452	12.9896	44.6365	0.620132	20.8621	29.4769	27.113	1395.59
15	475.174	8.33564	2.87602	16.7376	3.04451	7.52571	0.00482277	63.5708	1.98479	9.57198	2.02389	0.408792	0.671931	0.00812348	16.4988	4.14994	0.72792	0.0621013	2.96785	5.73465	37.3537	0.658193	33.2201	28.614	34.0115	475.174
16	140.121	10.7924	3.15162	15.1757	3.55077	7.76171	0.00709434	91.7631	3.36862	9.48014	1.14121	0.463877	0.740847	0.373862	18.5314	4.76995	0.485502	0.191193	3.03717	2.80247	29.6547	0.438566	14.0467	22.8845	38.4695	140.121
17	384.429	13.5125	3.14138	8.39942	3.46974	11.896	0.00455216	68.232	9.38561	11.4624	1.00826	0.234472	0.642445	0.480867	18.2436	4.73796	0.674771	0.130496	1.58316	13.4977	33.9765	0.414391	20.3862	17.7141	24.4835	384.429
18	618.382	16.2028	3.07914	17.1289	4.054	5.27366	0.0248872	99.566	10.5864	3.15059	1.00111	0.60916	0.675249	0.584463	18.8939	5.00247	0.387594	0.385568	5.65248	8.31215	65.6988	0.503692	36.704	4.95323	10.3963	618.382
19	2732.32	14.3788	2.09145	16.2582	5.74262	6.37581	0.00766514	70.4904	11.775	9.1107	2.79107	0.713107	0.641555	0.476214	17.8928	4.81507	0.73332	0.432702	9.14365	3.26467	49.55	0.469392	55.3877	13.6847	33.7051	2732.32
20	715.754	11.4588	3.68093	19.1926	4.61417	7.17814	0.00175815	92.2894	5.30194	11.7718	1.99836	0.360177	0.732788	0.0135803	20.7402	3.42652	0.758345	0.17696	12.2655	5.25219	46.4197	0.471531	37.5141	10.8416	8.3282	715.754
21	683.428	14.3024	3.03593	13.2907	2.52608	5.98739	0.00732592	89.2089	3.94749	2.58711	2.95505	0.274653	0.801212	0.146855	17.168	4.27066	0.590049	0.103373	7.50259	12.1151	49.3813	0.524884	35.0691	26.2004	24.2842	683.428
22	94.8259	11.8818	3.36816	11.6446	4.07957	7.36998	0.00783569	71.3011	6.77821	8.65238	2.25834	0.610643	0.83922	0.465965	17.6104	5.65211	0.257883	0.127336	7.16915	10.0556	28.1893	0.673907	18.3534	5.57426	13.9606	94.8259
23	100.006	12.233	2.97593	10.8968	4.2435	13.7254	0.0142736	80.3323	2.2653	8.38617	2.83805	0.655409	0.736873	0.210051	19.0412	4.25574	0.540516	0.335865	5.00404	5.36856	35.5495	0.642336	44.8007	5.69384	12.5114	100.006
24	3267.35	16.7619	2.4933	12.0107	2.87835	25.7953	0.0138128	113.772	3.16386	6.17711	2.24288	0.531463	0.75145	0.442783	19.9335	4.69356	0.863268	0.438565	9.00168	7.74981	35.8295	0.600379	41.8394	19.7831	8.04123	3267.35
25	2362.38	14.8937	2.46664	13.5444	3.73615	11.9163	0.0163977	83.3565	7.73875	5.83725	2.20515	0.754478	0.852898	0.512362	18.4143	4.94588	0.278652	0.154052	6.33309	11.4362	46.9856	0.581129	20.1686	19.3161	22.5524	2362.38
26	5515.31	18.5512	3.67588	10.8917	4.57252	9.15367	0.0121282	61.5705	9.16975	5.93755	2.95764	0.481144	0.693902	0.549212	20.4024	6.01287	0.444897	0.3119	3.45849	13.7526	46.1074	0.701073	23.0911	4.21252	31.4064	5515.31
27	5868.43	9.11066	1.65465	9.33333	4.52365	15.2303	0.00479477	110.544	3.31725	9.7189	1.22877	0.41455	0.767546	0.599757	16.0952	4.68134	0.552705	0.130794	4.50908	4.17126	34.7833	0.570334	52.8884	32.9128	18.6675	5868.43
28	3567.35	13.3031	2.65111	11.418	3.63309	19.0922	0.0121551	122.657	3.47629	8.58763	2.47558	0.576888	0.696252	0.492317	18.8836	3.33227	0.329059	0.479263	3.93448	3.88177	33.7338	0.50088	39.6186	39.0023	22.3506	3567.35
29	1255.55	12.0717	3.49918	17.9636	5.70721	11.6669	0.0132438	107.467	9.16465	7.7122	1.57341	0.313577	0.725821	0.469595	17.7012	4.514	0.633015	0.379796	8.07572	7.5941	42.5671	0.620451	10.8985	4.80906	19.6638	1255.55
30	7832.12	14.4433	3.00949	11.2592	4.49944	12.5695	0.00553278	107.168	9.08241	4.30598	2.23099	0.294966	0.739605	0.0331011	20.8777	4.3908	0.851245	0.436925	6.20655	1.53224	34.8272	0.500969	60.3742	37.7987	30.9265	7832.12
31	328.472	11.2435	3.51552	18.3457	4.38112	12.4816	0.00218153	117.159	10.9467	5.02105	2.23523	0.258612	0.650504	0.0370425	17.1132	3.86677	0.938115	0.323774	4.0799	7.49527	61.4245	0.392442	31.6824	17.5414	10.5226	328.472
32	3354.1	14.6821	3.23668	16.6951	4.93108	15.4539	0.0188829	96.2143	6.64257	3.97738	2.42972	0.291886	0.785168	0.419357	17.7764	4.59806	0.905028	0.202261	8.0224	8.48435	50.3669	0.580727	56.7716	4.11179	10.9656	3354.1
33	836.008	15.9113	4.02477	14.9757	3.05634	10.2669	0.0125297	107.501	9.05964	4.91969	1.91412	0.50732	0.772229	0.583099	19.3949	4.70844	0.603355	0.547983	2.02906	6.0238	31.9699	0.539403	49.8865	13.5485	33.6891	836.008
34	1645.1	20.4255	3.32465	8.33446	3.82249	10.0497	0.00726321	84.0328	10.2318	8.1573	2.63314	0.369567	0.711221	0.302296	15.8289	4.32911	0.135398	0.410635	2.78531	1.42816	28.4556	0.672135	41.6543	32.0646	37.2679	1645.1
35	137.251	8.69751	3.48671	15.4266	3.21919	15.1226	0.0149777	80.1112	7.59749	6.1545	1.81493	0.5338	0.649063	0.700703	15.8715	4.65578	0.057359	0.590552	12.0371	2.58903	43.9256	0.740988	39.7274	27.7101	21.291	137.251
36	4855.25	17.4339	4.41963	14.6311	3.9788	7.10719	0.0250511	75.3478	4.4732	4.3133	2.87999	0.590645	0.69674	0.123967	19.5746	3.64278	0.753927	0.153414	12.8938	3.04976	38.9678	0.389281	28.4082	9.20568	8.83228	4855.25
37	9.7477	20.5265	3.3203	16.0029	4.40606	12.3912	0.0181748	75.6866	7.24754	4.7221	1.1424	0.664714	0.722211	0.319551	17.4886	5.27377	0.598284	0.122008	3.38274	3.92849	64.5249	0.737183	33.186	8.21269	36.1315	9.7477
38	3167.33	8.96634	3.34727	13.4928	6.7362	10.0599	0.0169681	106.389	9.8214	8.06207	2.61022	0.600712	0.724534	0.251988	18.3917	3.11919	0.0553736	0.0878528	7.50563	10.6112	31.349	0.535542	41.4854	4.41893	8.24723	3167.33
39	3439.93	17.5812	4.08875	17.5177	4.44075	8.11782	0.00216659	93.1771	7.7623	8.31617	1.41316	0.539827	0.93637	0.592465	18.5455	3.38652	0.568753	0.248388	3.70717	2.86167	35.2705	0.644588	32.5745	7.59989	34.4144	3439.93
40	116.396	7.32117	2.63707	12.1752	3.68229	11.3924	0.00631135	112.186	5.64996	6.98691	1.54993	0.484659	0.73437	0.335126	16.6605	4.62017	0.488709	0.203018	6.26958	3.39165	56.6448	0.597921	44.1098	19.3643	29.6348	116.396
41	2085.65	16.239	3.28196	12.0629	5.54015	19.979	0.00383359	69.0511	9.74573	6.47528	2.62953	0.481857	0.618338	0.354599	15.5472	4.2137	0.39082	0.108599	4.39698	6.15974	53.8973	0.667675	21.7011	33.5124	13.1538	2085.65
42	352.828	20.3547	3.4003	15.3604	3.34351	9.49012	0.0225447	91.8471	6.96121	3.37719	1.13106	0.463171	0.682334	0.350865	17.392	5.3182	0.787105	0.365838	5.36411	8.09336	61.7373	0.484428	25.4066	35.8211	20.9985	352.828
43	3903.39	10.5515	4.29153	11.466	4.6166	6.87214	0.0141774	62.2917	9.8183	9.75143	1.9122	0.640921	0.833507	0.254236	17.8675	3.41306	0.212107	0.112937	10.5629	9.89035	44.1408	0.466096	57.1471	16.2584	27.4673	3903.39
44	8418.4	16.0028	2.79566	14.9158	2.71982	5.77499	0.0071862	74.6334	8.50323	10.5637	1.76083	0.414119	0.849873	0.168337	18.0586	3.96666	0.614343	0.310229	6.19634	10.3615	41.628	0.533144	54.7757	5.21387	17.6495	8418.4
45	152.445	14.2595	1.95525	11.4766	4.8505	9.02043	0.00639494	97.9494	10.3062	2.79282	1.3411	0.379648	0.753575	0.238015	20.4481	5.3971	0.312163	0.23567	3.35374	3.03421	39.8911	0.565603	52.3229	4.33396	12.9447	152.445
46	1094.01	13.1016	2.94395	10.8231	5.83999	5.93875	0.00934394	115.023	4.27642	5.0617	2.83515	0.514482	0.832077	0.569228	17.8571	5.77598	0.517826	0.318864	2.6443	11.5015	49.9131	0.509727	46.4921	25.8945	36.7024	1094.01
47	1305.79	14.9235	3.56752	7.81558	4.22938	13.942	0.0126097	95.2877	2.61004	10.425	2.63477	0.29481	0.674149	0.0573969	17.724	3.91772	0.321989	0.245976	3.30808	7.75972	39.9608	0.733839	51.6718	7.3443	11.1076	1305.79
48	39.0028	13.4103	1.94536	16.5206	2.03344	11.6447	0.00779741	92.5834	6.34322	8.88703	2.1447	0.429636	0.721301	0.486613	20.0616	4.20491	0.597722	0.0503781	3.70765	10.8033	27.5536	0.576453	48.547	6.13085	8.44749	39.0028
49	152.231	7.6665	2.70831	12.0938	4.55225	15.8511	0.00329345	85.2283	6.46746	8.59101	2.42759	0.537456	0.651463	0.300533	17.6167	5.66366	0.209686	0.227849	11.0496	2.69998	26.6007	0.5276	19.9657	5.22276	35.4109	152.231
50	4049.7	13.4308	1.82895	13.0703	5.28689	11.2293	0.00413675	105.371	5.39449	5.3658	2.73577	0.56828	0.649902	0.355757	19.3607	4.17441	0.129966	0.622	2.77285	3.91976	27.0617	0.605507	58.0242	11.1886	37.5609	4049.7
51	11.2144	20.6043	3.45489	18.3426	4.85688	10.9686	0.00308754	94.4519	10.293	6.41865	1.87422	0.449327	0.880768	0.298615	17.7635	4.20791	0.645693	0.129259	11.6028	6.67398	45.7701	0.440268	37.3401	4.44465	15.0214	11.2144
52	299.764	9.61155	2.83031	19.4277	4.39485	16.1555	0.00909207	94.2878	5.36811	6.28654	1.29492	0.292252	0.775137	0.277711	19.0337	4.46033	0.424948	0.159834	2.17442	12.4868	33.9276	0.618715	50.0707	20.7902	16.1334	299.764
53	1110.16	8.18685	1.70939	10.7942	4.6939	13.2952	0.0157815	123.523	11.2914	9.09048	1.48506	0.584896	0.673292	0.206379	17.6121	5.35826	0.779562	0.464322	8.83418	2.00129	32.3472	0.599368	37.2196	12.2476	8.78959	1110.16
54	1367.49	9.92501	3.3343	8.72902	5.57302	7.10399	0.00258075	71.7895	7.86933	5.69624	1.25791	0.672525	0.840154	0.33567	17.4714	4.42643	0.586302	0.350106	5.03614	10.0199	54.8374	0.660478	49.2337	5.43469	12.0559	1367.49
55	1966.38	8.68987	4.46459	12.8808	4.5714	15.0953	0.02549	105.472	8.79145	5.56902	1.52631	0.507276	0.835046	0.28014	16.9475	4.00961	0.651299	0.154963	4.78404	6.29997	57.4312	0.520581	33.4635	14.2842	30.833	1966.38
56	4260.25	20.4725	3.57483	15.157	3.16932	6.89366	0.0143333	134.62	9.55379	8.69226	2.87642	0.506181	0.782262	0.593141	20.6302	5.55753	0.807035	0.129213	6.92768	1.07607	30.8569	0.536007	17.8701	37.801	12.6422	4260.25
57	752.793	12.5258	4.41844	10.7033	3.72361	10.9754	0.00686649	65.6964	9.25582	4.53747	2.33833	0.388274	0.672873	0.410713	17.8429	5.38238	0.612195	0.778521	6.09924	2.67492	50.4631	0.44825	48.0878	39.811	15.7685	752.793
58	1769.47	10.5738	2.74178	11.1736	3.1538	9.24991	0.0094226	82.1394	9.78031	3.25409	2.91672	0.448313	0.645854	0.328152	20.271	3.78289	0.677589	0.422065	1.10895	6.17032	38.2883	0.493287	33.3951	12.9881	18.6123	1769.47
59	1321.82	12.6244	4.37345	12.6821	3.53116	14.3993	0.0145772	106.819	11.0451	3.36186	2.43741	0.571767	0.749661	0.66599	15.7427	3.58937	0.477494	0.126231	2.69759	4.64359	68.0911	0.622193	30.7998	22.1738	25.0821	1321.82
60	977.276	7.61411	2.41227	11.9839	3.02218	12.7487	0.00550164	85.3008	11.5984	2.13319	2.89878	0.609672	0.697153	0.182548	16.9454	6.54828	0.0735466	0.643607	11.9035	5.66879	49.0074	0.548445	24.7142	4.60651	16.9795	977.276
61	3809.88	18.4632	3.64236	18.6781	4.94061	5.32439	0.00272771	86.2707	10.8878	9.70658	1.361	0.54141	0.720632	0.514531	16.7718	3.26144	0.395458	0.0988235	1.91245	7.74648	47.5192	0.568301	48.169	30.5484	14.8617	3809.88
62	110.625	9.19667	3.62354	9.17808	4.19746	7.38864	0.0044955	80.7639	6.86421	4.03738	1.28342	0.570939	0.644064	0.154633	16.2741	3.27673	0.733741	0.459735	5.16614	10.1065	36.4296	0.519404	32.7065	27.4156	21.3671	110.625
63	8111.96	13.1723	1.68327	13.0824	2.18198	6.51414	0.0104327	129.164	6.29983	8.18855	1.30286	0.419193	0.604771	0.589927	20.7026	3.96972	0.458592	0.146058	4.17807	4.52819	47.8104	0.409977	60.4489	9.55074	23.209	8111.96
64	207.114	13.4501	4.29119	8.62154	4.10213	9.5466	0.0415618	94.7024	7.90401	8.37417	2.28476	0.399499	0.743272	0.677931	16.5409	3.72397	0.4665	0.328903	3.51917	2.72034	27.6626	0.472651	27.6707	33.6709	26.8879	207.114
65	497.924	17.556	2.42765	16.7235	2.53211	8.35094	0.017273	77.6374	9.30193	10.5276	2.8996	0.495995	0.761735	0.428119	20.7558	4.5764	0.524976	0.130619	9.51059	12.2764	62.1778	0.595047	52.6031	25.7198	19.0609	497.924
66	699.066	10.5755	3.36288	11.99	5.44834	6.01022	0.0137505	89.2109	13.3386	4.38552	2.28884	0.48705	0.637279	0.531195	17.1364	5.40452	0.444788	0.142572	13.7265	4.00417	53.5624	0.570288	43.5402	21.3353	13.6262	699.066
67	78.0918	12.1641	2.17124	11.4404	5.32976	14.092	0.0234693	61.4188	5.90691	2.93593	1.81131	0.725197	0.754578	0.0855473	16.9123	3.83867	0.709489	0.139283	3.51165	6.1555	27.4713	0.604073	52.9271	13.6233	8.61975	78.0918
68	369.179	8.92246	2.56959	17.7341	3.97193	5.22729	0.00970312	138.046	13.1035	4.97548	1.91002	0.373793	0.644067	0.436368	18.6688	5.49958	0.185237	0.185563	7.15333	5.92692	24.2673	0.563757	53.1358	32.1846	11.4554	369.179
69	8.06396	7.31004	2.71098	8.05821	3.41466	12.5529	0.00278353	81.3401	8.41189	6.0243	1.75846	0.58367	0.902123	0.396943	19.7061	3.62724	0.465956	0.216729	3.98729	7.14911	32.3002	0.471925	50.7301	7.86873	22.7774	8.06396
70	1764.43	12.8114	2.06284	9.9433	3.45226	11.309	0.0176137	102.063	9.76017	5.58637	2.31441	0.402445	0.629418	0.387851	19.7937	3.47182	0.204592	0.134904	12.0289	8.29045	37.7286	0.720559	22.2535	12.7894	38.8702	1764.43
71	4009.22	17.0102	3.44909	16.8706	2.92217	11.2687	0.0169026	136.489	6.66282	10.6573	1.21174	0.627118	0.699431	0.414488	15.0193	3.3972	0.461613	0.14267	3.35507	10.2934	28.5161	0.701686	19.4159	5.22737	14.2162	4009.22
72	5966.36	20.3258	2.20433	17.9674	4.75774	8.08114	0.0119204	141.301	3.50505	8.3745	1.01595	0.270226	0.684969	0.551854	19.2496	3.931	0.832064	0.275288	9.46133	7.43909	39.4667	0.563155	40.0389	17.3773	19.2872	5966.36
73	35.5552	19.2038	4.12274	7.80824	3.65978	15.3346	0.0196868	91.3904	5.38803	5.98613	2.40673	0.463845	0.67466	0.269886	15.8301	3.66915	0.777067	0.103964	7.22344	5.30286	58.4197	0.750961	33.1906	9.22617	12.8702	35.5552
74	153.357	11.8613	2.1157	19.2548	3.94074	10.1141	0.0197269	102.454	10.0467	7.39652	2.24347	0.606619	0.761177	0.181296	20.0096	4.98651	0.472937	0.25438	4.62129	4.7723	46.2339	0.462376	10.4703	9.68508	21.5187	153.357
75	781.38	8.85239	3.70256	18.498	4.81136	12.1844	0.0196584	60.2176	1.56114	9.71271	2.57337	0.464943	0.653899	0.639564	16.3146	4.44941	0.642327	0.1682	3.6255	13.1564	47.8046	0.734488	59.7481	5.30588	10.5011	781.38
76	1307.48	7.76701	2.98042	15.8395	4.41267	6.24142	0.0246704	112.445	7.40073	6.52121	2.22111	0.579157	0.674826	0.206673	15.8164	4.73475	0.195035	0.591314	9.04936	8.43587	50.0553	0.678046	38.3373	6.65069	9.37939	1307.48
77	3011.63	16.4371	2.44937	12.0739	4.72068	9.72692	0.0308248	82.0372	3.714	7.90737	1.90532	0.714606	0.834	0.37679	20.4596	3.52556	0.268102	0.76965	4.2477	12.5575	73.5076	0.554296	48.8997	35.6343	16.1453	3011.63
78	7585.97	16.1371	4.23471	10.5232	4.92955	6.45396	0.0155949	94.5627	6.07438	8.16477	1.72761	0.536839	0.889964	0.317904	17.0492	4.33093	0.748264	0.171333	4.36392	6.31975	25.6832	0.564653	42.8797	4.02346	23.8761	7585.97
79	3506.41	12.4055	2.84893	9.8527	4.01227	12.2034	0.0101462	86.6783	10.7	4.9852	1.00002	0.214031	0.615913	0.376668	16.1476	4.41596	0.689192	0.198807	2.83928	3.62614	55.223	0.542715	40.7835	10.8067	16.8031	3506.41
80	3591.48	16.9944	3.62245	9.07016	4.14011	9.7112	0.00771041	131.191	7.7815	8.44993	2.10478	0.437081	0.71855	0.574329	15.95	5.35832	0.455534	0.394732	3.79608	8.07737	26.1375	0.69965	37.5146	6.53731	20.5741	3591.48
81	1251.24	8.34032	2.58407	11.7946	5.74382	8.14597	0.00643028	144.199	12.7238	7.71924	1.15925	0.570594	0.762826	0.303548	15.9049	3.80909	0.757169	0.157656	13.2325	7.12775	58.5551	0.387979	53.1303	20.0108	18.5542	1251.24
82	1204.57	7.26156	1.9913	7.05235	3.22228	6.31083	0.00616658	63.1338	7.66066	8.79949	2.35563	0.399816	0.745738	0.241289	18.7974	3.51638	0.262221	0.187513	5.93376	7.08202	54.6579	0.666474	44.063	6.17282	30.7951	1204.57
83	2329.14	11.2885	2.75267	16.2908	2.39563	13.5901	0.00863385	60.887	10.0644	6.18864	2.8471	0.476553	0.682541	0.557482	18.7987	5.8181	0.317581	0.317867	10.8611	9.77343	25.4461	0.729335	31.867	18.3143	33.7481	2329.14
84	7506.25	8.53518	2.69942	7.11762	2.52192	9.54441	0.0167318	95.4692	12.7211	4.00057	1.41322	0.50283	0.68503	0.300529	18.6669	3.28655	0.243188	0.277536	12.0407	5.29435	65.2023	0.440479	47.7851	10.8577	31.7173	7506.25
85	1250.17	7.65833	3.28021	15.245	4.9029	15.0473	0.00381043	118.709	3.88865	5.26859	1.30703	0.292025	0.81022	0.076433	17.1239	4.08237	0.673302	0.218695	6.3697	3.91266	27.9827	0.625012	40.3462	21.5491	9.71977	1250.17
86	158.022	11.1523	2.61989	12.4268	3.22412	9.60367	0.00225898	128.645	8.08164	4.91759	2.29627	0.674222	0.633017	0.566684	17.9943	5.20322	0.181581	0.191839	5.79622	10.2961	43.0878	0.720576	32.3238	27.2799	14.7884	158.022
87	60.4446	7.63345	2.79439	17.0836	5.2316	10.8393	0.00694821	83.9178	6.67393	11.8053	2.9089	0.56763	0.686583	0.109443	17.447	4.27783	0.49547	0.626646	4.23257	2.04633	33.9801	0.657831	58.2483	9.37704	24.1316	60.4446
88	7460.25	12.701	3.22386	9.88007	3.48063	5.97807	0.0107714	93.3513	7.08506	9.71164	1.3213	0.695672	0.630354	0.646574	17.4203	4.69879	0.696948	0.4191	10.0691	8.57226	26.671	0.511071	6.18867	7.2684	14.6699	7460.25
89	113.098	7.21321	4.08658	7.31367	4.70771	16.6308	0.00485027	86.2579	8.96808	8.83573	2.43916	0.367253	0.610293	0.187027	17.6322	3.71306	0.605198	0.365743	5.08539	6.17814	59.2078	0.746428	31.4831	13.051	30.3759	113.098
90	2450.63	7.22504	3.20001	13.5679	3.55446	5.63917	0.00901847	115.382	9.45595	8.52662	2.52749	0.304065	0.862025	0.255648	20.3137	3.11201	0.424512	0.503213	1.08517	7.99612	28.8333	0.460925	22.1604	9.37388	11.5548	2450.63
91	55.3378	10.3471	1.90321	16.3019	2.68381	6.08414	0.0425178	87.199	5.23033	5.56102	1.33963	0.649531	0.732721	0.402447	17.1455	5.80651	0.85699	0.494688	4.1496	5.95535	36.7648	0.524828	49.4046	16.0436	24.2167	55.3378
92	12.9952	7.7495	1.99449	11.6135	3.84064	14.9099	0.0082664	110.216	8.29672	9.0462	1.32786	0.737331	0.778831	0.352408	17.7617	4.66653	0.731566	0.347413	7.81645	9.95056	29.4174	0.624848	17.1655	12.1136	26.3293	12.9952
93	1950.87	19.9956	3.77918	9.38223	3.96536	13.5287	0.0129159	92.7428	8.56889	5.82175	2.15084	0.598784	0.674091	0.375636	19.2967	4.25312	0.732089	0.128799	3.8519	10.4216	52.2829	0.541768	32.6113	22.258	14.6609	1950.87
94	139.401	7.64257	1.74272	16.9831	3.71831	8.49897	0.0205193	127.213	6.33103	6.4446	1.48676	0.361378	0.630918	0.0884105	17.6911	4.06327	0.5073	0.227942	5.60464	9.12671	45.3886	0.437147	8.37844	14.4187	11.9222	139.401
95	5774.8	10.1262	2.56623	13.0008	4.48634	7.73587	0.00732752	74.4367	7.80755	7.2734	2.62617	0.666096	0.783604	0.575569	20.0207	3.8917	0.145765	0.247167	5.89188	12.0467	33.2031	0.587012	27.0001	15.9917	8.71457	5774.8
96	225.128	7.07919	3.23511	12.4116	4.55877	5.70201	0.0137496	92.1991	5.43693	2.75326	1.11286	0.542912	0.85431	0.543461	18.3324	4.38986	0.108213	0.35938	13.6634	9.86282	48.2124	0.438951	34.9484	17.3446	30.1023	225.128
97	9405.09	10.1939	3.50652	15.3309	3.5063	7.96573	0.016561	113.143	8.10054	4.35034	2.30244	0.697579	0.772527	0.572268	17.3888	4.75175	0.526028	0.164805	5.02476	3.12332	36.1786	0.610372	31.816	8.63862	8.02955	9405.09
98	5979.23	12.1139	3.29164	16.0223	3.74164	5.03744	0.013877	99.9381	10.0499	10.0489	2.80445	0.308642	0.730039	0.520527	15.9212	4.19773	0.751686	0.498151	2.58869	5.93311	35.6085	0.64508	41.6788	13.6717	36.5399	5979.23
99	346.817	14.6593	2.57637	9.16017	4.31897	11.0078	0.0203778	73.8681	10.067	8.24294	1.86092	0.313881	0.625561	0.238848	17.1431	4.13554	0.419935	0.499442	4.65028	3.61123	33.2341	0.558031	36.2038	17.7966	21.1691	346.817
100	1484.66	12.6208	3.60568	15.4059	4.54584	5.48747	0.0118017	97.8379	9.96089	3.43273	1.67076	0.612072	0.668955	0.315784	15.0241	4.49126	0.0649482	0.199548	3.71218	5.90419	78.6931	0.73853	56.3853	6.92725	17.3458	1484.66
101	1100.28	13.0222	2.07089	12.9143	3.67223	8.75354	0.00727884	84.505	12.9	8.05558	2.07607	0.524955	0.644485	0.433854	15.5488	5.02343	0.468705	0.164492	8.71892	3.70224	53.7532	0.592018	58.4209	18.4341	17.8973	1100.28
