"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 349.964 16.6025 3.79887 8.31482 3.13826 5.3653 0.0207564 104.825 12.7288 4.12982 2.48804 0.373343 0.661705 0.489956 18.7204 7.75468 0.696434 0.201236 6.8593 9.91611 36.911 0.552583 46.959 12.1717 8.15953 -49.39395 -948.0089 -997.4029
66300 878.094 18.97 4.30075 8.72967 3.54442 6.2101 0.0195395 114.303 13.3445 7.05654 1.90231 0.432434 0.74229 0.411955 18.5559 5.67284 0.67945 0.242557 3.07311 10.7982 43.4242 0.49567 35.3055 13.2758 8.30162 -50.3622 -947.7295 -998.0917
200000 1425.37 12.5376 3.88631 17.5688 3.40293 6.45265 0.0154982 114.107 13.9475 10.8189 2.69238 0.661337 0.677867 0.370878 18.92 4.90012 0.409865 0.152922 4.83605 10.5056 50.8182 0.618249 47.7956 15.7543 8.1852 -50.26198 -945.1401 -995.4021
161800 810.951 16.4557 3.45567 18.7447 2.19603 5.8319 0.0123191 103.696 12.4796 8.30794 1.67317 0.413681 0.715786 0.51117 18.5133 4.05675 0.763358 0.0552099 5.88486 10.5166 52.2215 0.402509 49.6756 12.3994 8.60528 -50.72967 -947.4186 -998.1483
170600 1414.41 10.3675 3.42197 14.8931 2.72192 5.0745 0.0143441 107.138 11.3752 8.47769 2.98003 0.47063 0.65354 0.506298 16.8172 6.08288 0.86543 0.171319 5.88994 9.86536 32.1775 0.599328 53.5471 15.492 8.07228 -47.46545 -945.9415 -993.4069
168200 5000.73 9.43001 2.67221 7.01412 3.07474 6.7039 0.0148749 102.178 9.94937 11.1694 1.9715 0.39633 0.663208 0.520443 18.8872 3.4673 0.533718 0.173354 5.8794 8.61464 32.6033 0.548345 51.3919 9.56727 8.39398 -46.75102 -952.0022 -998.7532
67100 2780.12 17.7546 2.73906 13.2786 4.10896 5.43628 0.0207926 107.583 12.9845 5.46347 2.20598 0.343987 0.657975 0.463243 17.7151 6.77541 0.189964 0.326118 6.98967 10.0671 41.4765 0.692783 49.294 11.5698 8.17095 -49.78366 -947.6137 -997.3974
106100 913.18 9.07673 2.82218 13.9957 3.89842 6.83411 0.0329265 89.7086 7.51031 6.06155 2.38823 0.51995 0.870963 0.702871 16.3666 5.43355 0.546444 0.264045 7.20032 5.99295 32.0257 0.708679 50.886 10.3983 8.00781 -45.91434 -958.6444 -1004.559
168900 2070.02 8.99842 3.38116 10.3151 3.68586 6.22526 0.0173804 105.02 11.8741 10.8489 2.69174 0.60493 0.791774 0.446349 17.8237 4.30205 0.48713 0.0771682 6.10566 10.9588 48.5163 0.499538 44.3769 16.054 8.02073 -48.70106 -945.4014 -994.1025
47000 788.614 11.1219 4.34646 19.092 3.3005 7.37862 0.019823 103.427 10.8441 7.16645 1.92224 0.387398 0.742563 0.460601 18.1419 5.90171 0.782669 0.156998 5.36126 8.78216 42.1159 0.458003 51.9244 14.9342 8.62024 -47.60828 -949.1092 -996.7175
64700 201.686 13.964 3.55046 19.2562 3.54483 5.92868 0.0306375 88.6661 10.2232 5.72283 2.57109 0.725455 0.80039 0.701746 19.2622 6.49364 0.92855 0.240455 6.59082 7.73944 38.3716 0.551867 52.3285 12.0387 8.28513 -49.05528 -949.9951 -999.0504
108800 1366.86 7.77181 2.53949 14.286 2.57863 5.69623 0.0206941 96.7473 11.0725 9.31685 1.22371 0.616466 0.69214 0.616701 18.6061 4.16032 0.558888 0.126661 8.36077 11.0418 50.9902 0.772678 47.3659 8.08554 8.03098 -48.27268 -955.9452 -1004.218
85300 4450.46 19.8961 3.07351 15.716 4.02146 6.34837 0.015073 106.776 11.9381 11.7137 1.68236 0.377594 0.711661 0.354134 19.7705 3.89426 0.16698 0.164778 6.60961 9.91989 42.7377 0.396755 44.9109 12.0205 8.13912 -50.20926 -949.014 -999.2232
78100 1659.32 11.4501 2.88039 16.8525 3.53516 5.34264 0.0159501 93.853 8.28293 10.1345 1.59597 0.374042 0.72687 0.553518 17.5827 5.35813 0.554662 0.216087 8.24284 7.90859 27.9698 0.398629 56.0191 10.3027 8.16623 -45.79113 -952.5953 -998.3864
177000 2063.94 9.42434 3.77751 18.6196 4.61333 6.22836 0.0198528 110.042 12.0163 8.11246 1.55855 0.36135 0.833499 0.392213 18.7444 5.1113 0.490927 0.247754 5.43667 9.22416 43.0038 0.626342 43.1291 12.4317 8.54176 -48.53797 -948.4507 -996.9887
50600 743.854 9.10639 3.50213 8.01824 2.78778 5.29315 0.0232738 105.816 12.3168 5.2123 2.66063 0.498591 0.78487 0.442973 16.1275 4.45725 0.439126 0.201561 8.04426 11.4391 32.7737 0.580227 49.9356 13.4315 8.11891 -47.98479 -948.5926 -996.5773
121500 2593.86 13.3719 2.92397 9.86332 4.66075 5.4439 0.0207694 102.299 11.0912 5.98399 1.54566 0.344075 0.678192 0.446989 18.9491 3.68417 0.297454 0.258487 7.72641 10.386 31.0787 0.636776 55.7847 12.9129 8.18926 -47.75882 -948.4606 -996.2195
122100 858.6 8.26448 3.02903 16.7632 2.1598 5.70216 0.0206656 105.441 13.4572 8.56158 1.31191 0.551084 0.628264 0.544591 17.1017 4.24708 0.57359 0.287342 5.98549 10.772 34.0805 0.591137 49.1225 13.6005 8.13193 -48.42188 -948.013 -996.4349
