"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 5952.35 12.4009 3.38142 18.2412 5.93107 5.98155 0.0349419 86.3314 4.57363 6.68131 1.22598 0.466468 0.742236 0.586702 18.4167 3.90722 0.481147 0.389945 7.06072 6.41586 79.7408 0.398388 24.0111 11.0802 8.14505 -53.70263 -1172.929 -1226.631
66300 7635.63 8.60116 3.63775 12.6091 3.12194 8.4416 0.0327881 86.5194 5.02047 9.05411 2.11849 0.674648 0.658208 0.433472 17.3581 5.11915 0.363843 0.107115 10.2154 8.13547 89.5991 0.304707 19.4734 15.7085 8.19333 -53.19631 -1174.154 -1227.35
200000 5625.01 18.5419 4.00814 8.39452 2.18047 9.06851 0.0230412 86.5669 5.99915 10.2082 1.03202 0.43338 0.864052 0.3452 19.0225 4.48225 0.305713 0.0561215 11.004 8.60595 71.5468 0.363899 34.5998 13.4606 8.26811 -54.48695 -1175.375 -1229.862
161800 1447.93 11.7247 3.25918 12.6726 2.59279 6.30962 0.0426293 83.0053 5.10364 7.61292 2.88982 0.65472 0.836381 0.628013 17.8104 5.62895 0.195327 0.383156 13.9672 7.83517 75.337 0.353775 41.663 17.2821 8.03233 -53.99395 -1178.668 -1232.662
170600 5273.34 10.1627 3.90489 12.6766 5.40439 5.41917 0.0297134 85.7061 7.03869 7.13843 1.80988 0.617525 0.827372 0.421564 17.4147 6.70805 0.438652 0.144395 12.4952 11.2847 85.9716 0.432369 44.3142 12.9479 8.68292 -55.00179 -1176.175 -1231.176
168200 5380.22 15.6969 4.30355 12.7139 4.18925 5.96626 0.0207905 88.981 6.74021 7.71351 1.2854 0.460854 0.74666 0.38986 17.6179 4.88991 0.561086 0.0523763 9.34336 9.53338 66.4913 0.308169 51.7476 14.1369 8.33044 -50.13093 -1170.879 -1221.01
67100 905.594 12.476 4.43891 13.0945 3.23428 7.17518 0.0358021 86.2764 5.19244 2.27023 2.89946 0.278514 0.66134 0.460323 18.8134 5.33485 0.193988 0.306723 4.23885 6.38957 77.7701 0.367777 53.1847 16.776 8.15783 -51.98953 -1172.289 -1224.278
106100 6400.66 10.9667 3.44658 17.7951 4.60163 5.37896 0.0228572 89.5543 6.05049 6.61109 2.30618 0.590964 0.652132 0.460609 18.6266 4.53696 0.4821 0.102832 7.24569 7.94015 67.6979 0.309239 46.5184 10.0725 8.11303 -47.92198 -1177.599 -1225.521
168900 9352.49 9.27623 2.3502 12.6912 3.84626 5.31571 0.0330807 84.9062 4.54232 5.28273 2.68086 0.583415 0.754931 0.6386 19.3559 4.87455 0.319715 0.136994 11.2668 8.23714 55.2755 0.333813 56.0734 14.1955 8.58918 -51.25981 -1176.416 -1227.676
47000 4056.19 8.97068 3.77886 13.4076 5.43021 5.46848 0.0336809 87.3102 5.58242 6.23962 1.88475 0.725295 0.642639 0.533396 18.0126 4.37702 0.592139 0.292616 6.31468 8.11571 70.0228 0.368759 44.8158 12.7621 8.03978 -50.29536 -1174.024 -1224.32
64700 4965.03 20.524 3.33288 9.7276 3.84753 5.12551 0.0258147 88.227 5.25575 5.55061 2.1945 0.528219 0.669095 0.476577 16.1423 4.16463 0.332131 0.148406 6.56292 7.54245 77.0837 0.459614 26.4496 13.4633 8.05386 -50.32694 -1170.716 -1221.043
108800 1730.8 16.3314 3.70834 13.0869 3.65063 5.10801 0.0307785 87.2794 5.96815 6.01847 2.7064 0.550716 0.729313 0.510567 17.9368 3.71585 0.432242 0.238971 5.63118 7.43707 87.0339 0.408702 33.6175 13.2284 8.01366 -49.53072 -1170.518 -1220.049
85300 9397.42 10.5933 3.60135 17.4328 4.23109 7.13152 0.0246484 86.2383 6.26882 4.93842 1.78325 0.313895 0.662477 0.484107 18.7883 6.29504 0.727326 0.079758 10.9897 9.33692 70.156 0.415912 53.0494 17.6744 8.11263 -52.09486 -1171.523 -1223.618
78100 7968.67 17.5548 3.18268 14.2393 4.39163 6.37149 0.0271017 87.6735 4.0879 5.35286 1.28827 0.467975 0.628618 0.569087 17.3722 3.82537 0.526094 0.203436 3.67002 4.97419 79.8168 0.282448 41.839 13.9077 8.51934 -50.07143 -1175.514 -1225.586
177000 2627.58 9.41561 4.3376 15.5191 4.93145 6.52003 0.0358624 86.4545 4.65154 9.87396 1.41899 0.348914 0.802464 0.426032 18.6386 5.20999 0.300198 0.425478 4.73584 5.33 84.5794 0.359664 19.6523 15.0552 8.14463 -53.88171 -1169.609 -1223.491
50600 6592.79 11.6109 3.37955 15.5447 4.74563 6.63624 0.0300913 84.4366 4.14364 7.55143 2.37665 0.496593 0.693798 0.5187 18.6569 4.49698 0.414171 0.253907 8.25221 6.90068 70.0357 0.315011 28.6387 13.0867 8.12069 -49.47156 -1178.065 -1227.536
121500 5664.34 11.7163 3.8136 8.56404 4.73578 7.92147 0.0366167 85.4803 4.46574 7.56264 2.11875 0.547111 0.65888 0.491304 18.2801 3.64216 0.30155 0.378871 7.88138 6.50332 73.7043 0.383712 56.9131 9.65454 8.22258 -50.52367 -1175.493 -1226.017
122100 5999.94 13.4521 4.0954 12.8133 3.50663 9.31871 0.0375762 86.2214 5.5494 8.23227 1.12471 0.627382 0.69083 0.408295 17.1702 5.33544 0.378452 0.113109 11.9268 8.56814 82.2941 0.285954 30.0143 17.5405 8.11715 -53.1937 -1181.264 -1234.457
