"","GM_NInit.1.","GM_TIsolation.1.","GM_R0.1.","GM_c0.1.","GM_TLatent.1.","GM_TRecover.1.","GM_IFR.1.","GM_TStartTesting.1.","GM_TauTesting.1.","GM_TTestingRate.1.","GM_TContactsTestingRate.1.","GM_TestingCoverage.1.","GM_TestSensitivity.1.","GM_ThetaMin.1.","GM_TauTheta.1.","GM_PwrTheta.1.","GM_HygienePwr.1.","GM_FracTraced.1.","GM_TPosTest.1.","GM_TFatalDeath.1.","GM_TauS.1.","GM_rMax.1.","GM_TauR.1.","alpha_Pos.1.","alpha_Death.1.","LnPrior","LnData","LnPosterior"
"Min.",295.548,7.00108,2.1186,7.00248,2.00022,5.00036,0.00987875,78.6752,3.32049,2.01131,1.00258,0.200094,0.600034,0.252112,15.1161,3.28214,0.0145901,0.0502443,1.00519,3.26385,29.0839,0.257006,0.985475,7.11294,8.00005,-59.47367,-1187.613,-1239.583
"1st Qu.",2903.72,9.4616275,3.28665,9.9766825,3.21994,5.5450575,0.0252467,85.705275,4.84863,5.4184125,1.6160375,0.39024775,0.66197,0.45827,17.3562,4.023765,0.322534,0.1295615,5.814155,6.4977125,68.587,0.31285425,36.285175,12.738725,8.09114,-52.8641775,-1175.7165,-1227.851
"Median",4803.675,12.4154,3.64491,12.467,3.87793,6.18594,0.03042715,86.93685,5.390175,6.95142,2.057665,0.506671,0.713956,0.5101635,18.22925,4.652115,0.481068,0.1951225,8.003805,7.42019,75.0597,0.360385,45.836,14.0823,8.214565,-51.601235,-1173.964,-1225.7815
"Mean",4951.27184098002,12.858878909176,3.62492451935081,12.6872596941323,3.89920694132335,6.46457722846442,0.0308465245240325,86.8776597690387,5.52333742197253,7.02363677434457,2.03845513576779,0.504658036516854,0.721670977684145,0.515208654806492,18.0697033707865,4.73149545724095,0.491844241385768,0.214410112406367,7.9246892088015,7.55652924313358,73.8570643570537,0.365545359706617,44.0211951131398,14.2466042212859,8.30854580524345,-51.7522537858926,-1174.2585602372,-1226.01081632335
"3rd Qu.",6958.9975,15.92795,3.9743,15.209125,4.5450275,7.062475,0.036116375,88.09305,6.059335,8.64727,2.4704925,0.6192755,0.77243625,0.57638725,18.934625,5.3593,0.65992625,0.27763525,10.022225,8.525235,80.921325,0.412022,53.95485,15.6693,8.44031,-50.47949,-1172.44675,-1223.8755
"Max.",9997.74,20.9993,4.49999,19.9963,6.97115,12.521,0.0574714,95.3869,13.7119,11.9937,2.99966,0.799931,0.949597,0.722746,19.5998,6.90981,0.994728,0.626972,13.9901,13.8932,90.8808,0.528951,62.0901,23.3008,10.5472,-47.15903,-1168.288,-1218.107
"rhat.vec",1.01142725090266,0.999845499674595,1.07706109331154,0.999767716665606,1.03419270932122,1.01722363414633,1.02676396912312,1.01058132982058,1.00303126579489,1.02330840750657,0.999801813895407,1.02448404307555,1.00131144359467,1.07927248679884,1.00044603220723,1.00096926347448,1.00629051529264,1.01954955958708,1.00023216284539,1.00411066790594,1.00274397749063,0.999778153789963,0.999909609586182,1.00015978221159,1.00018331819761,1.00282658351979,1.00022227221357,1.00219022372157
