Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_T50Testing	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_FAsymp	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	37.8643	9.11478	2.34459	11.5771	3.05909	7.82894	0.00417	80.361	4.89193	10.1215	1.98831	0.401175	0.57969	0.874187	0.711837	28.1805	4.91447	0.376122	0.167725	4.45585	4.78894	49.6274	0.973093	56.8867	0.109712	0.326895	0.127731	0.0500674	0.439663	0.0632764	0.0258681	28.1805	49.6274	0.973093	56.8867	0.95491	0.0248854	0.00114568	0.000230885	0.00105784	8.42137e-05	0.000551094	0.012826	0.00322305	3.60784e-05	0.711837	0.879989	0.167725	0.0500674	0.439663	0.0632764	0.00141352	11.4873	0.0227636	1.41653	1.35266	21.429	1e-15	0.00149832	0
1	64.3445	14.1985	3.10368	14.4338	5.68747	7.96045	0.00859131	83.9895	7.71769	8.11386	1.92941	0.0545759	0.741293	0.701729	0.634324	9.96097	5.09902	0.296283	0.401928	11.1497	9.95951	30.3896	1.34617	55.1049	0.07043	0.175825	0.125621	0.0641109	0.363701	0.154592	0.0270121	9.96097	30.3896	1.34617	55.1049	0.960112	0.029893	0.000487697	0.000327751	0.00039261	0.000101861	0.000429244	0.00505957	0.00319286	5.98207e-05	0.634324	0.873832	0.401928	0.0641109	0.363701	0.154592	0.00226951	16.2609	0.0236041	1.24359	1.19398	33.4827	0.474416	0.00342654	5.09077e-05
2	59.3471	18.6944	2.6276	18.1944	3.71581	9.58635	0.00397289	85.3031	5.62388	6.74345	2.13835	0.116553	0.253588	0.81522	0.632593	20.6055	4.56512	0.0986143	0.304148	7.78467	8.58513	27.7045	0.59961	48.5993	0.053492	0.26912	0.104315	0.0306564	0.381238	0.0864124	0.015065	20.6055	27.7045	0.59961	48.5993	0.933014	0.0535473	0.000407465	0.000178098	0.000669722	8.87689e-05	0.000471258	0.00800492	0.00352433	3.56127e-05	0.632593	0.955846	0.304148	0.0306564	0.381238	0.0864124	0.00103086	15.5179	0.0143998	1.19149	1.11168	30.5847	0.257378	0.00387759	3.16235e-05
3	89.1657	14.098	3.77149	7.57869	4.6101	9.75001	0.00549282	83.0551	10.6937	10.5524	2.27809	0.293082	0.744559	0.682521	0.451168	13.9472	2.28108	0.274875	0.150198	2.64433	4.28761	47.7802	0.362528	44.9956	0.070932	0.216915	0.102564	0.0481575	0.299602	0.139362	0.0510404	13.9472	47.7802	0.362528	44.9956	0.970305	0.0117955	0.00109456	0.000193453	0.000984474	6.46916e-05	0.000538083	0.0112882	0.00317208	4.94714e-05	0.451168	0.803501	0.150196	0.0481569	0.299599	0.13936	0.00152864	4.92717	0.041011	1.29609	1.25761	37.254	0.43676	0.00363751	4.60966e-05
4	70.206	9.97533	2.91459	12.1739	4.3081	8.03872	0.00630955	78.46	8.11032	6.39797	2.16771	0.363525	0.23984	0.846759	0.633474	16.6906	5.00803	0.216405	0.34977	13.0471	11.5569	49.373	0.834936	70.4832	0.100247	0.232121	0.124398	0.0317424	0.390624	0.0706926	0.0297825	16.6906	49.373	0.834936	70.4832	0.944601	0.0360787	0.000912334	0.00049076	0.000735602	0.000148532	0.000531418	0.0120399	0.00374373	5.73483e-05	0.633474	0.905927	0.34977	0.0317424	0.390624	0.0706926	0.00185972	11.4374	0.0269807	1.40429	1.32649	43.1117	0.424787	0.00407625	4.75075e-05
5	50.1671	12.1331	2.95713	10.586	4.50943	7.33727	0.00858549	74.1885	8.59634	8.34858	2.97653	0.302849	0.511887	0.919484	0.631931	16.577	4.45379	0.339678	0.347822	4.52462	12.7325	24.1744	1.01235	59.8237	0.0824192	0.221758	0.13629	0.0563775	0.308911	0.0270503	0.0380719	16.577	24.1744	1.01235	59.8237	0.956783	0.0293231	0.000802347	0.00042791	0.000573122	0.000183998	0.000547396	0.00746877	0.00340232	5.92962e-05	0.631931	0.855642	0.347822	0.0563775	0.308911	0.0270503	0.0023306	10.6341	0.0325759	1.31951	1.26249	49.6763	0.538556	0.0038708	4.53636e-05
6	71.8519	20.1598	2.60111	16.7204	3.43297	10.3488	0.00759946	85.3262	8.1503	9.73879	1.88344	0.452165	0.692494	0.782613	0.59257	26.5638	5.04893	0.231582	0.131408	9.89441	4.42112	45.5248	1.78018	88.8089	0.0496037	0.291293	0.0966296	0.0556491	0.415523	0.11542	0.0150322	26.5638	45.5248	1.78018	88.8089	0.87777	0.0950468	0.00236591	0.000357935	0.00191338	9.94674e-05	0.00102793	0.0153903	0.00355366	6.72538e-05	0.59257	0.885871	0.131408	0.0556491	0.415523	0.11542	0.0017795	18.8745	0.0133166	1.80699	1.58612	62.7719	0.86641	0.00380442	5.99267e-05
7	749.22	7.86674	2.63052	7.46462	3.81722	14.097	0.00369699	87.8577	8.01029	7.24733	1.17901	0.516592	0.195177	0.892184	0.452342	13.2989	3.02301	0.227823	0.139665	3.63522	6.21314	24.9599	0.590725	65.187	0.127117	0.261971	0.0709371	0.0240273	0.756723	0.0914462	0.0249981	13.2989	24.9599	0.590725	65.187	0.950768	0.0185196	0.00123906	0.000201147	0.00145123	2.95871e-05	0.000672606	0.0228457	0.00321428	3.79602e-05	0.452342	0.834656	0.139665	0.0240273	0.756723	0.0914462	0.000774555	5.79148	0.0208648	1.28629	1.22297	32.1875	0.277236	0.00380066	3.48562e-05
8	147.764	12.2058	4.10563	14.7661	4.75789	10.4147	0.00458034	101.264	13.0089	4.19458	2.27095	0.529556	0.205676	0.66922	0.288102	25.2078	4.40869	0.444261	0.252039	1.67891	11.0448	31.21	1.00078	53.4373	0.0819283	0.210177	0.0960181	0.0328144	0.294687	0.145657	0.0266973	25.2078	31.21	1.00078	53.4373	0.870449	0.0923459	0.00194164	0.000653787	0.00125704	0.000139617	0.0006719	0.0270501	0.00329457	5.08842e-05	0.288102	0.575304	0.251945	0.0328022	0.294578	0.145603	0.00124058	14.7743	0.0153591	1.5561	1.35451	46.7135	0.359947	0.00394868	4.28868e-05
9	34.1363	10.6692	2.64121	15.7489	3.0591	11.3468	0.0113691	81.1538	2.43543	9.58319	1.46302	0.390711	0.751839	0.871363	0.876338	14.3575	8.15202	0.429096	0.330959	6.68014	11.4355	27.7618	1.02942	52.0149	0.0937277	0.326894	0.0881306	0.0683619	0.595592	0.0879257	0.0147802	14.3575	27.7618	1.02942	52.0149	0.940716	0.0460872	0.000414166	0.000204878	0.000487611	5.86418e-05	0.000662107	0.00721652	0.00336227	6.74411e-05	0.876338	0.944932	0.330959	0.0683619	0.595592	0.0879257	0.00176006	15.8062	0.0139663	1.2298	1.15689	37.9104	0.577369	0.00387868	5.51049e-05
10	192.741	9.67109	2.05507	10.165	3.33826	11.5927	0.00635377	85.8469	2.52272	9.94435	1.72839	0.385594	0.75585	0.639648	0.748008	14.9748	4.90133	0.36017	0.174393	1.6287	8.81592	32.9127	1.32183	55.8925	0.103401	0.299557	0.0862612	0.0486184	0.370083	0.20849	0.0174395	14.9748	32.9127	1.32183	55.8925	0.957977	0.0252364	0.000727446	0.000153658	0.000878578	4.747e-05	0.000571054	0.0109121	0.00280475	4.50432e-05	0.748008	0.90071	0.174393	0.0486184	0.370083	0.20849	0.00136071	10.9894	0.0157079	1.28625	1.2322	34.1819	0.383181	0.00335102	3.87136e-05
11	80.2902	11.9544	2.61625	9.47358	3.26528	14.2934	0.00855166	84.158	3.35873	8.6349	1.19146	0.294841	0.684197	0.619087	0.691581	28.8409	4.77393	0.264732	0.228773	6.00728	3.00294	26.5759	1.52352	75.1684	0.0836512	0.306252	0.0699624	0.0490541	0.519604	0.319703	0.019321	28.8409	26.5759	1.52352	75.1684	0.94805	0.036741	0.000722034	0.000214181	0.00108801	5.36015e-05	0.000847072	0.00837265	0.00309535	5.93709e-05	0.691581	0.906988	0.228773	0.0490541	0.519604	0.319703	0.00132674	10.4451	0.0175239	1.43129	1.35694	42.7583	0.604066	0.00370382	5.61225e-05
12	8.2942	8.55983	3.70805	10.7075	3.95456	8.56881	0.008553	81.9476	2.54694	4.69869	2.45479	0.0366462	0.621178	0.693165	0.701806	19.2482	4.86171	0.186816	0.346343	1.2705	13.1264	46.2484	0.91875	39.6166	0.116825	0.252873	0.116702	0.0916381	0.282372	0.124994	0.0404145	19.2482	46.2484	0.91875	39.6166	0.977269	0.0129816	0.000493738	0.000261609	0.000513021	0.000147062	0.00061038	0.00416736	0.00346423	5.738e-05	0.701806	0.935989	0.346343	0.0916381	0.282372	0.124994	0.00192312	10.4481	0.0378275	1.27568	1.24668	50.2756	0.478359	0.00406764	4.43771e-05
13	145.973	18.2449	3.79881	15.4608	6.50929	18.3907	0.0151657	76.2651	3.60475	5.8369	2.3659	0.400797	0.903109	0.703075	0.605842	17.115	4.01638	0.157582	0.350109	1.41649	10.9568	45.5561	1.76068	46.342	0.0548098	0.153627	0.0543753	0.108783	0.29717	0.125502	0.0133603	17.115	45.5561	1.76068	46.342	0.919543	0.0695064	0.00067952	0.000366071	0.000348182	7.67836e-05	0.000831099	0.00507586	0.00285848	6.57972e-05	0.605842	0.924068	0.350109	0.108783	0.29717	0.125502	0.00124138	16.7312	0.0123459	1.4825	1.36323	34.5726	0.491389	0.0036955	5.55267e-05
