Iter	GM_NInit	GM_TIsolation	GM_R0	GM_c0	GM_TLatent	GM_TRecover	GM_IFR	GM_TStartTesting	GM_TauTesting	GM_TTestingRate	GM_TContactsTestingRate	GM_TestingCoverage	GM_TestSensitivity	GM_ThetaMin	GM_TauTheta	GM_PwrTheta	GM_HygienePwr	GM_FracTraced	GM_TPosTest	GM_TFatalDeath	GM_TauS	GM_rMax	GM_TauR	alpha_1.1	kappa_1.1	rho_1.1	lambda0_1.1	lambda0_C_1.1	rho0_C_1.1	beta0_1.1	TauTheta_1.1	TauS_1.1	rMax_1.1	TauR_1.1	S_1.1	S_C_1.1	E_1.1	E_C_1.1	I_U_1.1	I_C_1.1	I_T_1.1	R_U_1.1	R_T_1.1	F_T_1.1	ThetaFit_1.1	HygieneFit_1.1	FTraced_1.1	lambda_1.1	lambda_C_1.1	rho_C_1.1	delta_1.1	c_1.1	beta_1.1	Rt_1.1	Refft_1.1	N_pos_1.1	D_pos_1.1	CumPosTest_1.1	CumDeath_1.1
0	1090.88	9.83628	3.18197	8.02434	4.52039	11.5019	0.0247875	104.887	8.97993	5.07446	1.44913	0.40649	0.638441	0.571944	16.7762	3.24381	0.635708	0.351727	6.02998	7.51581	34.4766	0.443542	46.3302	0.101664	0.22122	0.0869422	0.0511424	0.440568	0.249501	0.034476	16.7762	34.4766	0.443542	46.3302	0.952832	0.0120956	0.00020907	0.000113197	0.000434699	3.80297e-05	0.000632893	0.0257117	0.0084327	0.000619959	0.571944	0.701048	0.351527	0.0511133	0.440318	0.249359	0.0049009	6.11298	0.0241693	0.693994	0.66126	16.3059	1e-15	0.00321253	0
1	579.062	12.6288	3.27769	19.5029	5.99065	6.25367	0.0164234	106.098	9.91795	7.34323	2.53167	0.404727	0.769567	0.562031	18.8932	5.58598	0.713157	0.471128	4.46651	7.86102	41.8383	0.741521	50.2049	0.0791841	0.166927	0.159906	0.0424152	0.303976	0.0910202	0.0268741	18.8932	41.8383	0.741521	50.2049	0.915706	0.0358334	0.000279889	0.000247266	0.000266894	0.000111501	0.000328422	0.0375533	0.00976739	0.000500546	0.562031	0.66304	0.470516	0.0423601	0.303581	0.0909019	0.00575217	17.2969	0.0178186	0.806812	0.738803	45.4737	2.32615	0.0105425	0.000483833
2	917.924	18.7717	2.39117	8.66964	2.60489	9.46463	0.0171392	101.138	7.65259	8.52187	2.46793	0.7334	0.669638	0.601667	18.2375	3.64679	0.283148	0.0877169	10.1774	6.43753	47.149	0.332442	46.9298	0.0532717	0.383893	0.105657	0.0576297	0.271336	0.133862	0.0291411	18.2375	47.149	0.332442	46.9298	0.952181	0.00939692	0.000248211	2.38619e-05	0.000656499	2.35576e-05	0.000498181	0.0290028	0.00840335	0.000508175	0.601667	0.866014	0.0877086	0.0576242	0.27131	0.133849	0.004981	6.35826	0.0252366	0.896536	0.853665	51.5001	2.80137	0.00898348	0.000490979
3	672.704	16.0225	3.16532	10.755	5.35853	5.0004	0.0195846	110.028	9.31529	5.22857	2.08841	0.583673	0.84147	0.486987	16.4879	4.52907	0.580891	0.280273	5.07323	9.15912	32.3787	0.672043	43.9311	0.0624122	0.186618	0.199984	0.0939345	0.402924	0.0759094	0.0588576	16.4879	32.3787	0.672043	43.9311	0.933352	0.0150234	0.000406546	0.000157514	0.000282231	6.47731e-05	0.000284806	0.0414326	0.00899456	0.000691846	0.486987	0.658388	0.279912	0.0938135	0.402404	0.0758116	0.00878386	8.94551	0.0387511	0.849624	0.792999	54.6533	3.03604	0.00982798	0.000666185
4	94.5967	18.0285	3.29081	10.7761	3.24499	7.95599	0.0237739	100.571	9.15311	4.74035	2.76718	0.737732	0.764998	0.722465	18.2654	5.21526	0.888341	0.204049	3.50425	4.80281	45.1444	0.767107	52.8328	0.0554677	0.308167	0.125691	0.119055	0.276454	0.0849247	0.0383837	18.2654	45.1444	0.767107	52.8328	0.961755	0.0139214	0.000207914	5.32568e-05	0.000280817	4.74761e-05	0.000421943	0.0138417	0.00908531	0.000482303	0.722465	0.749171	0.203966	0.119007	0.276341	0.0848901	0.00575309	9.89534	0.028756	0.925679	0.890276	47.3915	2.63334	0.0098687	0.000469989
5	142.547	18.6387	2.61762	14.4462	4.29318	5.17631	0.0207662	101.907	11.443	4.86254	1.82519	0.423901	0.784527	0.760662	16.9973	4.81756	0.53521	0.470731	2.91647	7.73005	38.1401	0.5331	44.424	0.0536518	0.232928	0.193188	0.0683926	0.429833	0.118055	0.0350052	16.9973	38.1401	0.5331	44.424	0.934135	0.0356933	0.000171826	0.000151704	0.000177013	6.89946e-05	0.000249783	0.0194761	0.00951749	0.000505514	0.760662	0.863799	0.469704	0.0682434	0.428895	0.117798	0.00825203	12.8319	0.0302375	0.78704	0.735201	41.8599	2.62327	0.0102357	0.000487231
6	1024.36	8.03068	2.63076	11.4317	4.90101	6.16481	0.0118685	101.895	8.19333	9.99366	1.22365	0.459503	0.63073	0.583711	18.9068	4.71147	0.479646	0.340514	4.62199	8.36324	48.1103	0.662349	47.3008	0.124522	0.20404	0.162211	0.0290006	0.51545	0.301777	0.0373294	18.9068	48.1103	0.662349	47.3008	0.918979	0.0170124	0.000567198	0.000292619	0.000651585	7.40307e-05	0.000373158	0.0528924	0.00969812	0.000510974	0.583711	0.772428	0.340449	0.028995	0.515351	0.301719	0.00635634	9.67041	0.0288342	0.961835	0.883906	56.8834	2.69254	0.0104919	0.000489601
7	114.287	20.2456	3.88732	9.72377	4.98109	7.43108	0.0190266	96.8682	10.6227	6.21612	1.20648	0.278079	0.696541	0.611527	16.5235	4.26425	0.223117	0.696826	8.33831	4.65743	44.65	0.6551	50.8907	0.0493934	0.200759	0.13457	0.0311599	0.577333	0.251524	0.0537977	16.5235	44.65	0.6551	50.8907	0.929373	0.0383456	0.000122289	0.000279322	0.000183912	7.0122e-05	0.000428862	0.019488	0.0113473	0.00047936	0.611527	0.896078	0.696236	0.0311335	0.576844	0.251311	0.00489559	8.41918	0.0482069	0.74402	0.691471	46.8131	2.37894	0.0122003	0.000468792
8	614.632	16.3733	1.85681	12.2263	2.43374	6.32505	0.0138374	97.1151	7.22064	5.07892	2.75968	0.49578	0.666614	0.767534	19.0114	4.33334	0.0254655	0.176132	5.02839	6.73953	42.3982	0.558252	58.0634	0.061075	0.41089	0.158102	0.0650717	0.241555	0.120806	0.0240109	19.0114	42.3982	0.558252	58.0634	0.937448	0.0208154	0.000256615	5.48576e-05	0.000511862	6.51548e-05	0.000338584	0.0309627	0.00970852	0.00046998	0.767534	0.993285	0.176126	0.0650696	0.241547	0.120802	0.00636358	10.7666	0.0238497	0.947942	0.888646	50.8637	2.41619	0.0103417	0.000454398
9	204.572	10.3291	2.87495	13.1743	4.30617	7.54512	0.0271172	96.8056	10.9903	7.4575	2.13483	0.43847	0.888157	0.695494	18.528	4.84589	0.346143	0.469955	11.7096	6.91784	41.3812	0.778224	44.9029	0.0968139	0.232225	0.132536	0.0522199	0.416032	0.0523897	0.0289226	18.528	41.3812	0.778224	44.9029	0.952866	0.0219843	0.000244879	0.000216367	0.000335756	0.000110836	0.000515302	0.014423	0.00898447	0.000529079	0.695494	0.881883	0.469454	0.0521642	0.415588	0.0523338	0.00665961	12.2846	0.0255063	0.900047	0.857624	65.5733	3.74781	0.00980346	0.000503943
