"iter" "GM_NInit.1." "GM_TIsolation.1." "GM_R0.1." "GM_c0.1." "GM_TLatent.1." "GM_TRecover.1." "GM_IFR.1." "GM_TStartTesting.1." "GM_TauTesting.1." "GM_TTestingRate.1." "GM_TContactsTestingRate.1." "GM_TestingCoverage.1." "GM_TestSensitivity.1." "GM_ThetaMin.1." "GM_TauTheta.1." "GM_PwrTheta.1." "GM_HygienePwr.1." "GM_FracTraced.1." "GM_TPosTest.1." "GM_TFatalDeath.1." "GM_TauS.1." "GM_rMax.1." "GM_TauR.1." "alpha_Pos.1." "alpha_Death.1." "LnPrior" "LnData" "LnPosterior"
111900 748.369 9.25491 4.05175 18.382 2.81349 5.68469 0.00977026 137.438 13.804 9.07991 2.5946 0.546107 0.782867 0.219014 20.413 6.2165 0.0520773 0.20051 1.46364 12.6182 48.8253 0.453017 27.5098 5.88314 8.13453 -53.57168 -1425.962 -1479.533
66300 687.181 7.95734 4.48702 19.5698 2.65449 5.46807 0.00703723 139.544 13.874 7.823 2.85416 0.485927 0.676162 0.229656 20.0854 6.48586 0.175577 0.107543 2.57705 13.9512 47.4391 0.421794 25.3266 6.15628 8.02266 -52.459 -1415.483 -1467.942
200000 1959.82 20.1395 4.39569 15.4246 3.54738 6.10972 0.00835299 139.35 13.6302 8.45593 2.80214 0.570903 0.652763 0.175057 20.52 5.88423 0.0613592 0.204509 1.95669 13.9187 43.3212 0.473128 31.7097 5.26534 8.0121 -53.28025 -1420.577 -1473.857
161800 681.483 11.597 4.17523 17.6587 2.15892 5.41149 0.00598683 137.88 13.7457 6.21519 1.44989 0.335867 0.642482 0.258387 20.3448 5.8413 0.210946 0.0989388 1.61057 13.6212 43.1971 0.433626 30.769 5.63924 8.00307 -51.85131 -1418.327 -1470.178
170600 632.688 11.8699 4.44877 18.416 2.77528 5.02536 0.0118788 135.556 13.4085 5.68977 2.76565 0.344159 0.81892 0.19103 19.1902 5.07217 0.107789 0.249348 3.14261 13.9019 41.7595 0.474993 31.7236 6.08883 8.08774 -52.09254 -1422.733 -1474.825
168200 329.707 12.5744 4.48449 7.51675 2.01457 5.15065 0.00759289 132.66 13.7166 4.6352 2.24021 0.26141 0.654956 0.196782 18.474 5.74039 0.051536 0.17076 3.71103 13.2941 45.0185 0.333437 28.2796 5.68612 8.09649 -52.38142 -1422.621 -1475.002
67100 879.172 14.8879 4.19875 8.62061 2.58432 5.12613 0.00676177 135.714 13.858 10.477 2.86365 0.42211 0.652948 0.243836 19.793 7.40788 0.179478 0.195687 2.74312 13.7689 43.43 0.474879 31.9788 5.49694 8.38784 -52.77843 -1421.235 -1474.014
106100 1222.37 14.169 4.1321 15.854 3.02039 5.23498 0.00829434 140.843 13.7195 8.38161 2.74165 0.736268 0.60477 0.2055 19.8559 3.90872 0.0656343 0.199101 2.2613 13.7679 44.5466 0.471897 35.0603 6.87425 8.01385 -53.15481 -1421.477 -1474.632
168900 2460.89 11.4671 4.07777 15.3097 2.02803 6.47736 0.00552759 136.361 13.651 8.16007 2.95815 0.222851 0.687605 0.207631 19.5184 7.0223 0.0803462 0.157465 2.78119 13.9942 48.334 0.479512 25.206 8.11118 8.01703 -55.1554 -1418.922 -1474.077
47000 768.549 15.1636 4.08749 14.2671 2.25182 6.40698 0.0114923 137.883 13.7138 11.0828 2.79658 0.669809 0.858825 0.205933 20.5318 6.83183 0.063695 0.207957 2.98059 13.9058 44.9197 0.467425 30.3425 6.78534 8.0592 -55.31599 -1420.645 -1475.961
64700 301.552 9.88785 4.44881 10.5006 2.0103 5.25807 0.00724742 134.84 13.4085 9.2416 1.74771 0.571912 0.714606 0.2262 20.153 5.56533 0.164209 0.0942402 2.43998 13.4237 42.3373 0.383289 31.9577 5.41495 8.02169 -50.20577 -1421.714 -1471.92
108800 1958.88 16.546 4.0869 15.6003 2.14664 6.36533 0.0053251 130.299 13.5517 11.5081 1.14054 0.306643 0.665622 0.224701 19.2156 4.16856 0.114845 0.0657262 1.59428 13.8175 40.0847 0.402324 35.9575 6.93539 8.07456 -53.94373 -1425.184 -1479.128
85300 811.85 11.1141 4.26939 10.9132 3.16138 5.51179 0.010588 135.473 13.7155 8.12402 2.96011 0.562691 0.829172 0.192502 20.2419 6.06983 0.0988161 0.152427 2.84749 13.6675 40.8612 0.450944 28.3476 6.90463 8.06404 -51.15056 -1424.811 -1475.961
78100 617.295 18.1733 4.48189 14.2254 2.65714 5.1485 0.00696138 138.712 13.8341 7.46655 1.9057 0.405151 0.633393 0.216413 19.7148 7.10425 0.12876 0.213206 2.93182 13.1614 44.4979 0.449817 33.819 6.06393 8.03393 -52.32821 -1417.971 -1470.299
177000 1069.39 20.9019 4.10009 16.9735 2.38287 5.22533 0.005411 133.635 13.1386 6.5537 2.4796 0.241416 0.733531 0.23741 20.5001 5.76241 0.157614 0.110466 2.2276 13.86 44.194 0.495649 28.3756 6.74682 8.27596 -52.67081 -1422.647 -1475.317
50600 851.139 18.3953 4.35284 11.6647 2.66049 5.22254 0.0065394 134.685 13.6976 7.31571 2.72312 0.277031 0.665845 0.234795 20.2831 5.02772 0.177289 0.194056 1.26302 13.1365 46.2999 0.480068 28.6115 5.5353 8.03288 -52.88329 -1420.35 -1473.233
121500 788.426 10.6384 3.90313 10.8133 2.07881 5.04587 0.00788319 136.053 13.9684 11.0172 2.03335 0.376322 0.692045 0.231278 19.9932 6.785 0.101777 0.233815 2.62712 13.7534 43.9421 0.486692 31.9125 5.60721 8.15043 -52.88433 -1417.235 -1470.119
122100 2084.75 10.0867 4.0238 14.3262 2.23332 7.24807 0.00838318 134.578 13.8456 11.3414 1.4686 0.461047 0.814483 0.201524 20.0101 5.14057 0.0880277 0.116665 2.57348 13.9654 42.5794 0.458048 29.8932 6.09638 8.04377 -52.52217 -1422.851 -1475.373
128700 707.782 18.0475 4.32649 16.2461 2.0489 5.03375 0.0062534 135.901 13.9864 9.16649 2.96154 0.373495 0.684949 0.245205 18.5376 5.78641 0.200264 0.162555 2.9149 13.4034 45.6145 0.491967 30.4918 8.04348 8.08731 -52.84207 -1415.878 -1468.72
46800 737.897 10.8371 4.49838 8.07788 2.45836 6.71547 0.0102508 137.508 13.928 10.1606 2.86008 0.572225 0.850333 0.214507 20.4659 5.95668 0.146226 0.140771 2.21079 13.5485 46.6106 0.425258 23.2926 7.35534 8.15628 -54.26253 -1423.586 -1477.848
196700 556.881 11.6326 4.27783 14.0061 2.54414 5.04422 0.00944795 135.967 13.8939 8.61156 2.37534 0.503318 0.754629 0.238732 18.8697 4.69857 0.155484 0.215179 3.63875 13.411 47.8171 0.497288 29.773 6.61054 8.16678 -50.67929 -1425.305 -1475.985
198800 2739.4 19.0885 3.78305 16.8228 3.94381 5.46227 0.00683587 138.399 13.9968 8.93886 1.42775 0.47066 0.645688 0.223638 20.5785 5.37496 0.0320847 0.1909 2.86137 12.7311 46.688 0.492973 32.6356 5.39169 8.00274 -53.17371 -1430.918 -1484.092
133600 881.821 10.2558 4.43532 19.9426 2.43725 5.06071 0.00552115 136.108 13.8503 7.43935 2.27442 0.222777 0.619394 0.236091 19.2737 5.27712 0.168967 0.186815 2.75618 13.6112 48.2829 0.49872 30.3295 7.15562 8.02696 -53.74418 -1417.184 -1470.928
